# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.8007e+00 1.9399e+00 1.1361e+01 2.0897e+00 1.2392e-01 3.7697e-02 1.1383e-02 3.5757e-02 6.4449e-01 4.0000e-01
7.3684e-04 7.9114e-04 1.9327e+00 2.1063e+00 1.0101e+01 2.1982e+00 1.1667e-01 4.7032e-02 1.4024e-02 4.3548e-02 5.8848e-01 4.0000e-01
9.7368e-04 1.0685e-03 1.9588e+00 2.1443e+00 9.2321e+00 2.1467e+00 1.1110e-01 5.4526e-02 1.6153e-02 4.9694e-02 5.5949e-01 4.0000e-01
1.2105e-03 1.3571e-03 1.9444e+00 2.1295e+00 8.5998e+00 2.0496e+00 1.0678e-01 6.0710e-02 1.7922e-02 5.4708e-02 5.4213e-01 4.0000e-01
1.4474e-03 1.6569e-03 1.9142e+00 2.0928e+00 8.1183e+00 1.9450e+00 1.0336e-01 6.5933e-02 1.9424e-02 5.8901e-02 5.3078e-01 4.0000e-01
1.6842e-03 1.9679e-03 1.8786e+00 2.0475e+00 7.7385e+00 1.8454e+00 1.0059e-01 7.0428e-02 2.0723e-02 6.2474e-02 5.2291e-01 4.0000e-01
1.9211e-03 2.2901e-03 1.8418e+00 1.9997e+00 7.4304e+00 1.7545e+00 9.8304e-02 7.4355e-02 2.1862e-02 6.5564e-02 5.1723e-01 4.0000e-01
2.1579e-03 2.6235e-03 1.8058e+00 1.9522e+00 7.1751e+00 1.6728e+00 9.6392e-02 7.7827e-02 2.2871e-02 6.8267e-02 5.1301e-01 4.0000e-01
2.3947e-03 2.9682e-03 1.7713e+00 1.9063e+00 6.9597e+00 1.5996e+00 9.4768e-02 8.0925e-02 2.3773e-02 7.0653e-02 5.0980e-01 4.0000e-01
2.6316e-03 3.3241e-03 1.7389e+00 1.8626e+00 6.7754e+00 1.5339e+00 9.3372e-02 8.3712e-02 2.4584e-02 7.2775e-02 5.0732e-01 4.0000e-01
2.8684e-03 3.6912e-03 1.7084e+00 1.8214e+00 6.6157e+00 1.4750e+00 9.2161e-02 8.6235e-02 2.5319e-02 7.4673e-02 5.0540e-01 4.0000e-01
3.1053e-03 4.0695e-03 1.6798e+00 1.7826e+00 6.4761e+00 1.4218e+00 9.1101e-02 8.8530e-02 2.5987e-02 7.6380e-02 5.0389e-01 4.0000e-01
3.3421e-03 4.4591e-03 1.6530e+00 1.7461e+00 6.3529e+00 1.3736e+00 9.0166e-02 9.0628e-02 2.6598e-02 7.7921e-02 5.0270e-01 4.0000e-01
3.5789e-03 4.8598e-03 1.6280e+00 1.7119e+00 6.2434e+00 1.3299e+00 8.9336e-02 9.2554e-02 2.7158e-02 7.9317e-02 5.0177e-01 4.0000e-01
3.8158e-03 5.2718e-03 1.6045e+00 1.6797e+00 6.1454e+00 1.2899e+00 8.8594e-02 9.4325e-02 2.7672e-02 8.0586e-02 5.0105e-01 4.0000e-01
4.0526e-03 5.6950e-03 1.5825e+00 1.6494e+00 6.0574e+00 1.2533e+00 8.7928e-02 9.5960e-02 2.8146e-02 8.1742e-02 5.0049e-01 4.0000e-01
4.2895e-03 6.1294e-03 1.5617e+00 1.6210e+00 5.9779e+00 1.2197e+00 8.7327e-02 9.7473e-02 2.8585e-02 8.2796e-02 5.0007e-01 4.0000e-01
4.5263e-03 6.5751e-03 1.5422e+00 1.5941e+00 5.9057e+00 1.1887e+00 8.6783e-02 9.8874e-02 2.8990e-02 8.3760e-02 4.9976e-01 4.0000e-01
4.7632e-03 7.0319e-03 1.5238e+00 1.5688e+00 5.8401e+00 1.1600e+00 8.6288e-02 1.0018e-01 2.9365e-02 8.4641e-02 4.9955e-01 4.0000e-01
5.0000e-03 7.5000e-03 1.5064e+00 1.5449e+00 5.7801e+00 1.1333e+00 8.5836e-02 1.0138e-01 2.9714e-02 8.5449e-02 4.9942e-01 4.0000e-01
