# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 2.3010e+00 2.4846e+00 1.4216e+01 4.9468e+00 2.1127e-01 3.1406e-02 1.6354e-02 2.9546e-02 9.3432e-01 3.5000e-01
7.3684e-04 7.9114e-04 2.4875e+00 2.7259e+00 1.2248e+01 5.2609e+00 2.0591e-01 4.1228e-02 2.0822e-02 3.7532e-02 8.5023e-01 3.5000e-01
9.7368e-04 1.0685e-03 2.4963e+00 2.7507e+00 1.0911e+01 5.0421e+00 2.0120e-01 4.9552e-02 2.4598e-02 4.4042e-02 8.0913e-01 3.5000e-01
1.2105e-03 1.3571e-03 2.4456e+00 2.6956e+00 9.9755e+00 4.7006e+00 1.9732e-01 5.6521e-02 2.7779e-02 4.9356e-02 7.8594e-01 3.5000e-01
1.4474e-03 1.6569e-03 2.3787e+00 2.6154e+00 9.2926e+00 4.3653e+00 1.9415e-01 6.2393e-02 3.0481e-02 5.3751e-02 7.7152e-01 3.5000e-01
1.6842e-03 1.9679e-03 2.3106e+00 2.5305e+00 8.7740e+00 4.0678e+00 1.9152e-01 6.7402e-02 3.2802e-02 5.7437e-02 7.6193e-01 3.5000e-01
1.9211e-03 2.2901e-03 2.2464e+00 2.4486e+00 8.3674e+00 3.8109e+00 1.8931e-01 7.1724e-02 3.4819e-02 6.0570e-02 7.5522e-01 3.5000e-01
2.1579e-03 2.6235e-03 2.1874e+00 2.3722e+00 8.0400e+00 3.5902e+00 1.8742e-01 7.5495e-02 3.6588e-02 6.3262e-02 7.5036e-01 3.5000e-01
2.3947e-03 2.9682e-03 2.1338e+00 2.3020e+00 7.7708e+00 3.3998e+00 1.8578e-01 7.8813e-02 3.8154e-02 6.5595e-02 7.4674e-01 3.5000e-01
2.6316e-03 3.3241e-03 2.0851e+00 2.2378e+00 7.5458e+00 3.2345e+00 1.8434e-01 8.1754e-02 3.9548e-02 6.7631e-02 7.4399e-01 3.5000e-01
2.8684e-03 3.6912e-03 2.0408e+00 2.1791e+00 7.3550e+00 3.0899e+00 1.8305e-01 8.4378e-02 4.0797e-02 6.9418e-02 7.4187e-01 3.5000e-01
3.1053e-03 4.0695e-03 2.0005e+00 2.1254e+00 7.1915e+00 2.9624e+00 1.8188e-01 8.6729e-02 4.1921e-02 7.0994e-02 7.4021e-01 3.5000e-01
3.3421e-03 4.4591e-03 1.9637e+00 2.0762e+00 7.0498e+00 2.8493e+00 1.8082e-01 8.8845e-02 4.2936e-02 7.2388e-02 7.3890e-01 3.5000e-01
3.5789e-03 4.8598e-03 1.9299e+00 2.0309e+00 6.9263e+00 2.7482e+00 1.7984e-01 9.0756e-02 4.3855e-02 7.3624e-02 7.3787e-01 3.5000e-01
3.8158e-03 5.2718e-03 1.8988e+00 1.9892e+00 6.8177e+00 2.6574e+00 1.7893e-01 9.2485e-02 4.4690e-02 7.4721e-02 7.3704e-01 3.5000e-01
4.0526e-03 5.6950e-03 1.8701e+00 1.9506e+00 6.7218e+00 2.5753e+00 1.7807e-01 9.4055e-02 4.5451e-02 7.5697e-02 7.3638e-01 3.5000e-01
4.2895e-03 6.1294e-03 1.8435e+00 1.9149e+00 6.6368e+00 2.5008e+00 1.7727e-01 9.5480e-02 4.6144e-02 7.6565e-02 7.3586e-01 3.5000e-01
4.5263e-03 6.5751e-03 1.8188e+00 1.8816e+00 6.5610e+00 2.4328e+00 1.7650e-01 9.6777e-02 4.6776e-02 7.7336e-02 7.3545e-01 3.5000e-01
4.7632e-03 7.0319e-03 1.7957e+00 1.8507e+00 6.4932e+00 2.3706e+00 1.7578e-01 9.7958e-02 4.7354e-02 7.8020e-02 7.3512e-01 3.5000e-01
5.0000e-03 7.5000e-03 1.7742e+00 1.8218e+00 6.4325e+00 2.3133e+00 1.7508e-01 9.9033e-02 4.7883e-02 7.8626e-02 7.3487e-01 3.5000e-01
