# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 9.6389e-01 1.0051e+00 1.1749e+01 4.3448e-01 3.8114e-02 1.1604e-02 6.1277e-03 2.4660e-02 4.6765e-01 8.5000e-01
7.3684e-04 7.9114e-04 1.2094e+00 1.2782e+00 1.1109e+01 6.1254e-01 3.8010e-02 1.4299e-02 7.3425e-03 2.9905e-02 4.1875e-01 8.5000e-01
9.7368e-04 1.0685e-03 1.3796e+00 1.4734e+00 1.0562e+01 7.4597e-01 3.7810e-02 1.6637e-02 8.3505e-03 3.4317e-02 3.9194e-01 8.5000e-01
1.2105e-03 1.3571e-03 1.4980e+00 1.6129e+00 1.0089e+01 8.4166e-01 3.7539e-02 1.8731e-02 9.2262e-03 3.8174e-02 3.7508e-01 8.5000e-01
1.4474e-03 1.6569e-03 1.5802e+00 1.7120e+00 9.6758e+00 9.0768e-01 3.7216e-02 2.0637e-02 1.0007e-02 4.1621e-02 3.6352e-01 8.5000e-01
1.6842e-03 1.9679e-03 1.6366e+00 1.7814e+00 9.3126e+00 9.5112e-01 3.6857e-02 2.2390e-02 1.0716e-02 4.4746e-02 3.5511e-01 8.5000e-01
1.9211e-03 2.2901e-03 1.6744e+00 1.8288e+00 8.9905e+00 9.7761e-01 3.6476e-02 2.4014e-02 1.1366e-02 4.7608e-02 3.4870e-01 8.5000e-01
2.1579e-03 2.6235e-03 1.6986e+00 1.8597e+00 8.7033e+00 9.9154e-01 3.6081e-02 2.5525e-02 1.1966e-02 5.0248e-02 3.4364e-01 8.5000e-01
2.3947e-03 2.9682e-03 1.7129e+00 1.8782e+00 8.4455e+00 9.9619e-01 3.5678e-02 2.6936e-02 1.2525e-02 5.2697e-02 3.3953e-01 8.5000e-01
2.6316e-03 3.3241e-03 1.7198e+00 1.8874e+00 8.2129e+00 9.9406e-01 3.5275e-02 2.8257e-02 1.3047e-02 5.4978e-02 3.3611e-01 8.5000e-01
2.8684e-03 3.6912e-03 1.7211e+00 1.8893e+00 8.0021e+00 9.8700e-01 3.4874e-02 2.9498e-02 1.3536e-02 5.7111e-02 3.3320e-01 8.5000e-01
3.1053e-03 4.0695e-03 1.7183e+00 1.8858e+00 7.8103e+00 9.7641e-01 3.4478e-02 3.0666e-02 1.3996e-02 5.9112e-02 3.3069e-01 8.5000e-01
3.3421e-03 4.4591e-03 1.7125e+00 1.8782e+00 7.6349e+00 9.6333e-01 3.4090e-02 3.1766e-02 1.4430e-02 6.0993e-02 3.2850e-01 8.5000e-01
3.5789e-03 4.8598e-03 1.7043e+00 1.8675e+00 7.4741e+00 9.4854e-01 3.3710e-02 3.2805e-02 1.4839e-02 6.2764e-02 3.2655e-01 8.5000e-01
3.8158e-03 5.2718e-03 1.6945e+00 1.8544e+00 7.3261e+00 9.3262e-01 3.3340e-02 3.3786e-02 1.5225e-02 6.4435e-02 3.2481e-01 8.5000e-01
4.0526e-03 5.6950e-03 1.6834e+00 1.8395e+00 7.1895e+00 9.1601e-01 3.2980e-02 3.4715e-02 1.5592e-02 6.6015e-02 3.2323e-01 8.5000e-01
4.2895e-03 6.1294e-03 1.6715e+00 1.8234e+00 7.0631e+00 8.9904e-01 3.2631e-02 3.5595e-02 1.5939e-02 6.7510e-02 3.2179e-01 8.5000e-01
4.5263e-03 6.5751e-03 1.6589e+00 1.8063e+00 6.9459e+00 8.8194e-01 3.2292e-02 3.6429e-02 1.6269e-02 6.8926e-02 3.2048e-01 8.5000e-01
4.7632e-03 7.0319e-03 1.6459e+00 1.7886e+00 6.8368e+00 8.6490e-01 3.1963e-02 3.7221e-02 1.6582e-02 7.0268e-02 3.1926e-01 8.5000e-01
5.0000e-03 7.5000e-03 1.6327e+00 1.7705e+00 6.7351e+00 8.4805e-01 3.1645e-02 3.7972e-02 1.6880e-02 7.1543e-02 3.1813e-01 8.5000e-01
