# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.6525e+00 1.7846e+00 1.0172e+01 1.2057e+00 7.2624e-02 4.3649e-02 8.2119e-03 3.9891e-02 4.4153e-01 4.0000e-01
7.3684e-04 7.9114e-04 1.7581e+00 1.9176e+00 9.1725e+00 1.2503e+00 6.6241e-02 5.2659e-02 9.8854e-03 4.7608e-02 4.0448e-01 4.0000e-01
9.7368e-04 1.0685e-03 1.7817e+00 1.9502e+00 8.4826e+00 1.2219e+00 6.1720e-02 5.9658e-02 1.1199e-02 5.3574e-02 3.8491e-01 4.0000e-01
1.2105e-03 1.3571e-03 1.7731e+00 1.9409e+00 7.9741e+00 1.1726e+00 5.8375e-02 6.5353e-02 1.2276e-02 5.8401e-02 3.7298e-01 4.0000e-01
1.4474e-03 1.6569e-03 1.7513e+00 1.9133e+00 7.5816e+00 1.1197e+00 5.5807e-02 7.0136e-02 1.3185e-02 6.2423e-02 3.6507e-01 4.0000e-01
1.6842e-03 1.9679e-03 1.7242e+00 1.8779e+00 7.2679e+00 1.0688e+00 5.3777e-02 7.4245e-02 1.3969e-02 6.5846e-02 3.5953e-01 4.0000e-01
1.9211e-03 2.2901e-03 1.6954e+00 1.8397e+00 7.0106e+00 1.0218e+00 5.2135e-02 7.7837e-02 1.4655e-02 6.8806e-02 3.5551e-01 4.0000e-01
2.1579e-03 2.6235e-03 1.6666e+00 1.8010e+00 6.7951e+00 9.7911e-01 5.0781e-02 8.1015e-02 1.5262e-02 7.1395e-02 3.5250e-01 4.0000e-01
2.3947e-03 2.9682e-03 1.6387e+00 1.7631e+00 6.6118e+00 9.4047e-01 4.9648e-02 8.3857e-02 1.5804e-02 7.3681e-02 3.5023e-01 4.0000e-01
2.6316e-03 3.3241e-03 1.6120e+00 1.7267e+00 6.4537e+00 9.0553e-01 4.8686e-02 8.6418e-02 1.6291e-02 7.5714e-02 3.4848e-01 4.0000e-01
2.8684e-03 3.6912e-03 1.5867e+00 1.6919e+00 6.3158e+00 8.7388e-01 4.7862e-02 8.8742e-02 1.6733e-02 7.7535e-02 3.4712e-01 4.0000e-01
3.1053e-03 4.0695e-03 1.5627e+00 1.6589e+00 6.1945e+00 8.4513e-01 4.7150e-02 9.0861e-02 1.7134e-02 7.9172e-02 3.4608e-01 4.0000e-01
3.3421e-03 4.4591e-03 1.5401e+00 1.6277e+00 6.0869e+00 8.1894e-01 4.6529e-02 9.2802e-02 1.7501e-02 8.0651e-02 3.4527e-01 4.0000e-01
3.5789e-03 4.8598e-03 1.5188e+00 1.5981e+00 5.9908e+00 7.9499e-01 4.5984e-02 9.4588e-02 1.7837e-02 8.1992e-02 3.4466e-01 4.0000e-01
3.8158e-03 5.2718e-03 1.4986e+00 1.5702e+00 5.9045e+00 7.7303e-01 4.5503e-02 9.6234e-02 1.8146e-02 8.3210e-02 3.4420e-01 4.0000e-01
4.0526e-03 5.6950e-03 1.4796e+00 1.5439e+00 5.8266e+00 7.5282e-01 4.5078e-02 9.7758e-02 1.8431e-02 8.4320e-02 3.4386e-01 4.0000e-01
4.2895e-03 6.1294e-03 1.4617e+00 1.5189e+00 5.7560e+00 7.3418e-01 4.4698e-02 9.9170e-02 1.8693e-02 8.5333e-02 3.4363e-01 4.0000e-01
4.5263e-03 6.5751e-03 1.4447e+00 1.4953e+00 5.6917e+00 7.1692e-01 4.4360e-02 1.0048e-01 1.8936e-02 8.6259e-02 3.4349e-01 4.0000e-01
4.7632e-03 7.0319e-03 1.4286e+00 1.4729e+00 5.6330e+00 7.0090e-01 4.4057e-02 1.0170e-01 1.9162e-02 8.7107e-02 3.4343e-01 4.0000e-01
5.0000e-03 7.5000e-03 1.4133e+00 1.4517e+00 5.5793e+00 6.8600e-01 4.3784e-02 1.0284e-01 1.9371e-02 8.7884e-02 3.4342e-01 4.0000e-01
