# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 9.2493e-01 9.6361e-01 1.1510e+01 3.2220e-01 2.4714e-02 9.4155e-03 4.9788e-03 2.4787e-02 3.7662e-01 9.0000e-01
7.3684e-04 7.9114e-04 1.1645e+00 1.2293e+00 1.0911e+01 4.5715e-01 2.4644e-02 1.1579e-02 5.9554e-03 3.0027e-02 3.3714e-01 9.0000e-01
9.7368e-04 1.0685e-03 1.3323e+00 1.4213e+00 1.0397e+01 5.6006e-01 2.4515e-02 1.3450e-02 6.7620e-03 3.4426e-02 3.1551e-01 9.0000e-01
1.2105e-03 1.3571e-03 1.4507e+00 1.5602e+00 9.9514e+00 6.3540e-01 2.4341e-02 1.5122e-02 7.4602e-03 3.8266e-02 3.0192e-01 9.0000e-01
1.4474e-03 1.6569e-03 1.5342e+00 1.6604e+00 9.5607e+00 6.8874e-01 2.4135e-02 1.6642e-02 8.0814e-03 4.1695e-02 2.9262e-01 9.0000e-01
1.6842e-03 1.9679e-03 1.5926e+00 1.7320e+00 9.2156e+00 7.2508e-01 2.3906e-02 1.8039e-02 8.6439e-03 4.4803e-02 2.8587e-01 9.0000e-01
1.9211e-03 2.2901e-03 1.6328e+00 1.7822e+00 8.9086e+00 7.4846e-01 2.3663e-02 1.9333e-02 9.1593e-03 4.7650e-02 2.8073e-01 9.0000e-01
2.1579e-03 2.6235e-03 1.6596e+00 1.8161e+00 8.6337e+00 7.6208e-01 2.3410e-02 2.0537e-02 9.6356e-03 5.0277e-02 2.7668e-01 9.0000e-01
2.3947e-03 2.9682e-03 1.6764e+00 1.8377e+00 8.3862e+00 7.6837e-01 2.3152e-02 2.1662e-02 1.0078e-02 5.2715e-02 2.7340e-01 9.0000e-01
2.6316e-03 3.3241e-03 1.6858e+00 1.8499e+00 8.1623e+00 7.6919e-01 2.2893e-02 2.2717e-02 1.0492e-02 5.4988e-02 2.7067e-01 9.0000e-01
2.8684e-03 3.6912e-03 1.6895e+00 1.8549e+00 7.9587e+00 7.6595e-01 2.2635e-02 2.3708e-02 1.0880e-02 5.7116e-02 2.6835e-01 9.0000e-01
3.1053e-03 4.0695e-03 1.6889e+00 1.8542e+00 7.7728e+00 7.5973e-01 2.2380e-02 2.4641e-02 1.1245e-02 5.9114e-02 2.6635e-01 9.0000e-01
3.3421e-03 4.4591e-03 1.6851e+00 1.8493e+00 7.6024e+00 7.5135e-01 2.2129e-02 2.5521e-02 1.1589e-02 6.0994e-02 2.6460e-01 9.0000e-01
3.5789e-03 4.8598e-03 1.6788e+00 1.8410e+00 7.4458e+00 7.4141e-01 2.1883e-02 2.6353e-02 1.1914e-02 6.2767e-02 2.6305e-01 9.0000e-01
3.8158e-03 5.2718e-03 1.6707e+00 1.8302e+00 7.3013e+00 7.3040e-01 2.1643e-02 2.7141e-02 1.2222e-02 6.4442e-02 2.6166e-01 9.0000e-01
4.0526e-03 5.6950e-03 1.6613e+00 1.8175e+00 7.1676e+00 7.1866e-01 2.1409e-02 2.7886e-02 1.2514e-02 6.6027e-02 2.6040e-01 9.0000e-01
4.2895e-03 6.1294e-03 1.6508e+00 1.8033e+00 7.0436e+00 7.0647e-01 2.1181e-02 2.8594e-02 1.2791e-02 6.7529e-02 2.5925e-01 9.0000e-01
4.5263e-03 6.5751e-03 1.6395e+00 1.7880e+00 6.9283e+00 6.9404e-01 2.0960e-02 2.9265e-02 1.3054e-02 6.8954e-02 2.5820e-01 9.0000e-01
4.7632e-03 7.0319e-03 1.6278e+00 1.7719e+00 6.8209e+00 6.8153e-01 2.0745e-02 2.9903e-02 1.3305e-02 7.0307e-02 2.5722e-01 9.0000e-01
5.0000e-03 7.5000e-03 1.6156e+00 1.7553e+00 6.7205e+00 6.6905e-01 2.0536e-02 3.0509e-02 1.3543e-02 7.1593e-02 2.5631e-01 9.0000e-01
