# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.2584e+00 1.3332e+00 1.0824e+01 5.2516e-01 3.9333e-02 2.8101e-02 4.0168e-03 3.1737e-02 3.3166e-01 6.0000e-01
7.3684e-04 7.9114e-04 1.4665e+00 1.5755e+00 1.0019e+01 6.2845e-01 3.5539e-02 3.4030e-02 4.8243e-03 3.8260e-02 2.9223e-01 6.0000e-01
9.7368e-04 1.0685e-03 1.5803e+00 1.7132e+00 9.3942e+00 6.7347e-01 3.2546e-02 3.8833e-02 5.4729e-03 4.3573e-02 2.6968e-01 6.0000e-01
1.2105e-03 1.3571e-03 1.6418e+00 1.7901e+00 8.8939e+00 6.8716e-01 3.0149e-02 4.2872e-02 6.0153e-03 4.8072e-02 2.5493e-01 6.0000e-01
1.4474e-03 1.6569e-03 1.6729e+00 1.8302e+00 8.4834e+00 6.8418e-01 2.8196e-02 4.6354e-02 6.4807e-03 5.1972e-02 2.4446e-01 6.0000e-01
1.6842e-03 1.9679e-03 1.6857e+00 1.8474e+00 8.1397e+00 6.7244e-01 2.6582e-02 4.9411e-02 6.8878e-03 5.5412e-02 2.3663e-01 6.0000e-01
1.9211e-03 2.2901e-03 1.6872e+00 1.8498e+00 7.8472e+00 6.5628e-01 2.5229e-02 5.2134e-02 7.2487e-03 5.8482e-02 2.3056e-01 6.0000e-01
2.1579e-03 2.6235e-03 1.6814e+00 1.8427e+00 7.5948e+00 6.3810e-01 2.4081e-02 5.4584e-02 7.5723e-03 6.1248e-02 2.2570e-01 6.0000e-01
2.3947e-03 2.9682e-03 1.6712e+00 1.8294e+00 7.3744e+00 6.1926e-01 2.3096e-02 5.6809e-02 7.8650e-03 6.3758e-02 2.2174e-01 6.0000e-01
2.6316e-03 3.3241e-03 1.6580e+00 1.8121e+00 7.1802e+00 6.0053e-01 2.2244e-02 5.8843e-02 8.1317e-03 6.6050e-02 2.1845e-01 6.0000e-01
2.8684e-03 3.6912e-03 1.6431e+00 1.7922e+00 7.0076e+00 5.8233e-01 2.1500e-02 6.0714e-02 8.3761e-03 6.8153e-02 2.1569e-01 6.0000e-01
3.1053e-03 4.0695e-03 1.6272e+00 1.7708e+00 6.8531e+00 5.6487e-01 2.0846e-02 6.2444e-02 8.6011e-03 7.0090e-02 2.1334e-01 6.0000e-01
3.3421e-03 4.4591e-03 1.6107e+00 1.7484e+00 6.7139e+00 5.4827e-01 2.0267e-02 6.4049e-02 8.8092e-03 7.1880e-02 2.1132e-01 6.0000e-01
3.5789e-03 4.8598e-03 1.5941e+00 1.7256e+00 6.5879e+00 5.3256e-01 1.9752e-02 6.5543e-02 9.0024e-03 7.3540e-02 2.0958e-01 6.0000e-01
3.8158e-03 5.2718e-03 1.5774e+00 1.7028e+00 6.4732e+00 5.1774e-01 1.9292e-02 6.6939e-02 9.1822e-03 7.5082e-02 2.0807e-01 6.0000e-01
4.0526e-03 5.6950e-03 1.5610e+00 1.6801e+00 6.3684e+00 5.0377e-01 1.8878e-02 6.8246e-02 9.3500e-03 7.6518e-02 2.0675e-01 6.0000e-01
4.2895e-03 6.1294e-03 1.5448e+00 1.6578e+00 6.2723e+00 4.9063e-01 1.8505e-02 6.9472e-02 9.5070e-03 7.7857e-02 2.0560e-01 6.0000e-01
4.5263e-03 6.5751e-03 1.5290e+00 1.6359e+00 6.1839e+00 4.7826e-01 1.8167e-02 7.0625e-02 9.6542e-03 7.9108e-02 2.0458e-01 6.0000e-01
4.7632e-03 7.0319e-03 1.5135e+00 1.6144e+00 6.1022e+00 4.6661e-01 1.7860e-02 7.1711e-02 9.7924e-03 8.0279e-02 2.0369e-01 6.0000e-01
5.0000e-03 7.5000e-03 1.4986e+00 1.5936e+00 6.0266e+00 4.5564e-01 1.7580e-02 7.2735e-02 9.9223e-03 8.1374e-02 2.0290e-01 6.0000e-01
