# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.1758e+00 1.2424e+00 1.0694e+01 3.1381e-01 2.1406e-02 2.6192e-02 2.5429e-03 3.1110e-02 2.2701e-01 6.5000e-01
7.3684e-04 7.9114e-04 1.3882e+00 1.4875e+00 9.9710e+00 3.8173e-01 1.8926e-02 3.1415e-02 3.0308e-03 3.7419e-02 1.9807e-01 6.5000e-01
9.7368e-04 1.0685e-03 1.5121e+00 1.6357e+00 9.3983e+00 4.1452e-01 1.7017e-02 3.5614e-02 3.4191e-03 4.2573e-02 1.8129e-01 6.5000e-01
1.2105e-03 1.3571e-03 1.5847e+00 1.7251e+00 8.9318e+00 4.2734e-01 1.5512e-02 3.9136e-02 3.7422e-03 4.6957e-02 1.7017e-01 6.5000e-01
1.4474e-03 1.6569e-03 1.6261e+00 1.7774e+00 8.5433e+00 4.2891e-01 1.4304e-02 4.2173e-02 4.0189e-03 5.0778e-02 1.6220e-01 6.5000e-01
1.6842e-03 1.9679e-03 1.6479e+00 1.8057e+00 8.2138e+00 4.2418e-01 1.3315e-02 4.4844e-02 4.2605e-03 5.4166e-02 1.5619e-01 6.5000e-01
1.9211e-03 2.2901e-03 1.6571e+00 1.8178e+00 7.9303e+00 4.1598e-01 1.2494e-02 4.7227e-02 4.4749e-03 5.7205e-02 1.5149e-01 6.5000e-01
2.1579e-03 2.6235e-03 1.6579e+00 1.8191e+00 7.6834e+00 4.0598e-01 1.1802e-02 4.9378e-02 4.6671e-03 5.9957e-02 1.4771e-01 6.5000e-01
2.3947e-03 2.9682e-03 1.6531e+00 1.8130e+00 7.4662e+00 3.9514e-01 1.1214e-02 5.1337e-02 4.8412e-03 6.2466e-02 1.4460e-01 6.5000e-01
2.6316e-03 3.3241e-03 1.6445e+00 1.8017e+00 7.2734e+00 3.8406e-01 1.0707e-02 5.3133e-02 5.0000e-03 6.4768e-02 1.4201e-01 6.5000e-01
2.8684e-03 3.6912e-03 1.6335e+00 1.7870e+00 7.1010e+00 3.7307e-01 1.0268e-02 5.4790e-02 5.1457e-03 6.6889e-02 1.3982e-01 6.5000e-01
3.1053e-03 4.0695e-03 1.6208e+00 1.7699e+00 6.9459e+00 3.6237e-01 9.8839e-03 5.6326e-02 5.2802e-03 6.8850e-02 1.3794e-01 6.5000e-01
3.3421e-03 4.4591e-03 1.6070e+00 1.7512e+00 6.8055e+00 3.5207e-01 9.5456e-03 5.7756e-02 5.4048e-03 7.0671e-02 1.3633e-01 6.5000e-01
3.5789e-03 4.8598e-03 1.5926e+00 1.7315e+00 6.6778e+00 3.4224e-01 9.2459e-03 5.9091e-02 5.5206e-03 7.2364e-02 1.3493e-01 6.5000e-01
3.8158e-03 5.2718e-03 1.5779e+00 1.7113e+00 6.5611e+00 3.3289e-01 8.9791e-03 6.0342e-02 5.6288e-03 7.3944e-02 1.3370e-01 6.5000e-01
4.0526e-03 5.6950e-03 1.5631e+00 1.6908e+00 6.4541e+00 3.2403e-01 8.7400e-03 6.1517e-02 5.7297e-03 7.5420e-02 1.3262e-01 6.5000e-01
4.2895e-03 6.1294e-03 1.5483e+00 1.6703e+00 6.3556e+00 3.1564e-01 8.5253e-03 6.2623e-02 5.8247e-03 7.6801e-02 1.3167e-01 6.5000e-01
4.5263e-03 6.5751e-03 1.5336e+00 1.6500e+00 6.2647e+00 3.0771e-01 8.3314e-03 6.3665e-02 5.9138e-03 7.8096e-02 1.3083e-01 6.5000e-01
4.7632e-03 7.0319e-03 1.5191e+00 1.6298e+00 6.1806e+00 3.0022e-01 8.1557e-03 6.4650e-02 5.9977e-03 7.9311e-02 1.3009e-01 6.5000e-01
5.0000e-03 7.5000e-03 1.5050e+00 1.6101e+00 6.1025e+00 2.9314e-01 7.9961e-03 6.5580e-02 6.0767e-03 8.0453e-02 1.2943e-01 6.5000e-01
