# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.1378e+00 1.1931e+00 1.2052e+01 7.6552e-01 7.1800e-02 1.8096e-02 6.8154e-03 2.6050e-02 5.9136e-01 7.0000e-01
7.3684e-04 7.9114e-04 1.3941e+00 1.4827e+00 1.1245e+01 1.0210e+00 7.0062e-02 2.2474e-02 8.2530e-03 3.1745e-02 5.2535e-01 7.0000e-01
9.7368e-04 1.0685e-03 1.5567e+00 1.6732e+00 1.0575e+01 1.1831e+00 6.8275e-02 2.6277e-02 9.4651e-03 3.6552e-02 4.8820e-01 7.0000e-01
1.2105e-03 1.3571e-03 1.6590e+00 1.7966e+00 1.0012e+01 1.2776e+00 6.6512e-02 2.9659e-02 1.0524e-02 4.0747e-02 4.6422e-01 7.0000e-01
1.4474e-03 1.6569e-03 1.7217e+00 1.8745e+00 9.5341e+00 1.3261e+00 6.4816e-02 3.2707e-02 1.1469e-02 4.4478e-02 4.4738e-01 7.0000e-01
1.6842e-03 1.9679e-03 1.7582e+00 1.9210e+00 9.1241e+00 1.3442e+00 6.3209e-02 3.5475e-02 1.2320e-02 4.7838e-02 4.3486e-01 7.0000e-01
1.9211e-03 2.2901e-03 1.7770e+00 1.9459e+00 8.7692e+00 1.3426e+00 6.1704e-02 3.8004e-02 1.3094e-02 5.0889e-02 4.2517e-01 7.0000e-01
2.1579e-03 2.6235e-03 1.7839e+00 1.9556e+00 8.4591e+00 1.3284e+00 6.0300e-02 4.0326e-02 1.3803e-02 5.3679e-02 4.1742e-01 7.0000e-01
2.3947e-03 2.9682e-03 1.7827e+00 1.9547e+00 8.1862e+00 1.3064e+00 5.8997e-02 4.2468e-02 1.4456e-02 5.6244e-02 4.1109e-01 7.0000e-01
2.6316e-03 3.3241e-03 1.7759e+00 1.9465e+00 7.9442e+00 1.2798e+00 5.7789e-02 4.4450e-02 1.5059e-02 5.8612e-02 4.0580e-01 7.0000e-01
2.8684e-03 3.6912e-03 1.7653e+00 1.9330e+00 7.7282e+00 1.2506e+00 5.6669e-02 4.6291e-02 1.5618e-02 6.0806e-02 4.0132e-01 7.0000e-01
3.1053e-03 4.0695e-03 1.7521e+00 1.9160e+00 7.5343e+00 1.2203e+00 5.5630e-02 4.8005e-02 1.6138e-02 6.2846e-02 3.9748e-01 7.0000e-01
3.3421e-03 4.4591e-03 1.7373e+00 1.8965e+00 7.3593e+00 1.1897e+00 5.4666e-02 4.9605e-02 1.6624e-02 6.4747e-02 3.9415e-01 7.0000e-01
3.5789e-03 4.8598e-03 1.7214e+00 1.8755e+00 7.2005e+00 1.1594e+00 5.3771e-02 5.1103e-02 1.7078e-02 6.6523e-02 3.9124e-01 7.0000e-01
3.8158e-03 5.2718e-03 1.7049e+00 1.8534e+00 7.0560e+00 1.1298e+00 5.2938e-02 5.2507e-02 1.7504e-02 6.8185e-02 3.8867e-01 7.0000e-01
4.0526e-03 5.6950e-03 1.6881e+00 1.8308e+00 6.9238e+00 1.1011e+00 5.2161e-02 5.3826e-02 1.7904e-02 6.9744e-02 3.8638e-01 7.0000e-01
4.2895e-03 6.1294e-03 1.6712e+00 1.8079e+00 6.8024e+00 1.0734e+00 5.1436e-02 5.5067e-02 1.8280e-02 7.1208e-02 3.8435e-01 7.0000e-01
4.5263e-03 6.5751e-03 1.6544e+00 1.7851e+00 6.6907e+00 1.0469e+00 5.0759e-02 5.6237e-02 1.8635e-02 7.2584e-02 3.8252e-01 7.0000e-01
4.7632e-03 7.0319e-03 1.6377e+00 1.7624e+00 6.5876e+00 1.0216e+00 5.0124e-02 5.7340e-02 1.8970e-02 7.3880e-02 3.8087e-01 7.0000e-01
5.0000e-03 7.5000e-03 1.6214e+00 1.7400e+00 6.4920e+00 9.9735e-01 4.9529e-02 5.8382e-02 1.9286e-02 7.5101e-02 3.7938e-01 7.0000e-01
