# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 8.9178e-01 9.2837e-01 1.1269e+01 2.0246e-01 1.1672e-02 6.6578e-03 3.1567e-03 2.5004e-02 2.5459e-01 9.5000e-01
7.3684e-04 7.9114e-04 1.1257e+00 1.1874e+00 1.0706e+01 2.8772e-01 1.1577e-02 8.1735e-03 3.7704e-03 3.0270e-02 2.2704e-01 9.5000e-01
9.7368e-04 1.0685e-03 1.2911e+00 1.3760e+00 1.0222e+01 3.5304e-01 1.1459e-02 9.4791e-03 4.2756e-03 3.4686e-02 2.1178e-01 9.5000e-01
1.2105e-03 1.3571e-03 1.4089e+00 1.5139e+00 9.7999e+00 4.0114e-01 1.1326e-02 1.0641e-02 4.7116e-03 3.8537e-02 2.0208e-01 9.5000e-01
1.4474e-03 1.6569e-03 1.4930e+00 1.6145e+00 9.4291e+00 4.3546e-01 1.1182e-02 1.1695e-02 5.0986e-03 4.1975e-02 1.9536e-01 9.5000e-01
1.6842e-03 1.9679e-03 1.5527e+00 1.6873e+00 9.1007e+00 4.5907e-01 1.1033e-02 1.2661e-02 5.4483e-03 4.5090e-02 1.9043e-01 9.5000e-01
1.9211e-03 2.2901e-03 1.5945e+00 1.7393e+00 8.8076e+00 4.7451e-01 1.0881e-02 1.3554e-02 5.7680e-03 4.7943e-02 1.8664e-01 9.5000e-01
2.1579e-03 2.6235e-03 1.6231e+00 1.7754e+00 8.5445e+00 4.8376e-01 1.0728e-02 1.4384e-02 6.0630e-03 5.0576e-02 1.8362e-01 9.5000e-01
2.3947e-03 2.9682e-03 1.6418e+00 1.7993e+00 8.3070e+00 4.8833e-01 1.0577e-02 1.5158e-02 6.3369e-03 5.3021e-02 1.8116e-01 9.5000e-01
2.6316e-03 3.3241e-03 1.6530e+00 1.8139e+00 8.0915e+00 4.8939e-01 1.0429e-02 1.5883e-02 6.5925e-03 5.5303e-02 1.7910e-01 9.5000e-01
2.8684e-03 3.6912e-03 1.6586e+00 1.8211e+00 7.8950e+00 4.8784e-01 1.0284e-02 1.6564e-02 6.8320e-03 5.7439e-02 1.7734e-01 9.5000e-01
3.1053e-03 4.0695e-03 1.6598e+00 1.8227e+00 7.7153e+00 4.8434e-01 1.0143e-02 1.7206e-02 7.0571e-03 5.9446e-02 1.7582e-01 9.5000e-01
3.3421e-03 4.4591e-03 1.6576e+00 1.8199e+00 7.5502e+00 4.7943e-01 1.0007e-02 1.7811e-02 7.2693e-03 6.1337e-02 1.7449e-01 9.5000e-01
3.5789e-03 4.8598e-03 1.6529e+00 1.8137e+00 7.3980e+00 4.7348e-01 9.8752e-03 1.8382e-02 7.4697e-03 6.3121e-02 1.7330e-01 9.5000e-01
3.8158e-03 5.2718e-03 1.6463e+00 1.8048e+00 7.2574e+00 4.6681e-01 9.7480e-03 1.8923e-02 7.6594e-03 6.4809e-02 1.7224e-01 9.5000e-01
4.0526e-03 5.6950e-03 1.6381e+00 1.7938e+00 7.1270e+00 4.5964e-01 9.6254e-03 1.9436e-02 7.8392e-03 6.6407e-02 1.7129e-01 9.5000e-01
4.2895e-03 6.1294e-03 1.6289e+00 1.7813e+00 7.0059e+00 4.5215e-01 9.5074e-03 1.9923e-02 8.0100e-03 6.7923e-02 1.7042e-01 9.5000e-01
4.5263e-03 6.5751e-03 1.6188e+00 1.7675e+00 6.8931e+00 4.4448e-01 9.3939e-03 2.0385e-02 8.1723e-03 6.9363e-02 1.6962e-01 9.5000e-01
4.7632e-03 7.0319e-03 1.6081e+00 1.7529e+00 6.7877e+00 4.3672e-01 9.2848e-03 2.0824e-02 8.3267e-03 7.0731e-02 1.6889e-01 9.5000e-01
5.0000e-03 7.5000e-03 1.5969e+00 1.7375e+00 6.6892e+00 4.2896e-01 9.1798e-03 2.1242e-02 8.4738e-03 7.2033e-02 1.6821e-01 9.5000e-01
