# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.1375e+00 1.1939e+00 1.1760e+01 6.7909e-01 6.2617e-02 1.8977e-02 5.8030e-03 2.6921e-02 5.2484e-01 7.0000e-01
7.3684e-04 7.9114e-04 1.3855e+00 1.4750e+00 1.0966e+01 8.9072e-01 6.0194e-02 2.3496e-02 7.0304e-03 3.2762e-02 4.6402e-01 7.0000e-01
9.7368e-04 1.0685e-03 1.5403e+00 1.6568e+00 1.0311e+01 1.0189e+00 5.7890e-02 2.7375e-02 8.0582e-03 3.7665e-02 4.2947e-01 7.0000e-01
1.2105e-03 1.3571e-03 1.6362e+00 1.7730e+00 9.7660e+00 1.0894e+00 5.5749e-02 3.0788e-02 8.9492e-03 4.1922e-02 4.0696e-01 7.0000e-01
1.4474e-03 1.6569e-03 1.6941e+00 1.8452e+00 9.3053e+00 1.1223e+00 5.3785e-02 3.3834e-02 9.7367e-03 4.5691e-02 3.9103e-01 7.0000e-01
1.6842e-03 1.9679e-03 1.7273e+00 1.8877e+00 8.9117e+00 1.1311e+00 5.1998e-02 3.6579e-02 1.0442e-02 4.9073e-02 3.7913e-01 7.0000e-01
1.9211e-03 2.2901e-03 1.7439e+00 1.9097e+00 8.5719e+00 1.1249e+00 5.0376e-02 3.9071e-02 1.1079e-02 5.2135e-02 3.6986e-01 7.0000e-01
2.1579e-03 2.6235e-03 1.7495e+00 1.9176e+00 8.2755e+00 1.1093e+00 4.8905e-02 4.1348e-02 1.1659e-02 5.4928e-02 3.6244e-01 7.0000e-01
2.3947e-03 2.9682e-03 1.7475e+00 1.9157e+00 8.0149e+00 1.0882e+00 4.7571e-02 4.3440e-02 1.2191e-02 5.7490e-02 3.5635e-01 7.0000e-01
2.6316e-03 3.3241e-03 1.7404e+00 1.9070e+00 7.7838e+00 1.0640e+00 4.6359e-02 4.5370e-02 1.2680e-02 5.9853e-02 3.5126e-01 7.0000e-01
2.8684e-03 3.6912e-03 1.7298e+00 1.8935e+00 7.5777e+00 1.0382e+00 4.5256e-02 4.7157e-02 1.3132e-02 6.2039e-02 3.4695e-01 7.0000e-01
3.1053e-03 4.0695e-03 1.7169e+00 1.8766e+00 7.3925e+00 1.0118e+00 4.4249e-02 4.8819e-02 1.3552e-02 6.4070e-02 3.4326e-01 7.0000e-01
3.3421e-03 4.4591e-03 1.7025e+00 1.8576e+00 7.2253e+00 9.8561e-01 4.3329e-02 5.0369e-02 1.3943e-02 6.5961e-02 3.4005e-01 7.0000e-01
3.5789e-03 4.8598e-03 1.6871e+00 1.8371e+00 7.0736e+00 9.5990e-01 4.2485e-02 5.1817e-02 1.4308e-02 6.7726e-02 3.3726e-01 7.0000e-01
3.8158e-03 5.2718e-03 1.6711e+00 1.8157e+00 6.9354e+00 9.3496e-01 4.1709e-02 5.3174e-02 1.4650e-02 6.9378e-02 3.3479e-01 7.0000e-01
4.0526e-03 5.6950e-03 1.6549e+00 1.7938e+00 6.8089e+00 9.1091e-01 4.0994e-02 5.4449e-02 1.4971e-02 7.0926e-02 3.3262e-01 7.0000e-01
4.2895e-03 6.1294e-03 1.6386e+00 1.7716e+00 6.6927e+00 8.8786e-01 4.0334e-02 5.5648e-02 1.5273e-02 7.2379e-02 3.3068e-01 7.0000e-01
4.5263e-03 6.5751e-03 1.6224e+00 1.7496e+00 6.5856e+00 8.6582e-01 3.9723e-02 5.6777e-02 1.5557e-02 7.3746e-02 3.2895e-01 7.0000e-01
4.7632e-03 7.0319e-03 1.6064e+00 1.7276e+00 6.4867e+00 8.4480e-01 3.9156e-02 5.7842e-02 1.5824e-02 7.5032e-02 3.2739e-01 7.0000e-01
5.0000e-03 7.5000e-03 1.5906e+00 1.7060e+00 6.3950e+00 8.2478e-01 3.8630e-02 5.8849e-02 1.6077e-02 7.6243e-02 3.2600e-01 7.0000e-01
