# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.4066e+00 1.4816e+00 1.3743e+01 1.7097e+00 1.3771e-01 2.1089e-02 1.1469e-02 2.4290e-02 8.6406e-01 5.5000e-01
7.3684e-04 7.9114e-04 1.7058e+00 1.8244e+00 1.2632e+01 2.2578e+00 1.3717e-01 2.6566e-02 1.4010e-02 2.9964e-02 7.7594e-01 5.5000e-01
9.7368e-04 1.0685e-03 1.8829e+00 2.0358e+00 1.1718e+01 2.5800e+00 1.3613e-01 3.1470e-02 1.6208e-02 3.4864e-02 7.2770e-01 5.5000e-01
1.2105e-03 1.3571e-03 1.9826e+00 2.1595e+00 1.0961e+01 2.7413e+00 1.3478e-01 3.5927e-02 1.8171e-02 3.9201e-02 6.9744e-01 5.5000e-01
1.4474e-03 1.6569e-03 2.0333e+00 2.2251e+00 1.0330e+01 2.7979e+00 1.3325e-01 3.9997e-02 1.9947e-02 4.3084e-02 6.7677e-01 5.5000e-01
1.6842e-03 1.9679e-03 2.0532e+00 2.2528e+00 9.7999e+00 2.7900e+00 1.3163e-01 4.3719e-02 2.1564e-02 4.6583e-02 6.6183e-01 5.5000e-01
1.9211e-03 2.2901e-03 2.0539e+00 2.2561e+00 9.3506e+00 2.7444e+00 1.3000e-01 4.7128e-02 2.3043e-02 4.9749e-02 6.5054e-01 5.5000e-01
2.1579e-03 2.6235e-03 2.0428e+00 2.2436e+00 8.9664e+00 2.6780e+00 1.2840e-01 5.0255e-02 2.4399e-02 5.2626e-02 6.4173e-01 5.5000e-01
2.3947e-03 2.9682e-03 2.0245e+00 2.2213e+00 8.6350e+00 2.6012e+00 1.2684e-01 5.3128e-02 2.5647e-02 5.5249e-02 6.3466e-01 5.5000e-01
2.6316e-03 3.3241e-03 2.0020e+00 2.1930e+00 8.3467e+00 2.5204e+00 1.2535e-01 5.5775e-02 2.6798e-02 5.7648e-02 6.2886e-01 5.5000e-01
2.8684e-03 3.6912e-03 1.9771e+00 2.1612e+00 8.0939e+00 2.4393e+00 1.2392e-01 5.8217e-02 2.7863e-02 5.9848e-02 6.2403e-01 5.5000e-01
3.1053e-03 4.0695e-03 1.9511e+00 2.1275e+00 7.8708e+00 2.3600e+00 1.2257e-01 6.0477e-02 2.8849e-02 6.1872e-02 6.1993e-01 5.5000e-01
3.3421e-03 4.4591e-03 1.9248e+00 2.0931e+00 7.6726e+00 2.2838e+00 1.2128e-01 6.2571e-02 2.9765e-02 6.3737e-02 6.1641e-01 5.5000e-01
3.5789e-03 4.8598e-03 1.8987e+00 2.0586e+00 7.4954e+00 2.2112e+00 1.2005e-01 6.4515e-02 3.0618e-02 6.5460e-02 6.1335e-01 5.5000e-01
3.8158e-03 5.2718e-03 1.8731e+00 2.0246e+00 7.3363e+00 2.1425e+00 1.1888e-01 6.6325e-02 3.1413e-02 6.7055e-02 6.1066e-01 5.5000e-01
4.0526e-03 5.6950e-03 1.8482e+00 1.9914e+00 7.1926e+00 2.0777e+00 1.1777e-01 6.8011e-02 3.2155e-02 6.8533e-02 6.0828e-01 5.5000e-01
4.2895e-03 6.1294e-03 1.8240e+00 1.9590e+00 7.0623e+00 2.0167e+00 1.1671e-01 6.9584e-02 3.2849e-02 6.9906e-02 6.0615e-01 5.5000e-01
4.5263e-03 6.5751e-03 1.8007e+00 1.9278e+00 6.9437e+00 1.9593e+00 1.1569e-01 7.1054e-02 3.3499e-02 7.1181e-02 6.0424e-01 5.5000e-01
4.7632e-03 7.0319e-03 1.7783e+00 1.8976e+00 6.8354e+00 1.9054e+00 1.1472e-01 7.2428e-02 3.4109e-02 7.2368e-02 6.0251e-01 5.5000e-01
5.0000e-03 7.5000e-03 1.7568e+00 1.8685e+00 6.7362e+00 1.8547e+00 1.1379e-01 7.3716e-02 3.4681e-02 7.3474e-02 6.0093e-01 5.5000e-01
