# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 9.2822e-01 9.6741e-01 1.1384e+01 2.8849e-01 2.1885e-02 9.7020e-03 3.6737e-03 2.5210e-02 3.3483e-01 9.0000e-01
7.3684e-04 7.9114e-04 1.1661e+00 1.2316e+00 1.0786e+01 4.0330e-01 2.1441e-02 1.1925e-02 4.4011e-03 3.0545e-02 2.9660e-01 9.0000e-01
9.7368e-04 1.0685e-03 1.3317e+00 1.4212e+00 1.0273e+01 4.8761e-01 2.0977e-02 1.3838e-02 5.0030e-03 3.5023e-02 2.7498e-01 9.0000e-01
1.2105e-03 1.3571e-03 1.4476e+00 1.5575e+00 9.8291e+00 5.4680e-01 2.0507e-02 1.5535e-02 5.5239e-03 3.8929e-02 2.6094e-01 9.0000e-01
1.4474e-03 1.6569e-03 1.5287e+00 1.6551e+00 9.4411e+00 5.8665e-01 2.0043e-02 1.7068e-02 5.9861e-03 4.2414e-02 2.5102e-01 9.0000e-01
1.6842e-03 1.9679e-03 1.5851e+00 1.7243e+00 9.0992e+00 6.1203e-01 1.9592e-02 1.8467e-02 6.4031e-03 4.5571e-02 2.4359e-01 9.0000e-01
1.9211e-03 2.2901e-03 1.6235e+00 1.7723e+00 8.7957e+00 6.2675e-01 1.9157e-02 1.9755e-02 6.7835e-03 4.8459e-02 2.3779e-01 9.0000e-01
2.1579e-03 2.6235e-03 1.6487e+00 1.8044e+00 8.5244e+00 6.3370e-01 1.8741e-02 2.0947e-02 7.1334e-03 5.1121e-02 2.3312e-01 9.0000e-01
2.3947e-03 2.9682e-03 1.6643e+00 1.8244e+00 8.2805e+00 6.3499e-01 1.8345e-02 2.2055e-02 7.4571e-03 5.3590e-02 2.2925e-01 9.0000e-01
2.6316e-03 3.3241e-03 1.6726e+00 1.8353e+00 8.0600e+00 6.3221e-01 1.7970e-02 2.3089e-02 7.7582e-03 5.5889e-02 2.2600e-01 9.0000e-01
2.8684e-03 3.6912e-03 1.6754e+00 1.8392e+00 7.8598e+00 6.2653e-01 1.7616e-02 2.4057e-02 8.0392e-03 5.8040e-02 2.2321e-01 9.0000e-01
3.1053e-03 4.0695e-03 1.6741e+00 1.8377e+00 7.6772e+00 6.1881e-01 1.7281e-02 2.4965e-02 8.3025e-03 6.0057e-02 2.2079e-01 9.0000e-01
3.3421e-03 4.4591e-03 1.6698e+00 1.8320e+00 7.5100e+00 6.0969e-01 1.6965e-02 2.5820e-02 8.5498e-03 6.1955e-02 2.1866e-01 9.0000e-01
3.5789e-03 4.8598e-03 1.6632e+00 1.8232e+00 7.3563e+00 5.9964e-01 1.6668e-02 2.6625e-02 8.7827e-03 6.3742e-02 2.1678e-01 9.0000e-01
3.8158e-03 5.2718e-03 1.6548e+00 1.8120e+00 7.2147e+00 5.8901e-01 1.6387e-02 2.7386e-02 9.0024e-03 6.5431e-02 2.1511e-01 9.0000e-01
4.0526e-03 5.6950e-03 1.6451e+00 1.7990e+00 7.0837e+00 5.7805e-01 1.6122e-02 2.8105e-02 9.2101e-03 6.7027e-02 2.1360e-01 9.0000e-01
4.2895e-03 6.1294e-03 1.6344e+00 1.7846e+00 6.9622e+00 5.6696e-01 1.5872e-02 2.8786e-02 9.4068e-03 6.8539e-02 2.1224e-01 9.0000e-01
4.5263e-03 6.5751e-03 1.6231e+00 1.7691e+00 6.8493e+00 5.5588e-01 1.5637e-02 2.9432e-02 9.5933e-03 6.9973e-02 2.1100e-01 9.0000e-01
4.7632e-03 7.0319e-03 1.6113e+00 1.7530e+00 6.7441e+00 5.4490e-01 1.5414e-02 3.0045e-02 9.7704e-03 7.1333e-02 2.0988e-01 9.0000e-01
5.0000e-03 7.5000e-03 1.5992e+00 1.7364e+00 6.6459e+00 5.3410e-01 1.5203e-02 3.0627e-02 9.9387e-03 7.2625e-02 2.0885e-01 9.0000e-01
