# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.0009e+00 1.0442e+00 1.2188e+01 5.7280e-01 5.3957e-02 1.3183e-02 8.4275e-03 2.3943e-02 5.7178e-01 8.0000e-01
7.3684e-04 7.9114e-04 1.2545e+00 1.3266e+00 1.1504e+01 8.1036e-01 5.4252e-02 1.6253e-02 1.0118e-02 2.9059e-02 5.1493e-01 8.0000e-01
9.7368e-04 1.0685e-03 1.4296e+00 1.5278e+00 1.0921e+01 9.9004e-01 5.4390e-02 1.8927e-02 1.1523e-02 3.3372e-02 4.8443e-01 8.0000e-01
1.2105e-03 1.3571e-03 1.5510e+00 1.6710e+00 1.0417e+01 1.1202e+00 5.4400e-02 2.1330e-02 1.2745e-02 3.7149e-02 4.6569e-01 8.0000e-01
1.4474e-03 1.6569e-03 1.6347e+00 1.7722e+00 9.9786e+00 1.2110e+00 5.4307e-02 2.3527e-02 1.3838e-02 4.0531e-02 4.5316e-01 8.0000e-01
1.6842e-03 1.9679e-03 1.6918e+00 1.8426e+00 9.5930e+00 1.2716e+00 5.4132e-02 2.5555e-02 1.4830e-02 4.3600e-02 4.4426e-01 8.0000e-01
1.9211e-03 2.2901e-03 1.7296e+00 1.8902e+00 9.2517e+00 1.3092e+00 5.3892e-02 2.7439e-02 1.5743e-02 4.6414e-02 4.3764e-01 8.0000e-01
2.1579e-03 2.6235e-03 1.7534e+00 1.9206e+00 8.9477e+00 1.3297e+00 5.3602e-02 2.9197e-02 1.6588e-02 4.9012e-02 4.3251e-01 8.0000e-01
2.3947e-03 2.9682e-03 1.7669e+00 1.9382e+00 8.6752e+00 1.3375e+00 5.3273e-02 3.0844e-02 1.7376e-02 5.1423e-02 4.2841e-01 8.0000e-01
2.6316e-03 3.3241e-03 1.7728e+00 1.9461e+00 8.4298e+00 1.3358e+00 5.2915e-02 3.2389e-02 1.8113e-02 5.3670e-02 4.2504e-01 8.0000e-01
2.8684e-03 3.6912e-03 1.7730e+00 1.9467e+00 8.2078e+00 1.3273e+00 5.2534e-02 3.3843e-02 1.8805e-02 5.5770e-02 4.2220e-01 8.0000e-01
3.1053e-03 4.0695e-03 1.7691e+00 1.9417e+00 8.0059e+00 1.3137e+00 5.2139e-02 3.5212e-02 1.9456e-02 5.7740e-02 4.1976e-01 8.0000e-01
3.3421e-03 4.4591e-03 1.7620e+00 1.9326e+00 7.8218e+00 1.2966e+00 5.1732e-02 3.6504e-02 2.0071e-02 5.9591e-02 4.1762e-01 8.0000e-01
3.5789e-03 4.8598e-03 1.7527e+00 1.9203e+00 7.6531e+00 1.2770e+00 5.1318e-02 3.7724e-02 2.0651e-02 6.1334e-02 4.1572e-01 8.0000e-01
3.8158e-03 5.2718e-03 1.7416e+00 1.9056e+00 7.4982e+00 1.2558e+00 5.0901e-02 3.8878e-02 2.1201e-02 6.2977e-02 4.1400e-01 8.0000e-01
4.0526e-03 5.6950e-03 1.7294e+00 1.8892e+00 7.3555e+00 1.2335e+00 5.0482e-02 3.9970e-02 2.1722e-02 6.4529e-02 4.1244e-01 8.0000e-01
4.2895e-03 6.1294e-03 1.7163e+00 1.8716e+00 7.2236e+00 1.2106e+00 5.0063e-02 4.1004e-02 2.2216e-02 6.5996e-02 4.1099e-01 8.0000e-01
4.5263e-03 6.5751e-03 1.7026e+00 1.8531e+00 7.1014e+00 1.1875e+00 4.9646e-02 4.1984e-02 2.2686e-02 6.7384e-02 4.0964e-01 8.0000e-01
4.7632e-03 7.0319e-03 1.6886e+00 1.8340e+00 6.9879e+00 1.1644e+00 4.9233e-02 4.2913e-02 2.3132e-02 6.8699e-02 4.0838e-01 8.0000e-01
5.0000e-03 7.5000e-03 1.6743e+00 1.8146e+00 6.8823e+00 1.1415e+00 4.8823e-02 4.3795e-02 2.3556e-02 6.9946e-02 4.0719e-01 8.0000e-01
