# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.5414e+00 1.6392e+00 1.2177e+01 1.6274e+00 1.1718e-01 2.8135e-02 9.5255e-03 3.0069e-02 6.8498e-01 5.0000e-01
7.3684e-04 7.9114e-04 1.7686e+00 1.9083e+00 1.1021e+01 1.9207e+00 1.1210e-01 3.5388e-02 1.1734e-02 3.6908e-02 6.1407e-01 5.0000e-01
9.7368e-04 1.0685e-03 1.8718e+00 2.0372e+00 1.0145e+01 2.0163e+00 1.0758e-01 4.1547e-02 1.3589e-02 4.2573e-02 5.7548e-01 5.0000e-01
1.2105e-03 1.3571e-03 1.9115e+00 2.0900e+00 9.4661e+00 2.0146e+00 1.0366e-01 4.6852e-02 1.5182e-02 4.7382e-02 5.5139e-01 5.0000e-01
1.4474e-03 1.6569e-03 1.9181e+00 2.1013e+00 8.9276e+00 1.9684e+00 1.0029e-01 5.1476e-02 1.6570e-02 5.1534e-02 5.3502e-01 5.0000e-01
1.6842e-03 1.9679e-03 1.9074e+00 2.0898e+00 8.4908e+00 1.9036e+00 9.7379e-02 5.5549e-02 1.7793e-02 5.5167e-02 5.2323e-01 5.0000e-01
1.9211e-03 2.2901e-03 1.8876e+00 2.0656e+00 8.1293e+00 1.8327e+00 9.4859e-02 5.9172e-02 1.8883e-02 5.8378e-02 5.1438e-01 5.0000e-01
2.1579e-03 2.6235e-03 1.8631e+00 2.0348e+00 7.8252e+00 1.7617e+00 9.2662e-02 6.2422e-02 1.9860e-02 6.1242e-02 5.0753e-01 5.0000e-01
2.3947e-03 2.9682e-03 1.8366e+00 2.0005e+00 7.5657e+00 1.6936e+00 9.0733e-02 6.5358e-02 2.0744e-02 6.3814e-02 5.0209e-01 5.0000e-01
2.6316e-03 3.3241e-03 1.8094e+00 1.9650e+00 7.3415e+00 1.6294e+00 8.9028e-02 6.8027e-02 2.1548e-02 6.6139e-02 4.9768e-01 5.0000e-01
2.8684e-03 3.6912e-03 1.7823e+00 1.9292e+00 7.1457e+00 1.5695e+00 8.7510e-02 7.0465e-02 2.2283e-02 6.8250e-02 4.9407e-01 5.0000e-01
3.1053e-03 4.0695e-03 1.7559e+00 1.8939e+00 6.9734e+00 1.5140e+00 8.6152e-02 7.2703e-02 2.2957e-02 7.0176e-02 4.9106e-01 5.0000e-01
3.3421e-03 4.4591e-03 1.7303e+00 1.8596e+00 6.8203e+00 1.4626e+00 8.4930e-02 7.4765e-02 2.3579e-02 7.1939e-02 4.8853e-01 5.0000e-01
3.5789e-03 4.8598e-03 1.7057e+00 1.8264e+00 6.6836e+00 1.4151e+00 8.3825e-02 7.6671e-02 2.4153e-02 7.3558e-02 4.8639e-01 5.0000e-01
3.8158e-03 5.2718e-03 1.6822e+00 1.7945e+00 6.5607e+00 1.3712e+00 8.2821e-02 7.8438e-02 2.4685e-02 7.5049e-02 4.8456e-01 5.0000e-01
4.0526e-03 5.6950e-03 1.6597e+00 1.7639e+00 6.4496e+00 1.3304e+00 8.1905e-02 8.0080e-02 2.5180e-02 7.6425e-02 4.8299e-01 5.0000e-01
4.2895e-03 6.1294e-03 1.6382e+00 1.7346e+00 6.3488e+00 1.2926e+00 8.1066e-02 8.1609e-02 2.5641e-02 7.7696e-02 4.8164e-01 5.0000e-01
4.5263e-03 6.5751e-03 1.6177e+00 1.7067e+00 6.2569e+00 1.2574e+00 8.0295e-02 8.3037e-02 2.6070e-02 7.8874e-02 4.8047e-01 5.0000e-01
4.7632e-03 7.0319e-03 1.5982e+00 1.6799e+00 6.1728e+00 1.2246e+00 7.9584e-02 8.4370e-02 2.6472e-02 7.9966e-02 4.7946e-01 5.0000e-01
5.0000e-03 7.5000e-03 1.5796e+00 1.6544e+00 6.0957e+00 1.1941e+00 7.8927e-02 8.5619e-02 2.6847e-02 8.0981e-02 4.7858e-01 5.0000e-01
