# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.4132e+00 1.4895e+00 1.3563e+01 1.6901e+00 1.3543e-01 2.1494e-02 1.1156e-02 2.4802e-02 8.4628e-01 5.5000e-01
7.3684e-04 7.9114e-04 1.7073e+00 1.8272e+00 1.2451e+01 2.2131e+00 1.3445e-01 2.7097e-02 1.3642e-02 3.0591e-02 7.5924e-01 5.5000e-01
9.7368e-04 1.0685e-03 1.8784e+00 2.0320e+00 1.1541e+01 2.5106e+00 1.3302e-01 3.2101e-02 1.5794e-02 3.5577e-02 7.1152e-01 5.5000e-01
1.2105e-03 1.3571e-03 1.9726e+00 2.1493e+00 1.0792e+01 2.6520e+00 1.3133e-01 3.6632e-02 1.7710e-02 3.9977e-02 6.8154e-01 5.5000e-01
1.4474e-03 1.6569e-03 2.0189e+00 2.2096e+00 1.0170e+01 2.6945e+00 1.2953e-01 4.0753e-02 1.9440e-02 4.3903e-02 6.6105e-01 5.5000e-01
1.6842e-03 1.9679e-03 2.0356e+00 2.2333e+00 9.6487e+00 2.6777e+00 1.2771e-01 4.4509e-02 2.1010e-02 4.7430e-02 6.4622e-01 5.5000e-01
1.9211e-03 2.2901e-03 2.0340e+00 2.2335e+00 9.2084e+00 2.6273e+00 1.2591e-01 4.7938e-02 2.2442e-02 5.0615e-02 6.3503e-01 5.5000e-01
2.1579e-03 2.6235e-03 2.0214e+00 2.2190e+00 8.8325e+00 2.5590e+00 1.2418e-01 5.1076e-02 2.3753e-02 5.3504e-02 6.2628e-01 5.5000e-01
2.3947e-03 2.9682e-03 2.0021e+00 2.1954e+00 8.5086e+00 2.4823e+00 1.2254e-01 5.3955e-02 2.4957e-02 5.6133e-02 6.1928e-01 5.5000e-01
2.6316e-03 3.3241e-03 1.9790e+00 2.1663e+00 8.2271e+00 2.4029e+00 1.2098e-01 5.6602e-02 2.6065e-02 5.8536e-02 6.1354e-01 5.5000e-01
2.8684e-03 3.6912e-03 1.9539e+00 2.1340e+00 7.9805e+00 2.3240e+00 1.1950e-01 5.9043e-02 2.7089e-02 6.0739e-02 6.0875e-01 5.5000e-01
3.1053e-03 4.0695e-03 1.9278e+00 2.1001e+00 7.7628e+00 2.2474e+00 1.1811e-01 6.1299e-02 2.8037e-02 6.2763e-02 6.0471e-01 5.5000e-01
3.3421e-03 4.4591e-03 1.9016e+00 2.0657e+00 7.5693e+00 2.1741e+00 1.1680e-01 6.3390e-02 2.8916e-02 6.4629e-02 6.0123e-01 5.5000e-01
3.5789e-03 4.8598e-03 1.8756e+00 2.0314e+00 7.3964e+00 2.1046e+00 1.1556e-01 6.5330e-02 2.9735e-02 6.6352e-02 5.9822e-01 5.5000e-01
3.8158e-03 5.2718e-03 1.8503e+00 1.9976e+00 7.2410e+00 2.0390e+00 1.1439e-01 6.7135e-02 3.0497e-02 6.7946e-02 5.9559e-01 5.5000e-01
4.0526e-03 5.6950e-03 1.8256e+00 1.9647e+00 7.1007e+00 1.9772e+00 1.1329e-01 6.8817e-02 3.1209e-02 6.9425e-02 5.9326e-01 5.5000e-01
4.2895e-03 6.1294e-03 1.8018e+00 1.9327e+00 6.9734e+00 1.9192e+00 1.1224e-01 7.0387e-02 3.1875e-02 7.0798e-02 5.9119e-01 5.5000e-01
4.5263e-03 6.5751e-03 1.7788e+00 1.9018e+00 6.8576e+00 1.8647e+00 1.1124e-01 7.1854e-02 3.2499e-02 7.2074e-02 5.8934e-01 5.5000e-01
4.7632e-03 7.0319e-03 1.7567e+00 1.8720e+00 6.7517e+00 1.8136e+00 1.1030e-01 7.3226e-02 3.3083e-02 7.3262e-02 5.8766e-01 5.5000e-01
5.0000e-03 7.5000e-03 1.7355e+00 1.8434e+00 6.6546e+00 1.7655e+00 1.0939e-01 7.4512e-02 3.3632e-02 7.4368e-02 5.8614e-01 5.5000e-01
