# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.4799e+00 1.5784e+00 1.1155e+01 1.1209e+00 8.0564e-02 3.2167e-02 7.3284e-03 3.3181e-02 5.1180e-01 5.0000e-01
7.3684e-04 7.9114e-04 1.6693e+00 1.8047e+00 1.0144e+01 1.2781e+00 7.4766e-02 3.9626e-02 8.9241e-03 4.0229e-02 4.5868e-01 5.0000e-01
9.7368e-04 1.0685e-03 1.7528e+00 1.9095e+00 9.3953e+00 1.3195e+00 7.0126e-02 4.5707e-02 1.0220e-02 4.5923e-02 4.2946e-01 5.0000e-01
1.2105e-03 1.3571e-03 1.7844e+00 1.9514e+00 8.8196e+00 1.3087e+00 6.6386e-02 5.0813e-02 1.1308e-02 5.0684e-02 4.1100e-01 5.0000e-01
1.4474e-03 1.6569e-03 1.7894e+00 1.9596e+00 8.3629e+00 1.2754e+00 6.3331e-02 5.5195e-02 1.2242e-02 5.4757e-02 3.9830e-01 5.0000e-01
1.6842e-03 1.9679e-03 1.7804e+00 1.9493e+00 7.9910e+00 1.2333e+00 6.0799e-02 5.9018e-02 1.3057e-02 5.8301e-02 3.8907e-01 5.0000e-01
1.9211e-03 2.2901e-03 1.7638e+00 1.9285e+00 7.6817e+00 1.1887e+00 5.8672e-02 6.2401e-02 1.3779e-02 6.1425e-02 3.8208e-01 5.0000e-01
2.1579e-03 2.6235e-03 1.7433e+00 1.9021e+00 7.4200e+00 1.1447e+00 5.6863e-02 6.5424e-02 1.4423e-02 6.4205e-02 3.7664e-01 5.0000e-01
2.3947e-03 2.9682e-03 1.7210e+00 1.8727e+00 7.1954e+00 1.1026e+00 5.5308e-02 6.8152e-02 1.5004e-02 6.6699e-02 3.7229e-01 5.0000e-01
2.6316e-03 3.3241e-03 1.6979e+00 1.8420e+00 7.0003e+00 1.0631e+00 5.3957e-02 7.0629e-02 1.5531e-02 6.8952e-02 3.6877e-01 5.0000e-01
2.8684e-03 3.6912e-03 1.6748e+00 1.8111e+00 6.8290e+00 1.0262e+00 5.2776e-02 7.2892e-02 1.6011e-02 7.0998e-02 3.6587e-01 5.0000e-01
3.1053e-03 4.0695e-03 1.6521e+00 1.7804e+00 6.6775e+00 9.9200e-01 5.1734e-02 7.4971e-02 1.6452e-02 7.2864e-02 3.6346e-01 5.0000e-01
3.3421e-03 4.4591e-03 1.6300e+00 1.7503e+00 6.5424e+00 9.6027e-01 5.0810e-02 7.6887e-02 1.6858e-02 7.4572e-02 3.6144e-01 5.0000e-01
3.5789e-03 4.8598e-03 1.6086e+00 1.7212e+00 6.4212e+00 9.3086e-01 4.9985e-02 7.8661e-02 1.7233e-02 7.6141e-02 3.5974e-01 5.0000e-01
3.8158e-03 5.2718e-03 1.5880e+00 1.6930e+00 6.3118e+00 9.0358e-01 4.9246e-02 8.0307e-02 1.7580e-02 7.7585e-02 3.5829e-01 5.0000e-01
4.0526e-03 5.6950e-03 1.5683e+00 1.6659e+00 6.2126e+00 8.7824e-01 4.8580e-02 8.1839e-02 1.7902e-02 7.8918e-02 3.5706e-01 5.0000e-01
4.2895e-03 6.1294e-03 1.5494e+00 1.6398e+00 6.1223e+00 8.5468e-01 4.7978e-02 8.3268e-02 1.8202e-02 8.0151e-02 3.5601e-01 5.0000e-01
4.5263e-03 6.5751e-03 1.5313e+00 1.6148e+00 6.0397e+00 8.3273e-01 4.7431e-02 8.4603e-02 1.8482e-02 8.1293e-02 3.5512e-01 5.0000e-01
4.7632e-03 7.0319e-03 1.5140e+00 1.5909e+00 5.9640e+00 8.1226e-01 4.6933e-02 8.5853e-02 1.8743e-02 8.2353e-02 3.5435e-01 5.0000e-01
5.0000e-03 7.5000e-03 1.4974e+00 1.5680e+00 5.8942e+00 7.9311e-01 4.6478e-02 8.7024e-02 1.8988e-02 8.3337e-02 3.5370e-01 5.0000e-01
