# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.4145e+00 1.4974e+00 1.2192e+01 1.3316e+00 1.0527e-01 2.5279e-02 8.5877e-03 2.8726e-02 6.6554e-01 5.5000e-01
7.3684e-04 7.9114e-04 1.6587e+00 1.7820e+00 1.1140e+01 1.6341e+00 1.0114e-01 3.1689e-02 1.0531e-02 3.5201e-02 5.9394e-01 5.5000e-01
9.7368e-04 1.0685e-03 1.7854e+00 1.9365e+00 1.0316e+01 1.7672e+00 9.7306e-02 3.7190e-02 1.2172e-02 4.0613e-02 5.5436e-01 5.5000e-01
1.2105e-03 1.3571e-03 1.8467e+00 2.0146e+00 9.6616e+00 1.8050e+00 9.3865e-02 4.1985e-02 1.3592e-02 4.5260e-02 5.2927e-01 5.5000e-01
1.4474e-03 1.6569e-03 1.8709e+00 2.0474e+00 9.1313e+00 1.7922e+00 9.0815e-02 4.6210e-02 1.4839e-02 4.9316e-02 5.1199e-01 5.5000e-01
1.6842e-03 1.9679e-03 1.8740e+00 2.0533e+00 8.6943e+00 1.7538e+00 8.8123e-02 4.9967e-02 1.5947e-02 5.2898e-02 4.9939e-01 5.5000e-01
1.9211e-03 2.2901e-03 1.8648e+00 2.0431e+00 8.3282e+00 1.7034e+00 8.5747e-02 5.3334e-02 1.6939e-02 5.6092e-02 4.8982e-01 5.5000e-01
2.1579e-03 2.6235e-03 1.8486e+00 2.0232e+00 8.0172e+00 1.6482e+00 8.3643e-02 5.6375e-02 1.7834e-02 5.8963e-02 4.8232e-01 5.5000e-01
2.3947e-03 2.9682e-03 1.8284e+00 1.9976e+00 7.7496e+00 1.5923e+00 8.1772e-02 5.9136e-02 1.8648e-02 6.1560e-02 4.7630e-01 5.5000e-01
2.6316e-03 3.3241e-03 1.8061e+00 1.9688e+00 7.5170e+00 1.5376e+00 8.0100e-02 6.1659e-02 1.9391e-02 6.3922e-02 4.7138e-01 5.5000e-01
2.8684e-03 3.6912e-03 1.7829e+00 1.9383e+00 7.3128e+00 1.4854e+00 7.8599e-02 6.3974e-02 2.0073e-02 6.6080e-02 4.6729e-01 5.5000e-01
3.1053e-03 4.0695e-03 1.7594e+00 1.9072e+00 7.1321e+00 1.4359e+00 7.7246e-02 6.6107e-02 2.0701e-02 6.8060e-02 4.6384e-01 5.5000e-01
3.3421e-03 4.4591e-03 1.7362e+00 1.8762e+00 6.9711e+00 1.3893e+00 7.6021e-02 6.8080e-02 2.1282e-02 6.9882e-02 4.6092e-01 5.5000e-01
3.5789e-03 4.8598e-03 1.7134e+00 1.8456e+00 6.8266e+00 1.3457e+00 7.4906e-02 6.9909e-02 2.1820e-02 7.1564e-02 4.5841e-01 5.5000e-01
3.8158e-03 5.2718e-03 1.6912e+00 1.8157e+00 6.6963e+00 1.3050e+00 7.3889e-02 7.1611e-02 2.2321e-02 7.3121e-02 4.5624e-01 5.5000e-01
4.0526e-03 5.6950e-03 1.6698e+00 1.7867e+00 6.5783e+00 1.2669e+00 7.2957e-02 7.3197e-02 2.2788e-02 7.4564e-02 4.5436e-01 5.5000e-01
4.2895e-03 6.1294e-03 1.6492e+00 1.7586e+00 6.4708e+00 1.2312e+00 7.2100e-02 7.4679e-02 2.3224e-02 7.5906e-02 4.5271e-01 5.5000e-01
4.5263e-03 6.5751e-03 1.6293e+00 1.7315e+00 6.3725e+00 1.1979e+00 7.1310e-02 7.6065e-02 2.3632e-02 7.7153e-02 4.5127e-01 5.5000e-01
4.7632e-03 7.0319e-03 1.6102e+00 1.7054e+00 6.2825e+00 1.1667e+00 7.0580e-02 7.7365e-02 2.4014e-02 7.8316e-02 4.5000e-01 5.5000e-01
5.0000e-03 7.5000e-03 1.5919e+00 1.6802e+00 6.1996e+00 1.1375e+00 6.9902e-02 7.8584e-02 2.4373e-02 7.9401e-02 4.4887e-01 5.5000e-01
