# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 2.0565e+00 2.2297e+00 1.1677e+01 3.1072e+00 1.5757e-01 4.0030e-02 1.4624e-02 3.6745e-02 7.3467e-01 3.5000e-01
7.3684e-04 7.9114e-04 2.1390e+00 2.3417e+00 1.0216e+01 3.1027e+00 1.5002e-01 5.0483e-02 1.8177e-02 4.4993e-02 6.7811e-01 3.5000e-01
9.7368e-04 1.0685e-03 2.1222e+00 2.3279e+00 9.2577e+00 2.9285e+00 1.4440e-01 5.8769e-02 2.1019e-02 5.1386e-02 6.5022e-01 3.5000e-01
1.2105e-03 1.3571e-03 2.0763e+00 2.2733e+00 8.5843e+00 2.7343e+00 1.4017e-01 6.5516e-02 2.3356e-02 5.6509e-02 6.3424e-01 3.5000e-01
1.4474e-03 1.6569e-03 2.0237e+00 2.2072e+00 8.0847e+00 2.5563e+00 1.3689e-01 7.1147e-02 2.5323e-02 6.0723e-02 6.2421e-01 3.5000e-01
1.6842e-03 1.9679e-03 1.9717e+00 2.1402e+00 7.6984e+00 2.4008e+00 1.3429e-01 7.5942e-02 2.7010e-02 6.4263e-02 6.1754e-01 3.5000e-01
1.9211e-03 2.2901e-03 1.9229e+00 2.0762e+00 7.3899e+00 2.2663e+00 1.3218e-01 8.0092e-02 2.8477e-02 6.7282e-02 6.1293e-01 3.5000e-01
2.1579e-03 2.6235e-03 1.8779e+00 2.0164e+00 7.1376e+00 2.1499e+00 1.3043e-01 8.3727e-02 2.9768e-02 6.9890e-02 6.0965e-01 3.5000e-01
2.3947e-03 2.9682e-03 1.8367e+00 1.9612e+00 6.9270e+00 2.0485e+00 1.2896e-01 8.6945e-02 3.0913e-02 7.2165e-02 6.0728e-01 3.5000e-01
2.6316e-03 3.3241e-03 1.7989e+00 1.9103e+00 6.7486e+00 1.9596e+00 1.2771e-01 8.9817e-02 3.1937e-02 7.4165e-02 6.0556e-01 3.5000e-01
2.8684e-03 3.6912e-03 1.7643e+00 1.8635e+00 6.5954e+00 1.8811e+00 1.2663e-01 9.2396e-02 3.2859e-02 7.5933e-02 6.0431e-01 3.5000e-01
3.1053e-03 4.0695e-03 1.7326e+00 1.8204e+00 6.4624e+00 1.8113e+00 1.2568e-01 9.4726e-02 3.3691e-02 7.7506e-02 6.0340e-01 3.5000e-01
3.3421e-03 4.4591e-03 1.7033e+00 1.7805e+00 6.3460e+00 1.7488e+00 1.2485e-01 9.6839e-02 3.4447e-02 7.8910e-02 6.0277e-01 3.5000e-01
3.5789e-03 4.8598e-03 1.6763e+00 1.7436e+00 6.2433e+00 1.6925e+00 1.2412e-01 9.8764e-02 3.5136e-02 8.0168e-02 6.0234e-01 3.5000e-01
3.8158e-03 5.2718e-03 1.6512e+00 1.7094e+00 6.1520e+00 1.6415e+00 1.2346e-01 1.0052e-01 3.5765e-02 8.1297e-02 6.0207e-01 3.5000e-01
4.0526e-03 5.6950e-03 1.6279e+00 1.6776e+00 6.0706e+00 1.5952e+00 1.2287e-01 1.0213e-01 3.6341e-02 8.2314e-02 6.0193e-01 3.5000e-01
4.2895e-03 6.1294e-03 1.6062e+00 1.6479e+00 5.9975e+00 1.5529e+00 1.2233e-01 1.0361e-01 3.6870e-02 8.3230e-02 6.0190e-01 3.5000e-01
4.5263e-03 6.5751e-03 1.5859e+00 1.6202e+00 5.9316e+00 1.5140e+00 1.2185e-01 1.0497e-01 3.7356e-02 8.4057e-02 6.0194e-01 3.5000e-01
4.7632e-03 7.0319e-03 1.5670e+00 1.5942e+00 5.8721e+00 1.4783e+00 1.2140e-01 1.0623e-01 3.7803e-02 8.4804e-02 6.0206e-01 3.5000e-01
5.0000e-03 7.5000e-03 1.5492e+00 1.5699e+00 5.8181e+00 1.4453e+00 1.2099e-01 1.0738e-01 3.8215e-02 8.5478e-02 6.0223e-01 3.5000e-01
