# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.2657e+00 1.3275e+00 1.3829e+01 1.3667e+00 1.2225e-01 1.8674e-02 1.1820e-02 2.2782e-02 8.5316e-01 6.0000e-01
7.3684e-04 7.9114e-04 1.5615e+00 1.6619e+00 1.2853e+01 1.8749e+00 1.2302e-01 2.3294e-02 1.4320e-02 2.7936e-02 7.6897e-01 6.0000e-01
9.7368e-04 1.0685e-03 1.7526e+00 1.8859e+00 1.2035e+01 2.2223e+00 1.2332e-01 2.7402e-02 1.6451e-02 3.2370e-02 7.2346e-01 6.0000e-01
1.2105e-03 1.3571e-03 1.8741e+00 2.0328e+00 1.1342e+01 2.4417e+00 1.2326e-01 3.1146e-02 1.8343e-02 3.6307e-02 6.9519e-01 6.0000e-01
1.4474e-03 1.6569e-03 1.9485e+00 2.1255e+00 1.0751e+01 2.5667e+00 1.2292e-01 3.4596e-02 2.0056e-02 3.9861e-02 6.7604e-01 6.0000e-01
1.6842e-03 1.9679e-03 1.9910e+00 2.1801e+00 1.0241e+01 2.6252e+00 1.2237e-01 3.7790e-02 2.1627e-02 4.3096e-02 6.6224e-01 6.0000e-01
1.9211e-03 2.2901e-03 2.0117e+00 2.2079e+00 9.8005e+00 2.6379e+00 1.2166e-01 4.0755e-02 2.3077e-02 4.6060e-02 6.5182e-01 6.0000e-01
2.1579e-03 2.6235e-03 2.0175e+00 2.2168e+00 9.4160e+00 2.6200e+00 1.2085e-01 4.3511e-02 2.4421e-02 4.8785e-02 6.4366e-01 6.0000e-01
2.3947e-03 2.9682e-03 2.0133e+00 2.2126e+00 9.0787e+00 2.5823e+00 1.1995e-01 4.6076e-02 2.5671e-02 5.1298e-02 6.3708e-01 6.0000e-01
2.6316e-03 3.3241e-03 2.0022e+00 2.1993e+00 8.7812e+00 2.5322e+00 1.1901e-01 4.8464e-02 2.6835e-02 5.3621e-02 6.3163e-01 6.0000e-01
2.8684e-03 3.6912e-03 1.9866e+00 2.1797e+00 8.5171e+00 2.4747e+00 1.1804e-01 5.0692e-02 2.7921e-02 5.5772e-02 6.2703e-01 6.0000e-01
3.1053e-03 4.0695e-03 1.9681e+00 2.1560e+00 8.2816e+00 2.4135e+00 1.1706e-01 5.2770e-02 2.8937e-02 5.7768e-02 6.2308e-01 6.0000e-01
3.3421e-03 4.4591e-03 1.9478e+00 2.1297e+00 8.0705e+00 2.3508e+00 1.1607e-01 5.4711e-02 2.9887e-02 5.9623e-02 6.1963e-01 6.0000e-01
3.5789e-03 4.8598e-03 1.9264e+00 2.1017e+00 7.8805e+00 2.2881e+00 1.1509e-01 5.6527e-02 3.0778e-02 6.1348e-02 6.1658e-01 6.0000e-01
3.8158e-03 5.2718e-03 1.9045e+00 2.0728e+00 7.7086e+00 2.2265e+00 1.1411e-01 5.8226e-02 3.1614e-02 6.2956e-02 6.1385e-01 6.0000e-01
4.0526e-03 5.6950e-03 1.8825e+00 2.0436e+00 7.5526e+00 2.1666e+00 1.1315e-01 5.9817e-02 3.2399e-02 6.4456e-02 6.1139e-01 6.0000e-01
4.2895e-03 6.1294e-03 1.8606e+00 2.0145e+00 7.4106e+00 2.1087e+00 1.1220e-01 6.1309e-02 3.3138e-02 6.5856e-02 6.0914e-01 6.0000e-01
4.5263e-03 6.5751e-03 1.8390e+00 1.9856e+00 7.2807e+00 2.0531e+00 1.1127e-01 6.2709e-02 3.3832e-02 6.7165e-02 6.0707e-01 6.0000e-01
4.7632e-03 7.0319e-03 1.8179e+00 1.9573e+00 7.1617e+00 1.9999e+00 1.1036e-01 6.4024e-02 3.4487e-02 6.8388e-02 6.0516e-01 6.0000e-01
5.0000e-03 7.5000e-03 1.7973e+00 1.9296e+00 7.0523e+00 1.9491e+00 1.0946e-01 6.5258e-02 3.5103e-02 6.9533e-02 6.0337e-01 6.0000e-01
