# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.2786e+00 1.3420e+00 1.3617e+01 1.3684e+00 1.2120e-01 1.9077e-02 1.1297e-02 2.3411e-02 8.3703e-01 6.0000e-01
7.3684e-04 7.9114e-04 1.5720e+00 1.6745e+00 1.2635e+01 1.8611e+00 1.2152e-01 2.3843e-02 1.3704e-02 2.8725e-02 7.5310e-01 6.0000e-01
9.7368e-04 1.0685e-03 1.7586e+00 1.8938e+00 1.1814e+01 2.1878e+00 1.2139e-01 2.8085e-02 1.5762e-02 3.3295e-02 7.0742e-01 6.0000e-01
1.2105e-03 1.3571e-03 1.8746e+00 2.0347e+00 1.1122e+01 2.3857e+00 1.2093e-01 3.1948e-02 1.7590e-02 3.7346e-02 6.7887e-01 6.0000e-01
1.4474e-03 1.6569e-03 1.9437e+00 2.1213e+00 1.0533e+01 2.4912e+00 1.2022e-01 3.5498e-02 1.9247e-02 4.0994e-02 6.5940e-01 6.0000e-01
1.6842e-03 1.9679e-03 1.9814e+00 2.1701e+00 1.0029e+01 2.5333e+00 1.1934e-01 3.8775e-02 2.0763e-02 4.4308e-02 6.4530e-01 6.0000e-01
1.9211e-03 2.2901e-03 1.9979e+00 2.1928e+00 9.5934e+00 2.5333e+00 1.1835e-01 4.1807e-02 2.2160e-02 4.7335e-02 6.3462e-01 6.0000e-01
2.1579e-03 2.6235e-03 2.0004e+00 2.1974e+00 9.2154e+00 2.5060e+00 1.1729e-01 4.4616e-02 2.3451e-02 5.0111e-02 6.2624e-01 6.0000e-01
2.3947e-03 2.9682e-03 1.9935e+00 2.1897e+00 8.8848e+00 2.4617e+00 1.1620e-01 4.7223e-02 2.4649e-02 5.2665e-02 6.1947e-01 6.0000e-01
2.6316e-03 3.3241e-03 1.9803e+00 2.1736e+00 8.5938e+00 2.4074e+00 1.1509e-01 4.9645e-02 2.5763e-02 5.5021e-02 6.1388e-01 6.0000e-01
2.8684e-03 3.6912e-03 1.9631e+00 2.1519e+00 8.3361e+00 2.3476e+00 1.1399e-01 5.1898e-02 2.6800e-02 5.7200e-02 6.0917e-01 6.0000e-01
3.1053e-03 4.0695e-03 1.9434e+00 2.1266e+00 8.1067e+00 2.2855e+00 1.1290e-01 5.3997e-02 2.7768e-02 5.9218e-02 6.0513e-01 6.0000e-01
3.3421e-03 4.4591e-03 1.9222e+00 2.0990e+00 7.9012e+00 2.2229e+00 1.1183e-01 5.5955e-02 2.8672e-02 6.1092e-02 6.0163e-01 6.0000e-01
3.5789e-03 4.8598e-03 1.9002e+00 2.0701e+00 7.7164e+00 2.1612e+00 1.1078e-01 5.7784e-02 2.9519e-02 6.2834e-02 5.9854e-01 6.0000e-01
3.8158e-03 5.2718e-03 1.8779e+00 2.0406e+00 7.5495e+00 2.1011e+00 1.0977e-01 5.9494e-02 3.0312e-02 6.4456e-02 5.9580e-01 6.0000e-01
4.0526e-03 5.6950e-03 1.8556e+00 2.0110e+00 7.3980e+00 2.0431e+00 1.0877e-01 6.1095e-02 3.1057e-02 6.5968e-02 5.9334e-01 6.0000e-01
4.2895e-03 6.1294e-03 1.8336e+00 1.9816e+00 7.2601e+00 1.9875e+00 1.0781e-01 6.2595e-02 3.1756e-02 6.7379e-02 5.9112e-01 6.0000e-01
4.5263e-03 6.5751e-03 1.8121e+00 1.9527e+00 7.1340e+00 1.9343e+00 1.0688e-01 6.4003e-02 3.2414e-02 6.8698e-02 5.8909e-01 6.0000e-01
4.7632e-03 7.0319e-03 1.7910e+00 1.9244e+00 7.0185e+00 1.8836e+00 1.0597e-01 6.5324e-02 3.3033e-02 6.9932e-02 5.8722e-01 6.0000e-01
5.0000e-03 7.5000e-03 1.7705e+00 1.8968e+00 6.9123e+00 1.8355e+00 1.0509e-01 6.6565e-02 3.3617e-02 7.1086e-02 5.8550e-01 6.0000e-01
