# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.0025e+00 1.0460e+00 1.2158e+01 5.7144e-01 5.3807e-02 1.3228e-02 8.1948e-03 2.4045e-02 5.6863e-01 8.0000e-01
7.3684e-04 7.9114e-04 1.2560e+00 1.3283e+00 1.1474e+01 8.0714e-01 5.4041e-02 1.6315e-02 9.8368e-03 2.9187e-02 5.1168e-01 8.0000e-01
9.7368e-04 1.0685e-03 1.4307e+00 1.5292e+00 1.0890e+01 9.8459e-01 5.4118e-02 1.9004e-02 1.1202e-02 3.3522e-02 4.8100e-01 8.0000e-01
1.2105e-03 1.3571e-03 1.5516e+00 1.6719e+00 1.0386e+01 1.1124e+00 5.4069e-02 2.1420e-02 1.2391e-02 3.7319e-02 4.6208e-01 8.0000e-01
1.4474e-03 1.6569e-03 1.6349e+00 1.7725e+00 9.9469e+00 1.2010e+00 5.3921e-02 2.3629e-02 1.3454e-02 4.0718e-02 4.4936e-01 8.0000e-01
1.6842e-03 1.9679e-03 1.6914e+00 1.8423e+00 9.5614e+00 1.2596e+00 5.3694e-02 2.5667e-02 1.4420e-02 4.3804e-02 4.4028e-01 8.0000e-01
1.9211e-03 2.2901e-03 1.7287e+00 1.8892e+00 9.2204e+00 1.2954e+00 5.3407e-02 2.7560e-02 1.5307e-02 4.6632e-02 4.3348e-01 8.0000e-01
2.1579e-03 2.6235e-03 1.7521e+00 1.9191e+00 8.9167e+00 1.3144e+00 5.3074e-02 2.9326e-02 1.6130e-02 4.9242e-02 4.2820e-01 8.0000e-01
2.3947e-03 2.9682e-03 1.7651e+00 1.9363e+00 8.6447e+00 1.3210e+00 5.2707e-02 3.0978e-02 1.6896e-02 5.1664e-02 4.2396e-01 8.0000e-01
2.6316e-03 3.3241e-03 1.7707e+00 1.9437e+00 8.3998e+00 1.3183e+00 5.2315e-02 3.2529e-02 1.7612e-02 5.3921e-02 4.2047e-01 8.0000e-01
2.8684e-03 3.6912e-03 1.7706e+00 1.9439e+00 8.1782e+00 1.3089e+00 5.1905e-02 3.3986e-02 1.8285e-02 5.6031e-02 4.1752e-01 8.0000e-01
3.1053e-03 4.0695e-03 1.7664e+00 1.9386e+00 7.9769e+00 1.2948e+00 5.1483e-02 3.5359e-02 1.8918e-02 5.8008e-02 4.1498e-01 8.0000e-01
3.3421e-03 4.4591e-03 1.7591e+00 1.9291e+00 7.7932e+00 1.2773e+00 5.1054e-02 3.6653e-02 1.9515e-02 5.9867e-02 4.1276e-01 8.0000e-01
3.5789e-03 4.8598e-03 1.7496e+00 1.9166e+00 7.6251e+00 1.2574e+00 5.0622e-02 3.7876e-02 2.0079e-02 6.1616e-02 4.1078e-01 8.0000e-01
3.8158e-03 5.2718e-03 1.7384e+00 1.9017e+00 7.4707e+00 1.2360e+00 5.0188e-02 3.9031e-02 2.0613e-02 6.3265e-02 4.0901e-01 8.0000e-01
4.0526e-03 5.6950e-03 1.7260e+00 1.8851e+00 7.3285e+00 1.2136e+00 4.9756e-02 4.0124e-02 2.1119e-02 6.4822e-02 4.0738e-01 8.0000e-01
4.2895e-03 6.1294e-03 1.7128e+00 1.8673e+00 7.1971e+00 1.1907e+00 4.9327e-02 4.1159e-02 2.1598e-02 6.6294e-02 4.0589e-01 8.0000e-01
4.5263e-03 6.5751e-03 1.6990e+00 1.8487e+00 7.0754e+00 1.1677e+00 4.8902e-02 4.2140e-02 2.2054e-02 6.7686e-02 4.0451e-01 8.0000e-01
4.7632e-03 7.0319e-03 1.6849e+00 1.8295e+00 6.9624e+00 1.1447e+00 4.8482e-02 4.3070e-02 2.2486e-02 6.9005e-02 4.0322e-01 8.0000e-01
5.0000e-03 7.5000e-03 1.6706e+00 1.8101e+00 6.8572e+00 1.1219e+00 4.8068e-02 4.3952e-02 2.2898e-02 7.0255e-02 4.0200e-01 8.0000e-01
