# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 9.5943e-01 1.0002e+00 1.1851e+01 4.4640e-01 3.9197e-02 1.1437e-02 7.0967e-03 2.4305e-02 4.8494e-01 8.5000e-01
7.3684e-04 7.9114e-04 1.2057e+00 1.2738e+00 1.1214e+01 6.3417e-01 3.9354e-02 1.4078e-02 8.5056e-03 2.9464e-02 4.3624e-01 8.5000e-01
9.7368e-04 1.0685e-03 1.3773e+00 1.4704e+00 1.0668e+01 7.7780e-01 3.9402e-02 1.6372e-02 9.6724e-03 3.3802e-02 4.1004e-01 8.5000e-01
1.2105e-03 1.3571e-03 1.4975e+00 1.6117e+00 1.0195e+01 8.8328e-01 3.9363e-02 1.8428e-02 1.0685e-02 3.7594e-02 3.9391e-01 8.5000e-01
1.4474e-03 1.6569e-03 1.5815e+00 1.7129e+00 9.7816e+00 9.5818e-01 3.9254e-02 2.0303e-02 1.1587e-02 4.0984e-02 3.8310e-01 8.5000e-01
1.6842e-03 1.9679e-03 1.6397e+00 1.7844e+00 9.4173e+00 1.0093e+00 3.9090e-02 2.2033e-02 1.2405e-02 4.4059e-02 3.7541e-01 8.5000e-01
1.9211e-03 2.2901e-03 1.6792e+00 1.8338e+00 9.0938e+00 1.0424e+00 3.8884e-02 2.3638e-02 1.3156e-02 4.6876e-02 3.6967e-01 8.5000e-01
2.1579e-03 2.6235e-03 1.7049e+00 1.8665e+00 8.8049e+00 1.0617e+00 3.8645e-02 2.5136e-02 1.3851e-02 4.9477e-02 3.6523e-01 8.5000e-01
2.3947e-03 2.9682e-03 1.7205e+00 1.8866e+00 8.5452e+00 1.0707e+00 3.8381e-02 2.6538e-02 1.4499e-02 5.1891e-02 3.6168e-01 8.5000e-01
2.6316e-03 3.3241e-03 1.7285e+00 1.8972e+00 8.3107e+00 1.0719e+00 3.8099e-02 2.7854e-02 1.5105e-02 5.4142e-02 3.5877e-01 8.5000e-01
2.8684e-03 3.6912e-03 1.7308e+00 1.9004e+00 8.0979e+00 1.0674e+00 3.7804e-02 2.9093e-02 1.5673e-02 5.6248e-02 3.5631e-01 8.5000e-01
3.1053e-03 4.0695e-03 1.7289e+00 1.8979e+00 7.9039e+00 1.0587e+00 3.7500e-02 3.0260e-02 1.6209e-02 5.8224e-02 3.5421e-01 8.5000e-01
3.3421e-03 4.4591e-03 1.7237e+00 1.8912e+00 7.7265e+00 1.0469e+00 3.7190e-02 3.1362e-02 1.6714e-02 6.0083e-02 3.5236e-01 8.5000e-01
3.5789e-03 4.8598e-03 1.7161e+00 1.8812e+00 7.5637e+00 1.0329e+00 3.6877e-02 3.2404e-02 1.7192e-02 6.1836e-02 3.5073e-01 8.5000e-01
3.8158e-03 5.2718e-03 1.7068e+00 1.8688e+00 7.4138e+00 1.0174e+00 3.6562e-02 3.3390e-02 1.7645e-02 6.3490e-02 3.4925e-01 8.5000e-01
4.0526e-03 5.6950e-03 1.6961e+00 1.8544e+00 7.2753e+00 1.0008e+00 3.6248e-02 3.4324e-02 1.8074e-02 6.5054e-02 3.4791e-01 8.5000e-01
4.2895e-03 6.1294e-03 1.6844e+00 1.8387e+00 7.1471e+00 9.8361e-01 3.5936e-02 3.5209e-02 1.8482e-02 6.6535e-02 3.4667e-01 8.5000e-01
4.5263e-03 6.5751e-03 1.6721e+00 1.8220e+00 7.0281e+00 9.6604e-01 3.5626e-02 3.6050e-02 1.8869e-02 6.7939e-02 3.4552e-01 8.5000e-01
4.7632e-03 7.0319e-03 1.6593e+00 1.8046e+00 6.9173e+00 9.4835e-01 3.5320e-02 3.6847e-02 1.9238e-02 6.9270e-02 3.4444e-01 8.5000e-01
5.0000e-03 7.5000e-03 1.6462e+00 1.7867e+00 6.8140e+00 9.3069e-01 3.5018e-02 3.7605e-02 1.9589e-02 7.0534e-02 3.4342e-01 8.5000e-01
