# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.0165e+00 1.0634e+00 1.1338e+01 3.6901e-01 3.2089e-02 1.5388e-02 3.5073e-03 2.6625e-02 3.5713e-01 8.0000e-01
7.3684e-04 7.9114e-04 1.2548e+00 1.3309e+00 1.0667e+01 4.9201e-01 3.0320e-02 1.8865e-02 4.2225e-03 3.2279e-02 3.1250e-01 8.0000e-01
9.7368e-04 1.0685e-03 1.4120e+00 1.5133e+00 1.0106e+01 5.7151e-01 2.8715e-02 2.1807e-02 4.8127e-03 3.7009e-02 2.8665e-01 8.0000e-01
1.2105e-03 1.3571e-03 1.5162e+00 1.6376e+00 9.6297e+00 6.1958e-01 2.7273e-02 2.4372e-02 5.3188e-03 4.1115e-02 2.6952e-01 8.0000e-01
1.4474e-03 1.6569e-03 1.5849e+00 1.7215e+00 9.2214e+00 6.4604e-01 2.5984e-02 2.6650e-02 5.7628e-03 4.4757e-02 2.5721e-01 8.0000e-01
1.6842e-03 1.9679e-03 1.6293e+00 1.7770e+00 8.8673e+00 6.5795e-01 2.4832e-02 2.8699e-02 6.1584e-03 4.8036e-02 2.4787e-01 8.0000e-01
1.9211e-03 2.2901e-03 1.6568e+00 1.8122e+00 8.5573e+00 6.6018e-01 2.3803e-02 3.0558e-02 6.5148e-03 5.1017e-02 2.4051e-01 8.0000e-01
2.1579e-03 2.6235e-03 1.6724e+00 1.8325e+00 8.2834e+00 6.5602e-01 2.2881e-02 3.2258e-02 6.8387e-03 5.3750e-02 2.3455e-01 8.0000e-01
2.3947e-03 2.9682e-03 1.6796e+00 1.8421e+00 8.0398e+00 6.4771e-01 2.2055e-02 3.3822e-02 7.1352e-03 5.6270e-02 2.2961e-01 8.0000e-01
2.6316e-03 3.3241e-03 1.6806e+00 1.8438e+00 7.8216e+00 6.3678e-01 2.1311e-02 3.5269e-02 7.4082e-03 5.8604e-02 2.2544e-01 8.0000e-01
2.8684e-03 3.6912e-03 1.6773e+00 1.8397e+00 7.6250e+00 6.2425e-01 2.0639e-02 3.6612e-02 7.6608e-03 6.0776e-02 2.2189e-01 8.0000e-01
3.1053e-03 4.0695e-03 1.6708e+00 1.8313e+00 7.4468e+00 6.1083e-01 2.0031e-02 3.7864e-02 7.8955e-03 6.2803e-02 2.1882e-01 8.0000e-01
3.3421e-03 4.4591e-03 1.6619e+00 1.8196e+00 7.2847e+00 5.9700e-01 1.9479e-02 3.9035e-02 8.1144e-03 6.4700e-02 2.1614e-01 8.0000e-01
3.5789e-03 4.8598e-03 1.6515e+00 1.8057e+00 7.1366e+00 5.8309e-01 1.8977e-02 4.0133e-02 8.3191e-03 6.6480e-02 2.1379e-01 8.0000e-01
3.8158e-03 5.2718e-03 1.6398e+00 1.7901e+00 7.0006e+00 5.6931e-01 1.8518e-02 4.1165e-02 8.5111e-03 6.8153e-02 2.1171e-01 8.0000e-01
4.0526e-03 5.6950e-03 1.6274e+00 1.7733e+00 6.8755e+00 5.5582e-01 1.8098e-02 4.2137e-02 8.6916e-03 6.9729e-02 2.0986e-01 8.0000e-01
4.2895e-03 6.1294e-03 1.6145e+00 1.7557e+00 6.7598e+00 5.4270e-01 1.7713e-02 4.3055e-02 8.8617e-03 7.1215e-02 2.0821e-01 8.0000e-01
4.5263e-03 6.5751e-03 1.6012e+00 1.7375e+00 6.6528e+00 5.3001e-01 1.7358e-02 4.3922e-02 9.0223e-03 7.2618e-02 2.0673e-01 8.0000e-01
4.7632e-03 7.0319e-03 1.5877e+00 1.7191e+00 6.5533e+00 5.1778e-01 1.7032e-02 4.4743e-02 9.1742e-03 7.3945e-02 2.0539e-01 8.0000e-01
5.0000e-03 7.5000e-03 1.5743e+00 1.7005e+00 6.4607e+00 5.0604e-01 1.6730e-02 4.5522e-02 9.3179e-03 7.5200e-02 2.0419e-01 8.0000e-01
