# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.9841e+00 2.1166e+00 1.5235e+01 3.9171e+00 2.0368e-01 2.5602e-02 1.4709e-02 2.4968e-02 9.9502e-01 4.0000e-01
7.3684e-04 7.9114e-04 2.3002e+00 2.4964e+00 1.3451e+01 4.7361e+00 2.0158e-01 3.3337e-02 1.8491e-02 3.1745e-02 8.9512e-01 4.0000e-01
9.7368e-04 1.0685e-03 2.4228e+00 2.6559e+00 1.2087e+01 4.9462e+00 1.9881e-01 4.0366e-02 2.1858e-02 3.7660e-02 8.4263e-01 4.0000e-01
1.2105e-03 1.3571e-03 2.4456e+00 2.6936e+00 1.1053e+01 4.8533e+00 1.9590e-01 4.6624e-02 2.4843e-02 4.2772e-02 8.1146e-01 4.0000e-01
1.4474e-03 1.6569e-03 2.4218e+00 2.6707e+00 1.0262e+01 4.6417e+00 1.9313e-01 5.2131e-02 2.7475e-02 4.7173e-02 7.9139e-01 4.0000e-01
1.6842e-03 1.9679e-03 2.3783e+00 2.6200e+00 9.6457e+00 4.3985e+00 1.9058e-01 5.6967e-02 2.9796e-02 5.0972e-02 7.7765e-01 4.0000e-01
1.9211e-03 2.2901e-03 2.3277e+00 2.5581e+00 9.1544e+00 4.1598e+00 1.8828e-01 6.1227e-02 3.1850e-02 5.4269e-02 7.6777e-01 4.0000e-01
2.1579e-03 2.6235e-03 2.2759e+00 2.4930e+00 8.7551e+00 3.9387e+00 1.8620e-01 6.4999e-02 3.3679e-02 5.7149e-02 7.6041e-01 4.0000e-01
2.3947e-03 2.9682e-03 2.2256e+00 2.4288e+00 8.4248e+00 3.7385e+00 1.8431e-01 6.8358e-02 3.5315e-02 5.9682e-02 7.5474e-01 4.0000e-01
2.6316e-03 3.3241e-03 2.1780e+00 2.3672e+00 8.1475e+00 3.5590e+00 1.8259e-01 7.1364e-02 3.6786e-02 6.1922e-02 7.5028e-01 4.0000e-01
2.8684e-03 3.6912e-03 2.1333e+00 2.3089e+00 7.9115e+00 3.3982e+00 1.8100e-01 7.4068e-02 3.8115e-02 6.3911e-02 7.4669e-01 4.0000e-01
3.1053e-03 4.0695e-03 2.0917e+00 2.2543e+00 7.7086e+00 3.2541e+00 1.7954e-01 7.6510e-02 3.9320e-02 6.5685e-02 7.4375e-01 4.0000e-01
3.3421e-03 4.4591e-03 2.0530e+00 2.2032e+00 7.5324e+00 3.1245e+00 1.7817e-01 7.8723e-02 4.0417e-02 6.7273e-02 7.4131e-01 4.0000e-01
3.5789e-03 4.8598e-03 2.0170e+00 2.1555e+00 7.3781e+00 3.0076e+00 1.7689e-01 8.0734e-02 4.1417e-02 6.8697e-02 7.3925e-01 4.0000e-01
3.8158e-03 5.2718e-03 1.9836e+00 2.1110e+00 7.2422e+00 2.9017e+00 1.7568e-01 8.2567e-02 4.2332e-02 6.9978e-02 7.3749e-01 4.0000e-01
4.0526e-03 5.6950e-03 1.9524e+00 2.0695e+00 7.1218e+00 2.8054e+00 1.7454e-01 8.4240e-02 4.3171e-02 7.1130e-02 7.3598e-01 4.0000e-01
4.2895e-03 6.1294e-03 1.9233e+00 2.0307e+00 7.0145e+00 2.7175e+00 1.7345e-01 8.5770e-02 4.3941e-02 7.2168e-02 7.3467e-01 4.0000e-01
4.5263e-03 6.5751e-03 1.8961e+00 1.9943e+00 6.9185e+00 2.6370e+00 1.7240e-01 8.7171e-02 4.4649e-02 7.3104e-02 7.3352e-01 4.0000e-01
4.7632e-03 7.0319e-03 1.8706e+00 1.9602e+00 6.8324e+00 2.5630e+00 1.7140e-01 8.8455e-02 4.5300e-02 7.3947e-02 7.3250e-01 4.0000e-01
5.0000e-03 7.5000e-03 1.8466e+00 1.9282e+00 6.7547e+00 2.4947e+00 1.7043e-01 8.9632e-02 4.5900e-02 7.4706e-02 7.3159e-01 4.0000e-01
