# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.0629e+00 1.1155e+00 1.1063e+01 3.1345e-01 2.5037e-02 1.9156e-02 2.7257e-03 2.8170e-02 2.7746e-01 7.5000e-01
7.3684e-04 7.9114e-04 1.2929e+00 1.3759e+00 1.0379e+01 4.0304e-01 2.2832e-02 2.3251e-02 3.2697e-03 3.4065e-02 2.4111e-01 7.5000e-01
9.7368e-04 1.0685e-03 1.4391e+00 1.5471e+00 9.8183e+00 4.5539e-01 2.0993e-02 2.6632e-02 3.7107e-03 3.8955e-02 2.1989e-01 7.5000e-01
1.2105e-03 1.3571e-03 1.5326e+00 1.6599e+00 9.3497e+00 4.8330e-01 1.9453e-02 2.9522e-02 4.0828e-03 4.3168e-02 2.0575e-01 7.5000e-01
1.4474e-03 1.6569e-03 1.5921e+00 1.7333e+00 8.9519e+00 4.9568e-01 1.8154e-02 3.2050e-02 4.4049e-03 4.6882e-02 1.9556e-01 7.5000e-01
1.6842e-03 1.9679e-03 1.6288e+00 1.7797e+00 8.6097e+00 4.9830e-01 1.7049e-02 3.4296e-02 4.6886e-03 5.0206e-02 1.8782e-01 7.5000e-01
1.9211e-03 2.2901e-03 1.6502e+00 1.8072e+00 8.3118e+00 4.9485e-01 1.6102e-02 3.6317e-02 4.9419e-03 5.3215e-02 1.8173e-01 7.5000e-01
2.1579e-03 2.6235e-03 1.6608e+00 1.8214e+00 8.0500e+00 4.8767e-01 1.5284e-02 3.8151e-02 5.1703e-03 5.5961e-02 1.7679e-01 7.5000e-01
2.3947e-03 2.9682e-03 1.6641e+00 1.8259e+00 7.8178e+00 4.7827e-01 1.4571e-02 3.9829e-02 5.3781e-03 5.8484e-02 1.7272e-01 7.5000e-01
2.6316e-03 3.3241e-03 1.6620e+00 1.8234e+00 7.6104e+00 4.6763e-01 1.3947e-02 4.1375e-02 5.5684e-03 6.0814e-02 1.6929e-01 7.5000e-01
2.8684e-03 3.6912e-03 1.6562e+00 1.8159e+00 7.4240e+00 4.5638e-01 1.3397e-02 4.2806e-02 5.7437e-03 6.2975e-02 1.6637e-01 7.5000e-01
3.1053e-03 4.0695e-03 1.6478e+00 1.8048e+00 7.2554e+00 4.4492e-01 1.2909e-02 4.4137e-02 5.9060e-03 6.4986e-02 1.6386e-01 7.5000e-01
3.3421e-03 4.4591e-03 1.6375e+00 1.7910e+00 7.1022e+00 4.3352e-01 1.2474e-02 4.5378e-02 6.0569e-03 6.6863e-02 1.6168e-01 7.5000e-01
3.5789e-03 4.8598e-03 1.6258e+00 1.7753e+00 6.9623e+00 4.2234e-01 1.2085e-02 4.6541e-02 6.1976e-03 6.8620e-02 1.5977e-01 7.5000e-01
3.8158e-03 5.2718e-03 1.6133e+00 1.7584e+00 6.8341e+00 4.1150e-01 1.1735e-02 4.7633e-02 6.3293e-03 7.0267e-02 1.5810e-01 7.5000e-01
4.0526e-03 5.6950e-03 1.6003e+00 1.7405e+00 6.7161e+00 4.0105e-01 1.1419e-02 4.8661e-02 6.4529e-03 7.1815e-02 1.5661e-01 7.5000e-01
4.2895e-03 6.1294e-03 1.5868e+00 1.7221e+00 6.6073e+00 3.9102e-01 1.1133e-02 4.9630e-02 6.5691e-03 7.3271e-02 1.5529e-01 7.5000e-01
4.5263e-03 6.5751e-03 1.5732e+00 1.7034e+00 6.5065e+00 3.8142e-01 1.0873e-02 5.0545e-02 6.6787e-03 7.4644e-02 1.5411e-01 7.5000e-01
4.7632e-03 7.0319e-03 1.5596e+00 1.6846e+00 6.4130e+00 3.7227e-01 1.0635e-02 5.1412e-02 6.7821e-03 7.5938e-02 1.5305e-01 7.5000e-01
5.0000e-03 7.5000e-03 1.5460e+00 1.6658e+00 6.3259e+00 3.6355e-01 1.0418e-02 5.2232e-02 6.8799e-03 7.7161e-02 1.5210e-01 7.5000e-01
