# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.2444e+00 1.3199e+00 1.0547e+01 3.6601e-01 2.4001e-02 2.9621e-02 2.8846e-03 3.2673e-02 2.3638e-01 6.0000e-01
7.3684e-04 7.9114e-04 1.4450e+00 1.5539e+00 9.7928e+00 4.3343e-01 2.1156e-02 3.5441e-02 3.4349e-03 3.9206e-02 2.0759e-01 6.0000e-01
9.7368e-04 1.0685e-03 1.5552e+00 1.6874e+00 9.2069e+00 4.6198e-01 1.9011e-02 4.0085e-02 3.8711e-03 4.4500e-02 1.9102e-01 6.0000e-01
1.2105e-03 1.3571e-03 1.6155e+00 1.7627e+00 8.7365e+00 4.7003e-01 1.7347e-02 4.3958e-02 4.2330e-03 4.8971e-02 1.8011e-01 6.0000e-01
1.4474e-03 1.6569e-03 1.6466e+00 1.8026e+00 8.3492e+00 4.6727e-01 1.6026e-02 4.7282e-02 4.5421e-03 5.2843e-02 1.7234e-01 6.0000e-01
1.6842e-03 1.9679e-03 1.6601e+00 1.8204e+00 8.0237e+00 4.5887e-01 1.4955e-02 5.0195e-02 4.8115e-03 5.6257e-02 1.6651e-01 6.0000e-01
1.9211e-03 2.2901e-03 1.6625e+00 1.8239e+00 7.7456e+00 4.4765e-01 1.4071e-02 5.2786e-02 5.0499e-03 5.9303e-02 1.6197e-01 6.0000e-01
2.1579e-03 2.6235e-03 1.6578e+00 1.8180e+00 7.5049e+00 4.3517e-01 1.3331e-02 5.5118e-02 5.2634e-03 6.2048e-02 1.5834e-01 6.0000e-01
2.3947e-03 2.9682e-03 1.6487e+00 1.8060e+00 7.2941e+00 4.2230e-01 1.2703e-02 5.7236e-02 5.4563e-03 6.4540e-02 1.5537e-01 6.0000e-01
2.6316e-03 3.3241e-03 1.6366e+00 1.7899e+00 7.1078e+00 4.0954e-01 1.2165e-02 5.9175e-02 5.6321e-03 6.6816e-02 1.5290e-01 6.0000e-01
2.8684e-03 3.6912e-03 1.6227e+00 1.7713e+00 6.9418e+00 3.9716e-01 1.1700e-02 6.0959e-02 5.7931e-03 6.8905e-02 1.5082e-01 6.0000e-01
3.1053e-03 4.0695e-03 1.6078e+00 1.7509e+00 6.7930e+00 3.8530e-01 1.1293e-02 6.2610e-02 5.9413e-03 7.0829e-02 1.4906e-01 6.0000e-01
3.3421e-03 4.4591e-03 1.5922e+00 1.7296e+00 6.6586e+00 3.7403e-01 1.0936e-02 6.4144e-02 6.0784e-03 7.2608e-02 1.4754e-01 6.0000e-01
3.5789e-03 4.8598e-03 1.5763e+00 1.7079e+00 6.5368e+00 3.6336e-01 1.0621e-02 6.5574e-02 6.2057e-03 7.4258e-02 1.4623e-01 6.0000e-01
3.8158e-03 5.2718e-03 1.5604e+00 1.6859e+00 6.4257e+00 3.5330e-01 1.0340e-02 6.6911e-02 6.3242e-03 7.5791e-02 1.4510e-01 6.0000e-01
4.0526e-03 5.6950e-03 1.5447e+00 1.6641e+00 6.3241e+00 3.4383e-01 1.0089e-02 6.8164e-02 6.4348e-03 7.7218e-02 1.4410e-01 6.0000e-01
4.2895e-03 6.1294e-03 1.5291e+00 1.6425e+00 6.2308e+00 3.3491e-01 9.8632e-03 6.9341e-02 6.5384e-03 7.8550e-02 1.4323e-01 6.0000e-01
4.5263e-03 6.5751e-03 1.5139e+00 1.6213e+00 6.1448e+00 3.2652e-01 9.6599e-03 7.0449e-02 6.6354e-03 7.9794e-02 1.4247e-01 6.0000e-01
4.7632e-03 7.0319e-03 1.4990e+00 1.6006e+00 6.0653e+00 3.1862e-01 9.4760e-03 7.1493e-02 6.7266e-03 8.0958e-02 1.4180e-01 6.0000e-01
5.0000e-03 7.5000e-03 1.4845e+00 1.5803e+00 5.9917e+00 3.1118e-01 9.3090e-03 7.2479e-02 6.8124e-03 8.2047e-02 1.4120e-01 6.0000e-01
