# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.0625e+00 1.1105e+00 1.2286e+01 6.9835e-01 6.7231e-02 1.5199e-02 7.9972e-03 2.4468e-02 6.1859e-01 7.5000e-01
7.3684e-04 7.9114e-04 1.3223e+00 1.4014e+00 1.1542e+01 9.6911e-01 6.7038e-02 1.8821e-02 9.6245e-03 2.9768e-02 5.5426e-01 7.5000e-01
9.7368e-04 1.0685e-03 1.4969e+00 1.6033e+00 1.0912e+01 1.1628e+00 6.6655e-02 2.1988e-02 1.0989e-02 3.4252e-02 5.1893e-01 7.5000e-01
1.2105e-03 1.3571e-03 1.6140e+00 1.7426e+00 1.0372e+01 1.2938e+00 6.6136e-02 2.4837e-02 1.2184e-02 3.8186e-02 4.9665e-01 7.5000e-01
1.4474e-03 1.6569e-03 1.6917e+00 1.8374e+00 9.9061e+00 1.3776e+00 6.5523e-02 2.7438e-02 1.3256e-02 4.1708e-02 4.8133e-01 7.5000e-01
1.6842e-03 1.9679e-03 1.7420e+00 1.9001e+00 9.4996e+00 1.4266e+00 6.4847e-02 2.9831e-02 1.4232e-02 4.4903e-02 4.7015e-01 7.5000e-01
1.9211e-03 2.2901e-03 1.7729e+00 1.9395e+00 9.1427e+00 1.4509e+00 6.4133e-02 3.2047e-02 1.5128e-02 4.7826e-02 4.6160e-01 7.5000e-01
2.1579e-03 2.6235e-03 1.7900e+00 1.9620e+00 8.8271e+00 1.4574e+00 6.3401e-02 3.4105e-02 1.5957e-02 5.0519e-02 4.5484e-01 7.5000e-01
2.3947e-03 2.9682e-03 1.7974e+00 1.9720e+00 8.5464e+00 1.4516e+00 6.2663e-02 3.6023e-02 1.6727e-02 5.3011e-02 4.4934e-01 7.5000e-01
2.6316e-03 3.3241e-03 1.7976e+00 1.9728e+00 8.2952e+00 1.4372e+00 6.1929e-02 3.7816e-02 1.7445e-02 5.5326e-02 4.4476e-01 7.5000e-01
2.8684e-03 3.6912e-03 1.7928e+00 1.9669e+00 8.0692e+00 1.4171e+00 6.1205e-02 3.9494e-02 1.8117e-02 5.7485e-02 4.4087e-01 7.5000e-01
3.1053e-03 4.0695e-03 1.7844e+00 1.9562e+00 7.8651e+00 1.3931e+00 6.0497e-02 4.1067e-02 1.8748e-02 5.9502e-02 4.3752e-01 7.5000e-01
3.3421e-03 4.4591e-03 1.7734e+00 1.9419e+00 7.6798e+00 1.3668e+00 5.9807e-02 4.2546e-02 1.9340e-02 6.1391e-02 4.3460e-01 7.5000e-01
3.5789e-03 4.8598e-03 1.7606e+00 1.9250e+00 7.5109e+00 1.3391e+00 5.9137e-02 4.3937e-02 1.9898e-02 6.3165e-02 4.3201e-01 7.5000e-01
3.8158e-03 5.2718e-03 1.7465e+00 1.9063e+00 7.3565e+00 1.3107e+00 5.8489e-02 4.5248e-02 2.0424e-02 6.4832e-02 4.2970e-01 7.5000e-01
4.0526e-03 5.6950e-03 1.7316e+00 1.8863e+00 7.2147e+00 1.2822e+00 5.7862e-02 4.6484e-02 2.0920e-02 6.6402e-02 4.2762e-01 7.5000e-01
4.2895e-03 6.1294e-03 1.7162e+00 1.8656e+00 7.0843e+00 1.2539e+00 5.7257e-02 4.7652e-02 2.1390e-02 6.7881e-02 4.2574e-01 7.5000e-01
4.5263e-03 6.5751e-03 1.7005e+00 1.8444e+00 6.9638e+00 1.2262e+00 5.6673e-02 4.8755e-02 2.1834e-02 6.9277e-02 4.2401e-01 7.5000e-01
4.7632e-03 7.0319e-03 1.6847e+00 1.8230e+00 6.8523e+00 1.1990e+00 5.6109e-02 4.9798e-02 2.2255e-02 7.0596e-02 4.2243e-01 7.5000e-01
5.0000e-03 7.5000e-03 1.6690e+00 1.8016e+00 6.7489e+00 1.1726e+00 5.5565e-02 5.0786e-02 2.2654e-02 7.1843e-02 4.2097e-01 7.5000e-01
