# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.2064e+00 1.2656e+00 1.2787e+01 1.0619e+00 9.7969e-02 1.8598e-02 9.2422e-03 2.4785e-02 7.2954e-01 6.5000e-01
7.3684e-04 7.9114e-04 1.4810e+00 1.5763e+00 1.1896e+01 1.4327e+00 9.7261e-02 2.3202e-02 1.1201e-02 3.0311e-02 6.5318e-01 6.5000e-01
9.7368e-04 1.0685e-03 1.6552e+00 1.7807e+00 1.1152e+01 1.6741e+00 9.6274e-02 2.7263e-02 1.2867e-02 3.5019e-02 6.1102e-01 6.5000e-01
1.2105e-03 1.3571e-03 1.7639e+00 1.9122e+00 1.0526e+01 1.8179e+00 9.5110e-02 3.0925e-02 1.4339e-02 3.9162e-02 5.8430e-01 6.5000e-01
1.4474e-03 1.6569e-03 1.8293e+00 1.9938e+00 9.9942e+00 1.8935e+00 9.3847e-02 3.4264e-02 1.5663e-02 4.2868e-02 5.6585e-01 6.5000e-01
1.6842e-03 1.9679e-03 1.8659e+00 2.0409e+00 9.5383e+00 1.9230e+00 9.2540e-02 3.7326e-02 1.6869e-02 4.6220e-02 5.5234e-01 6.5000e-01
1.9211e-03 2.2901e-03 1.8833e+00 2.0642e+00 9.1444e+00 1.9223e+00 9.1229e-02 4.0143e-02 1.7975e-02 4.9273e-02 5.4200e-01 6.5000e-01
2.1579e-03 2.6235e-03 1.8877e+00 2.0710e+00 8.8013e+00 1.9022e+00 8.9939e-02 4.2745e-02 1.8993e-02 5.2069e-02 5.3383e-01 6.5000e-01
2.3947e-03 2.9682e-03 1.8834e+00 2.0664e+00 8.5002e+00 1.8700e+00 8.8686e-02 4.5153e-02 1.9934e-02 5.4641e-02 5.2720e-01 6.5000e-01
2.6316e-03 3.3241e-03 1.8732e+00 2.0540e+00 8.2343e+00 1.8306e+00 8.7478e-02 4.7387e-02 2.0807e-02 5.7014e-02 5.2170e-01 6.5000e-01
2.8684e-03 3.6912e-03 1.8592e+00 2.0363e+00 7.9980e+00 1.7873e+00 8.6322e-02 4.9466e-02 2.1620e-02 5.9212e-02 5.1706e-01 6.5000e-01
3.1053e-03 4.0695e-03 1.8427e+00 2.0149e+00 7.7866e+00 1.7422e+00 8.5218e-02 5.1403e-02 2.2378e-02 6.1253e-02 5.1308e-01 6.5000e-01
3.3421e-03 4.4591e-03 1.8246e+00 1.9913e+00 7.5966e+00 1.6967e+00 8.4167e-02 5.3211e-02 2.3086e-02 6.3152e-02 5.0964e-01 6.5000e-01
3.5789e-03 4.8598e-03 1.8056e+00 1.9662e+00 7.4250e+00 1.6517e+00 8.3166e-02 5.4903e-02 2.3749e-02 6.4922e-02 5.0662e-01 6.5000e-01
3.8158e-03 5.2718e-03 1.7862e+00 1.9404e+00 7.2694e+00 1.6079e+00 8.2215e-02 5.6487e-02 2.4370e-02 6.6575e-02 5.0395e-01 6.5000e-01
4.0526e-03 5.6950e-03 1.7666e+00 1.9142e+00 7.1275e+00 1.5654e+00 8.1309e-02 5.7974e-02 2.4955e-02 6.8122e-02 5.0157e-01 6.5000e-01
4.2895e-03 6.1294e-03 1.7472e+00 1.8881e+00 6.9979e+00 1.5246e+00 8.0448e-02 5.9371e-02 2.5504e-02 6.9572e-02 4.9944e-01 6.5000e-01
4.5263e-03 6.5751e-03 1.7279e+00 1.8621e+00 6.8789e+00 1.4855e+00 7.9627e-02 6.0685e-02 2.6022e-02 7.0931e-02 4.9751e-01 6.5000e-01
4.7632e-03 7.0319e-03 1.7091e+00 1.8366e+00 6.7695e+00 1.4481e+00 7.8844e-02 6.1922e-02 2.6510e-02 7.2207e-02 4.9576e-01 6.5000e-01
5.0000e-03 7.5000e-03 1.6907e+00 1.8116e+00 6.6685e+00 1.4125e+00 7.8098e-02 6.3088e-02 2.6971e-02 7.3407e-02 4.9416e-01 6.5000e-01
