# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 9.2735e-01 9.6737e-01 1.1105e+01 1.5429e-01 9.8024e-03 1.0807e-02 1.5339e-03 2.6059e-02 1.7941e-01 9.0000e-01
7.3684e-04 7.9114e-04 1.1593e+00 1.2256e+00 1.0522e+01 2.0790e-01 8.9997e-03 1.3111e-02 1.8352e-03 3.1536e-02 1.5470e-01 9.0000e-01
9.7368e-04 1.0685e-03 1.3191e+00 1.4091e+00 1.0026e+01 2.4383e-01 8.3103e-03 1.5027e-02 2.0799e-03 3.6117e-02 1.4013e-01 9.0000e-01
1.2105e-03 1.3571e-03 1.4302e+00 1.5401e+00 9.5990e+00 2.6659e-01 7.7172e-03 1.6681e-02 2.2873e-03 4.0100e-02 1.3033e-01 9.0000e-01
1.4474e-03 1.6569e-03 1.5076e+00 1.6334e+00 9.2273e+00 2.8001e-01 7.2052e-03 1.8140e-02 2.4675e-03 4.3643e-02 1.2320e-01 9.0000e-01
1.6842e-03 1.9679e-03 1.5611e+00 1.6992e+00 8.9006e+00 2.8695e-01 6.7614e-03 1.9448e-02 2.6269e-03 4.6844e-02 1.1775e-01 9.0000e-01
1.9211e-03 2.2901e-03 1.5975e+00 1.7448e+00 8.6111e+00 2.8942e-01 6.3747e-03 2.0632e-02 2.7699e-03 4.9766e-02 1.1342e-01 9.0000e-01
2.1579e-03 2.6235e-03 1.6213e+00 1.7751e+00 8.3525e+00 2.8886e-01 6.0361e-03 2.1715e-02 2.8995e-03 5.2456e-02 1.0989e-01 9.0000e-01
2.3947e-03 2.9682e-03 1.6360e+00 1.7941e+00 8.1202e+00 2.8624e-01 5.7381e-03 2.2712e-02 3.0178e-03 5.4946e-02 1.0695e-01 9.0000e-01
2.6316e-03 3.3241e-03 1.6438e+00 1.8043e+00 7.9102e+00 2.8226e-01 5.4745e-03 2.3636e-02 3.1266e-03 5.7264e-02 1.0447e-01 9.0000e-01
2.8684e-03 3.6912e-03 1.6464e+00 1.8078e+00 7.7195e+00 2.7740e-01 5.2402e-03 2.4495e-02 3.2272e-03 5.9429e-02 1.0234e-01 9.0000e-01
3.1053e-03 4.0695e-03 1.6452e+00 1.8063e+00 7.5454e+00 2.7199e-01 5.0311e-03 2.5297e-02 3.3207e-03 6.1457e-02 1.0049e-01 9.0000e-01
3.3421e-03 4.4591e-03 1.6410e+00 1.8008e+00 7.3859e+00 2.6628e-01 4.8437e-03 2.6050e-02 3.4080e-03 6.3364e-02 9.8882e-02 9.0000e-01
3.5789e-03 4.8598e-03 1.6346e+00 1.7923e+00 7.2392e+00 2.6043e-01 4.6751e-03 2.6758e-02 3.4897e-03 6.5160e-02 9.7464e-02 9.0000e-01
3.8158e-03 5.2718e-03 1.6266e+00 1.7815e+00 7.1039e+00 2.5456e-01 4.5229e-03 2.7425e-02 3.5665e-03 6.6854e-02 9.6208e-02 9.0000e-01
4.0526e-03 5.6950e-03 1.6174e+00 1.7690e+00 6.9787e+00 2.4874e-01 4.3849e-03 2.8056e-02 3.6388e-03 6.8456e-02 9.5089e-02 9.0000e-01
4.2895e-03 6.1294e-03 1.6072e+00 1.7551e+00 6.8624e+00 2.4304e-01 4.2594e-03 2.8653e-02 3.7070e-03 6.9973e-02 9.4088e-02 9.0000e-01
4.5263e-03 6.5751e-03 1.5964e+00 1.7403e+00 6.7543e+00 2.3748e-01 4.1450e-03 2.9219e-02 3.7715e-03 7.1410e-02 9.3189e-02 9.0000e-01
4.7632e-03 7.0319e-03 1.5851e+00 1.7248e+00 6.6535e+00 2.3209e-01 4.0405e-03 2.9757e-02 3.8327e-03 7.2773e-02 9.2378e-02 9.0000e-01
5.0000e-03 7.5000e-03 1.5735e+00 1.7087e+00 6.5592e+00 2.2689e-01 3.9446e-03 3.0269e-02 3.8908e-03 7.4068e-02 9.1645e-02 9.0000e-01
