# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 9.6471e-01 1.0084e+00 1.1007e+01 1.4721e-01 9.3111e-03 1.4220e-02 1.3702e-03 2.6928e-02 1.5818e-01 8.5000e-01
7.3684e-04 7.9114e-04 1.1950e+00 1.2662e+00 1.0406e+01 1.9383e-01 8.3294e-03 1.7138e-02 1.6344e-03 3.2550e-02 1.3574e-01 8.5000e-01
9.7368e-04 1.0685e-03 1.3500e+00 1.4453e+00 9.9008e+00 2.2324e-01 7.5281e-03 1.9530e-02 1.8467e-03 3.7233e-02 1.2249e-01 8.5000e-01
1.2105e-03 1.3571e-03 1.4555e+00 1.5705e+00 9.4694e+00 2.4059e-01 6.8677e-03 2.1573e-02 2.0250e-03 4.1290e-02 1.1357e-01 8.5000e-01
1.4474e-03 1.6569e-03 1.5273e+00 1.6578e+00 9.0965e+00 2.4980e-01 6.3177e-03 2.3360e-02 2.1788e-03 4.4889e-02 1.0709e-01 8.5000e-01
1.6842e-03 1.9679e-03 1.5758e+00 1.7178e+00 8.7705e+00 2.5361e-01 5.8550e-03 2.4951e-02 2.3142e-03 4.8130e-02 1.0214e-01 8.5000e-01
1.9211e-03 2.2901e-03 1.6077e+00 1.7580e+00 8.4829e+00 2.5386e-01 5.4622e-03 2.6386e-02 2.4349e-03 5.1082e-02 9.8220e-02 8.5000e-01
2.1579e-03 2.6235e-03 1.6277e+00 1.7837e+00 8.2271e+00 2.5177e-01 5.1257e-03 2.7692e-02 2.5438e-03 5.3791e-02 9.5035e-02 8.5000e-01
2.3947e-03 2.9682e-03 1.6390e+00 1.7984e+00 7.9980e+00 2.4819e-01 4.8352e-03 2.8892e-02 2.6430e-03 5.6294e-02 9.2392e-02 8.5000e-01
2.6316e-03 3.3241e-03 1.6440e+00 1.8050e+00 7.7914e+00 2.4368e-01 4.5825e-03 3.0000e-02 2.7340e-03 5.8618e-02 9.0163e-02 8.5000e-01
2.8684e-03 3.6912e-03 1.6442e+00 1.8054e+00 7.6043e+00 2.3860e-01 4.3612e-03 3.1030e-02 2.8180e-03 6.0785e-02 8.8260e-02 8.5000e-01
3.1053e-03 4.0695e-03 1.6409e+00 1.8011e+00 7.4338e+00 2.3323e-01 4.1662e-03 3.1991e-02 2.8959e-03 6.2811e-02 8.6617e-02 8.5000e-01
3.3421e-03 4.4591e-03 1.6351e+00 1.7933e+00 7.2779e+00 2.2774e-01 3.9934e-03 3.2891e-02 2.9684e-03 6.4712e-02 8.5186e-02 8.5000e-01
3.5789e-03 4.8598e-03 1.6273e+00 1.7828e+00 7.1348e+00 2.2224e-01 3.8396e-03 3.3737e-02 3.0363e-03 6.6499e-02 8.3931e-02 8.5000e-01
3.8158e-03 5.2718e-03 1.6180e+00 1.7703e+00 7.0029e+00 2.1682e-01 3.7020e-03 3.4534e-02 3.0999e-03 6.8182e-02 8.2822e-02 8.5000e-01
4.0526e-03 5.6950e-03 1.6077e+00 1.7563e+00 6.8811e+00 2.1153e-01 3.5783e-03 3.5287e-02 3.1598e-03 6.9771e-02 8.1837e-02 8.5000e-01
4.2895e-03 6.1294e-03 1.5967e+00 1.7412e+00 6.7681e+00 2.0640e-01 3.4667e-03 3.5999e-02 3.2163e-03 7.1272e-02 8.0959e-02 8.5000e-01
4.5263e-03 6.5751e-03 1.5851e+00 1.7253e+00 6.6631e+00 2.0144e-01 3.3657e-03 3.6675e-02 3.2696e-03 7.2692e-02 8.0173e-02 8.5000e-01
4.7632e-03 7.0319e-03 1.5732e+00 1.7089e+00 6.5653e+00 1.9668e-01 3.2739e-03 3.7316e-02 3.3202e-03 7.4037e-02 7.9466e-02 8.5000e-01
5.0000e-03 7.5000e-03 1.5611e+00 1.6922e+00 6.4740e+00 1.9211e-01 3.1903e-03 3.7925e-02 3.3681e-03 7.5313e-02 7.8829e-02 8.5000e-01
