# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.0581e+00 1.1111e+00 1.0894e+01 2.2338e-01 1.5572e-02 2.0028e-02 1.9357e-03 2.8682e-02 1.9954e-01 7.5000e-01
7.3684e-04 7.9114e-04 1.2838e+00 1.3671e+00 1.0235e+01 2.8416e-01 1.3854e-02 2.4097e-02 2.3090e-03 3.4607e-02 1.7241e-01 7.5000e-01
9.7368e-04 1.0685e-03 1.4272e+00 1.5352e+00 9.6947e+00 3.1877e-01 1.2485e-02 2.7407e-02 2.6078e-03 3.9505e-02 1.5649e-01 7.5000e-01
1.2105e-03 1.3571e-03 1.5192e+00 1.6462e+00 9.2434e+00 3.3662e-01 1.1379e-02 3.0211e-02 2.8578e-03 4.3716e-02 1.4585e-01 7.5000e-01
1.4474e-03 1.6569e-03 1.5779e+00 1.7187e+00 8.8597e+00 3.4401e-01 1.0472e-02 3.2649e-02 3.0728e-03 4.7425e-02 1.3816e-01 7.5000e-01
1.6842e-03 1.9679e-03 1.6145e+00 1.7649e+00 8.5291e+00 3.4492e-01 9.7184e-03 3.4807e-02 3.2613e-03 5.0742e-02 1.3232e-01 7.5000e-01
1.9211e-03 2.2901e-03 1.6360e+00 1.7925e+00 8.2408e+00 3.4184e-01 9.0849e-03 3.6744e-02 3.4290e-03 5.3744e-02 1.2771e-01 7.5000e-01
2.1579e-03 2.6235e-03 1.6471e+00 1.8070e+00 7.9869e+00 3.3635e-01 8.5467e-03 3.8500e-02 3.5799e-03 5.6483e-02 1.2398e-01 7.5000e-01
2.3947e-03 2.9682e-03 1.6508e+00 1.8120e+00 7.7614e+00 3.2946e-01 8.0850e-03 4.0106e-02 3.7170e-03 5.9000e-02 1.2090e-01 7.5000e-01
2.6316e-03 3.3241e-03 1.6492e+00 1.8101e+00 7.5596e+00 3.2181e-01 7.6855e-03 4.1585e-02 3.8424e-03 6.1324e-02 1.1832e-01 7.5000e-01
2.8684e-03 3.6912e-03 1.6439e+00 1.8032e+00 7.3779e+00 3.1380e-01 7.3372e-03 4.2954e-02 3.9578e-03 6.3480e-02 1.1611e-01 7.5000e-01
3.1053e-03 4.0695e-03 1.6360e+00 1.7926e+00 7.2134e+00 3.0571e-01 7.0314e-03 4.4228e-02 4.0647e-03 6.5487e-02 1.1422e-01 7.5000e-01
3.3421e-03 4.4591e-03 1.6262e+00 1.7794e+00 7.0637e+00 2.9771e-01 6.7612e-03 4.5418e-02 4.1639e-03 6.7360e-02 1.1258e-01 7.5000e-01
3.5789e-03 4.8598e-03 1.6150e+00 1.7643e+00 6.9268e+00 2.8990e-01 6.5212e-03 4.6533e-02 4.2566e-03 6.9113e-02 1.1114e-01 7.5000e-01
3.8158e-03 5.2718e-03 1.6030e+00 1.7479e+00 6.8013e+00 2.8234e-01 6.3069e-03 4.7580e-02 4.3432e-03 7.0758e-02 1.0988e-01 7.5000e-01
4.0526e-03 5.6950e-03 1.5903e+00 1.7306e+00 6.6856e+00 2.7507e-01 6.1147e-03 4.8567e-02 4.4246e-03 7.2303e-02 1.0876e-01 7.5000e-01
4.2895e-03 6.1294e-03 1.5773e+00 1.7127e+00 6.5788e+00 2.6811e-01 5.9416e-03 4.9499e-02 4.5011e-03 7.3757e-02 1.0777e-01 7.5000e-01
4.5263e-03 6.5751e-03 1.5641e+00 1.6944e+00 6.4799e+00 2.6147e-01 5.7850e-03 5.0380e-02 4.5732e-03 7.5127e-02 1.0688e-01 7.5000e-01
4.7632e-03 7.0319e-03 1.5508e+00 1.6760e+00 6.3880e+00 2.5514e-01 5.6430e-03 5.1214e-02 4.6414e-03 7.6420e-02 1.0609e-01 7.5000e-01
5.0000e-03 7.5000e-03 1.5375e+00 1.6576e+00 6.3024e+00 2.4912e-01 5.5137e-03 5.2006e-02 4.7058e-03 7.7641e-02 1.0538e-01 7.5000e-01
