# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.0483e+00 1.0947e+00 1.2575e+01 7.1668e-01 6.9604e-02 1.4685e-02 9.6427e-03 2.3519e-02 6.5215e-01 7.5000e-01
7.3684e-04 7.9114e-04 1.3103e+00 1.3872e+00 1.1839e+01 1.0094e+00 7.0079e-02 1.8135e-02 1.1597e-02 2.8587e-02 5.8790e-01 7.5000e-01
9.7368e-04 1.0685e-03 1.4895e+00 1.5937e+00 1.1212e+01 1.2281e+00 7.0341e-02 2.1150e-02 1.3228e-02 3.2872e-02 5.5350e-01 7.5000e-01
1.2105e-03 1.3571e-03 1.6123e+00 1.7391e+00 1.0674e+01 1.3840e+00 7.0428e-02 2.3867e-02 1.4652e-02 3.6635e-02 5.3241e-01 7.5000e-01
1.4474e-03 1.6569e-03 1.6958e+00 1.8404e+00 1.0205e+01 1.4905e+00 7.0373e-02 2.6355e-02 1.5927e-02 4.0009e-02 5.1832e-01 7.5000e-01
1.6842e-03 1.9679e-03 1.7516e+00 1.9095e+00 9.7955e+00 1.5595e+00 7.0204e-02 2.8655e-02 1.7089e-02 4.3075e-02 5.0832e-01 7.5000e-01
1.9211e-03 2.2901e-03 1.7875e+00 1.9549e+00 9.4338e+00 1.6003e+00 6.9944e-02 3.0794e-02 1.8157e-02 4.5887e-02 5.0088e-01 7.5000e-01
2.1579e-03 2.6235e-03 1.8090e+00 1.9828e+00 9.1126e+00 1.6203e+00 6.9612e-02 3.2791e-02 1.9148e-02 4.8484e-02 4.9511e-01 7.5000e-01
2.3947e-03 2.9682e-03 1.8202e+00 1.9975e+00 8.8257e+00 1.6250e+00 6.9225e-02 3.4660e-02 2.0072e-02 5.0893e-02 4.9050e-01 7.5000e-01
2.6316e-03 3.3241e-03 1.8237e+00 2.0024e+00 8.5681e+00 1.6187e+00 6.8794e-02 3.6414e-02 2.0937e-02 5.3136e-02 4.8671e-01 7.5000e-01
2.8684e-03 3.6912e-03 1.8215e+00 2.0000e+00 8.3356e+00 1.6043e+00 6.8332e-02 3.8063e-02 2.1748e-02 5.5232e-02 4.8351e-01 7.5000e-01
3.1053e-03 4.0695e-03 1.8153e+00 1.9922e+00 8.1250e+00 1.5843e+00 6.7845e-02 3.9615e-02 2.2512e-02 5.7195e-02 4.8075e-01 7.5000e-01
3.3421e-03 4.4591e-03 1.8061e+00 1.9802e+00 7.9333e+00 1.5603e+00 6.7341e-02 4.1078e-02 2.3232e-02 5.9038e-02 4.7834e-01 7.5000e-01
3.5789e-03 4.8598e-03 1.7947e+00 1.9653e+00 7.7583e+00 1.5338e+00 6.6825e-02 4.2458e-02 2.3912e-02 6.0770e-02 4.7618e-01 7.5000e-01
3.8158e-03 5.2718e-03 1.7818e+00 1.9481e+00 7.5979e+00 1.5055e+00 6.6302e-02 4.3762e-02 2.4555e-02 6.2401e-02 4.7423e-01 7.5000e-01
4.0526e-03 5.6950e-03 1.7678e+00 1.9294e+00 7.4505e+00 1.4764e+00 6.5775e-02 4.4993e-02 2.5163e-02 6.3938e-02 4.7245e-01 7.5000e-01
4.2895e-03 6.1294e-03 1.7530e+00 1.9097e+00 7.3146e+00 1.4468e+00 6.5246e-02 4.6158e-02 2.5740e-02 6.5389e-02 4.7080e-01 7.5000e-01
4.5263e-03 6.5751e-03 1.7378e+00 1.8892e+00 7.1890e+00 1.4172e+00 6.4718e-02 4.7261e-02 2.6287e-02 6.6759e-02 4.6926e-01 7.5000e-01
4.7632e-03 7.0319e-03 1.7224e+00 1.8683e+00 7.0727e+00 1.3878e+00 6.4192e-02 4.8305e-02 2.6807e-02 6.8055e-02 4.6782e-01 7.5000e-01
5.0000e-03 7.5000e-03 1.7069e+00 1.8472e+00 6.9647e+00 1.3589e+00 6.3670e-02 4.9294e-02 2.7300e-02 6.9281e-02 4.6645e-01 7.5000e-01
