# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 2.3255e+00 2.5048e+00 1.5115e+01 5.3362e+00 2.2237e-01 2.9045e-02 1.6388e-02 2.7252e-02 9.8672e-01 3.5000e-01
7.3684e-04 7.9114e-04 2.5680e+00 2.8121e+00 1.3003e+01 5.8874e+00 2.1807e-01 3.8455e-02 2.0955e-02 3.5041e-02 8.9279e-01 3.5000e-01
9.7368e-04 1.0685e-03 2.6012e+00 2.8689e+00 1.1533e+01 5.7286e+00 2.1389e-01 4.6658e-02 2.4905e-02 4.1541e-02 8.4661e-01 3.5000e-01
1.2105e-03 1.3571e-03 2.5573e+00 2.8244e+00 1.0499e+01 5.3668e+00 2.1028e-01 5.3615e-02 2.8269e-02 4.6897e-02 8.2066e-01 3.5000e-01
1.4474e-03 1.6569e-03 2.4898e+00 2.7451e+00 9.7461e+00 4.9880e+00 2.0724e-01 5.9505e-02 3.1138e-02 5.1334e-02 8.0461e-01 3.5000e-01
1.6842e-03 1.9679e-03 2.4187e+00 2.6575e+00 9.1778e+00 4.6447e+00 2.0467e-01 6.4532e-02 3.3605e-02 5.5052e-02 7.9395e-01 3.5000e-01
1.9211e-03 2.2901e-03 2.3507e+00 2.5716e+00 8.7347e+00 4.3461e+00 2.0248e-01 6.8866e-02 3.5747e-02 5.8204e-02 7.8651e-01 3.5000e-01
2.1579e-03 2.6235e-03 2.2880e+00 2.4911e+00 8.3799e+00 4.0889e+00 2.0059e-01 7.2638e-02 3.7624e-02 6.0904e-02 7.8110e-01 3.5000e-01
2.3947e-03 2.9682e-03 2.2308e+00 2.4168e+00 8.0898e+00 3.8671e+00 1.9892e-01 7.5950e-02 3.9280e-02 6.3236e-02 7.7706e-01 3.5000e-01
2.6316e-03 3.3241e-03 2.1790e+00 2.3489e+00 7.8485e+00 3.6747e+00 1.9742e-01 7.8876e-02 4.0752e-02 6.5263e-02 7.7396e-01 3.5000e-01
2.8684e-03 3.6912e-03 2.1319e+00 2.2868e+00 7.6449e+00 3.5066e+00 1.9607e-01 8.1477e-02 4.2067e-02 6.7034e-02 7.7154e-01 3.5000e-01
3.1053e-03 4.0695e-03 2.0890e+00 2.2301e+00 7.4711e+00 3.3587e+00 1.9484e-01 8.3800e-02 4.3247e-02 6.8589e-02 7.6962e-01 3.5000e-01
3.3421e-03 4.4591e-03 2.0499e+00 2.1781e+00 7.3213e+00 3.2277e+00 1.9369e-01 8.5882e-02 4.4310e-02 6.9956e-02 7.6809e-01 3.5000e-01
3.5789e-03 4.8598e-03 2.0141e+00 2.1304e+00 7.1913e+00 3.1108e+00 1.9262e-01 8.7754e-02 4.5269e-02 7.1161e-02 7.6684e-01 3.5000e-01
3.8158e-03 5.2718e-03 1.9812e+00 2.0865e+00 7.0776e+00 3.0060e+00 1.9162e-01 8.9441e-02 4.6138e-02 7.2225e-02 7.6583e-01 3.5000e-01
4.0526e-03 5.6950e-03 1.9508e+00 2.0460e+00 6.9777e+00 2.9114e+00 1.9066e-01 9.0963e-02 4.6925e-02 7.3163e-02 7.6499e-01 3.5000e-01
4.2895e-03 6.1294e-03 1.9228e+00 2.0085e+00 6.8895e+00 2.8256e+00 1.8975e-01 9.2339e-02 4.7640e-02 7.3990e-02 7.6429e-01 3.5000e-01
4.5263e-03 6.5751e-03 1.8967e+00 1.9737e+00 6.8114e+00 2.7475e+00 1.8887e-01 9.3582e-02 4.8289e-02 7.4718e-02 7.6371e-01 3.5000e-01
4.7632e-03 7.0319e-03 1.8725e+00 1.9413e+00 6.7420e+00 2.6760e+00 1.8802e-01 9.4707e-02 4.8879e-02 7.5357e-02 7.6323e-01 3.5000e-01
5.0000e-03 7.5000e-03 1.8499e+00 1.9111e+00 6.6802e+00 2.6104e+00 1.8720e-01 9.5723e-02 4.9416e-02 7.5915e-02 7.6282e-01 3.5000e-01
