# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 8.9146e-01 9.2801e-01 1.1279e+01 2.0579e-01 1.1870e-02 6.6357e-03 3.3349e-03 2.4967e-02 2.5895e-01 9.5000e-01
7.3684e-04 7.9114e-04 1.1255e+00 1.1871e+00 1.0717e+01 2.9308e-01 1.1807e-02 8.1465e-03 3.9827e-03 3.0224e-02 2.3136e-01 9.5000e-01
9.7368e-04 1.0685e-03 1.2911e+00 1.3759e+00 1.0232e+01 3.6031e-01 1.1717e-02 9.4487e-03 4.5158e-03 3.4632e-02 2.1617e-01 9.5000e-01
1.2105e-03 1.3571e-03 1.4090e+00 1.5140e+00 9.8102e+00 4.1013e-01 1.1609e-02 1.0609e-02 4.9759e-03 3.8477e-02 2.0657e-01 9.5000e-01
1.4474e-03 1.6569e-03 1.4933e+00 1.6148e+00 9.4393e+00 4.4592e-01 1.1489e-02 1.1662e-02 5.3842e-03 4.1908e-02 1.9997e-01 9.5000e-01
1.6842e-03 1.9679e-03 1.5531e+00 1.6878e+00 9.1106e+00 4.7077e-01 1.1360e-02 1.2628e-02 5.7532e-03 4.5018e-02 1.9516e-01 9.5000e-01
1.9211e-03 2.2901e-03 1.5951e+00 1.7400e+00 8.8173e+00 4.8722e-01 1.1226e-02 1.3522e-02 6.0908e-03 4.7866e-02 1.9148e-01 9.5000e-01
2.1579e-03 2.6235e-03 1.6239e+00 1.7762e+00 8.5540e+00 4.9727e-01 1.1089e-02 1.4353e-02 6.4025e-03 5.0495e-02 1.8857e-01 9.5000e-01
2.3947e-03 2.9682e-03 1.6427e+00 1.8003e+00 8.3162e+00 5.0248e-01 1.0952e-02 1.5129e-02 6.6920e-03 5.2936e-02 1.8621e-01 9.5000e-01
2.6316e-03 3.3241e-03 1.6540e+00 1.8150e+00 8.1005e+00 5.0403e-01 1.0815e-02 1.5857e-02 6.9624e-03 5.5214e-02 1.8423e-01 9.5000e-01
2.8684e-03 3.6912e-03 1.6596e+00 1.8223e+00 7.9038e+00 5.0284e-01 1.0681e-02 1.6541e-02 7.2159e-03 5.7347e-02 1.8256e-01 9.5000e-01
3.1053e-03 4.0695e-03 1.6609e+00 1.8240e+00 7.7238e+00 4.9961e-01 1.0548e-02 1.7185e-02 7.4544e-03 5.9352e-02 1.8111e-01 9.5000e-01
3.3421e-03 4.4591e-03 1.6588e+00 1.8213e+00 7.5585e+00 4.9486e-01 1.0419e-02 1.7793e-02 7.6792e-03 6.1239e-02 1.7984e-01 9.5000e-01
3.5789e-03 4.8598e-03 1.6542e+00 1.8151e+00 7.4061e+00 4.8901e-01 1.0294e-02 1.8368e-02 7.8917e-03 6.3022e-02 1.7872e-01 9.5000e-01
3.8158e-03 5.2718e-03 1.6475e+00 1.8063e+00 7.2653e+00 4.8237e-01 1.0171e-02 1.8912e-02 8.0929e-03 6.4707e-02 1.7771e-01 9.5000e-01
4.0526e-03 5.6950e-03 1.6394e+00 1.7954e+00 7.1347e+00 4.7518e-01 1.0053e-02 1.9427e-02 8.2838e-03 6.6304e-02 1.7680e-01 9.5000e-01
4.2895e-03 6.1294e-03 1.6302e+00 1.7828e+00 7.0134e+00 4.6764e-01 9.9383e-03 1.9917e-02 8.4650e-03 6.7818e-02 1.7597e-01 9.5000e-01
4.5263e-03 6.5751e-03 1.6201e+00 1.7691e+00 6.9003e+00 4.5987e-01 9.8273e-03 2.0382e-02 8.6374e-03 6.9256e-02 1.7520e-01 9.5000e-01
4.7632e-03 7.0319e-03 1.6094e+00 1.7544e+00 6.7948e+00 4.5200e-01 9.7200e-03 2.0824e-02 8.8015e-03 7.0623e-02 1.7450e-01 9.5000e-01
5.0000e-03 7.5000e-03 1.5983e+00 1.7391e+00 6.6961e+00 4.4409e-01 9.6163e-03 2.1245e-02 8.9578e-03 7.1923e-02 1.7385e-01 9.5000e-01
