# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.3016e+00 1.3740e+00 1.1902e+01 1.0060e+00 8.5277e-02 2.3588e-02 7.1912e-03 2.8432e-02 5.9374e-01 6.0000e-01
7.3684e-04 7.9114e-04 1.5451e+00 1.6549e+00 1.0962e+01 1.2592e+00 8.1519e-02 2.9372e-02 8.7726e-03 3.4706e-02 5.2744e-01 6.0000e-01
9.7368e-04 1.0685e-03 1.6812e+00 1.8184e+00 1.0214e+01 1.3857e+00 7.8071e-02 3.4312e-02 1.0100e-02 3.9948e-02 4.9026e-01 6.0000e-01
1.2105e-03 1.3571e-03 1.7548e+00 1.9101e+00 9.6100e+00 1.4361e+00 7.4979e-02 3.8618e-02 1.1246e-02 4.4460e-02 4.6638e-01 6.0000e-01
1.4474e-03 1.6569e-03 1.7912e+00 1.9574e+00 9.1134e+00 1.4429e+00 7.2234e-02 4.2421e-02 1.2252e-02 4.8416e-02 4.4971e-01 6.0000e-01
1.6842e-03 1.9679e-03 1.8053e+00 1.9768e+00 8.6989e+00 1.4255e+00 6.9807e-02 4.5814e-02 1.3147e-02 5.1928e-02 4.3741e-01 6.0000e-01
1.9211e-03 2.2901e-03 1.8056e+00 1.9785e+00 8.3477e+00 1.3952e+00 6.7657e-02 4.8865e-02 1.3951e-02 5.5076e-02 4.2796e-01 6.0000e-01
2.1579e-03 2.6235e-03 1.7974e+00 1.9689e+00 8.0466e+00 1.3583e+00 6.5749e-02 5.1629e-02 1.4678e-02 5.7921e-02 4.2048e-01 6.0000e-01
2.3947e-03 2.9682e-03 1.7839e+00 1.9521e+00 7.7853e+00 1.3188e+00 6.4049e-02 5.4148e-02 1.5339e-02 6.0507e-02 4.1441e-01 6.0000e-01
2.6316e-03 3.3241e-03 1.7673e+00 1.9307e+00 7.5565e+00 1.2787e+00 6.2529e-02 5.6457e-02 1.5945e-02 6.2871e-02 4.0941e-01 6.0000e-01
2.8684e-03 3.6912e-03 1.7488e+00 1.9066e+00 7.3544e+00 1.2393e+00 6.1162e-02 5.8583e-02 1.6502e-02 6.5041e-02 4.0521e-01 6.0000e-01
3.1053e-03 4.0695e-03 1.7293e+00 1.8809e+00 7.1746e+00 1.2012e+00 5.9930e-02 6.0547e-02 1.7016e-02 6.7041e-02 4.0165e-01 6.0000e-01
3.3421e-03 4.4591e-03 1.7094e+00 1.8544e+00 7.0135e+00 1.1648e+00 5.8813e-02 6.2369e-02 1.7493e-02 6.8890e-02 3.9861e-01 6.0000e-01
3.5789e-03 4.8598e-03 1.6895e+00 1.8277e+00 6.8683e+00 1.1303e+00 5.7799e-02 6.4064e-02 1.7936e-02 7.0604e-02 3.9597e-01 6.0000e-01
3.8158e-03 5.2718e-03 1.6698e+00 1.8010e+00 6.7368e+00 1.0976e+00 5.6873e-02 6.5645e-02 1.8349e-02 7.2197e-02 3.9368e-01 6.0000e-01
4.0526e-03 5.6950e-03 1.6504e+00 1.7747e+00 6.6172e+00 1.0669e+00 5.6026e-02 6.7122e-02 1.8735e-02 7.3680e-02 3.9168e-01 6.0000e-01
4.2895e-03 6.1294e-03 1.6315e+00 1.7490e+00 6.5080e+00 1.0378e+00 5.5248e-02 6.8507e-02 1.9096e-02 7.5064e-02 3.8991e-01 6.0000e-01
4.5263e-03 6.5751e-03 1.6131e+00 1.7239e+00 6.4078e+00 1.0105e+00 5.4531e-02 6.9805e-02 1.9435e-02 7.6356e-02 3.8836e-01 6.0000e-01
4.7632e-03 7.0319e-03 1.5953e+00 1.6995e+00 6.3156e+00 9.8482e-01 5.3870e-02 7.1026e-02 1.9753e-02 7.7565e-02 3.8698e-01 6.0000e-01
5.0000e-03 7.5000e-03 1.5780e+00 1.6758e+00 6.2306e+00 9.6060e-01 5.3258e-02 7.2174e-02 2.0052e-02 7.8697e-02 3.8575e-01 6.0000e-01
