# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 9.2563e-01 9.6440e-01 1.1490e+01 3.1811e-01 2.4388e-02 9.4526e-03 4.7451e-03 2.4857e-02 3.7128e-01 9.0000e-01
7.3684e-04 7.9114e-04 1.1650e+00 1.2300e+00 1.0891e+01 4.5034e-01 2.4261e-02 1.1626e-02 5.6763e-03 3.0113e-02 3.3183e-01 9.0000e-01
9.7368e-04 1.0685e-03 1.3325e+00 1.4216e+00 1.0377e+01 5.5059e-01 2.4078e-02 1.3504e-02 6.4459e-03 3.4526e-02 3.1009e-01 9.0000e-01
1.2105e-03 1.3571e-03 1.4505e+00 1.5601e+00 9.9312e+00 6.2352e-01 2.3855e-02 1.5182e-02 7.1122e-03 3.8378e-02 2.9635e-01 9.0000e-01
1.4474e-03 1.6569e-03 1.5336e+00 1.6600e+00 9.5407e+00 6.7477e-01 2.3605e-02 1.6705e-02 7.7050e-03 4.1818e-02 2.8689e-01 9.0000e-01
1.6842e-03 1.9679e-03 1.5917e+00 1.7311e+00 9.1960e+00 7.0933e-01 2.3337e-02 1.8105e-02 8.2417e-03 4.4936e-02 2.7997e-01 9.0000e-01
1.9211e-03 2.2901e-03 1.6316e+00 1.7809e+00 8.8893e+00 7.3126e-01 2.3058e-02 1.9399e-02 8.7332e-03 4.7790e-02 2.7468e-01 9.0000e-01
2.1579e-03 2.6235e-03 1.6582e+00 1.8145e+00 8.6149e+00 7.4370e-01 2.2775e-02 2.0603e-02 9.1872e-03 5.0424e-02 2.7049e-01 9.0000e-01
2.3947e-03 2.9682e-03 1.6747e+00 1.8359e+00 8.3679e+00 7.4907e-01 2.2491e-02 2.1727e-02 9.6091e-03 5.2869e-02 2.6707e-01 9.0000e-01
2.6316e-03 3.3241e-03 1.6839e+00 1.8478e+00 8.1443e+00 7.4918e-01 2.2208e-02 2.2780e-02 1.0003e-02 5.5148e-02 2.6423e-01 9.0000e-01
2.8684e-03 3.6912e-03 1.6874e+00 1.8525e+00 7.9412e+00 7.4543e-01 2.1930e-02 2.3769e-02 1.0372e-02 5.7281e-02 2.6180e-01 9.0000e-01
3.1053e-03 4.0695e-03 1.6867e+00 1.8517e+00 7.7557e+00 7.3884e-01 2.1658e-02 2.4700e-02 1.0719e-02 5.9283e-02 2.5971e-01 9.0000e-01
3.3421e-03 4.4591e-03 1.6828e+00 1.8466e+00 7.5858e+00 7.3022e-01 2.1392e-02 2.5578e-02 1.1046e-02 6.1166e-02 2.5788e-01 9.0000e-01
3.5789e-03 4.8598e-03 1.6764e+00 1.8382e+00 7.4296e+00 7.2016e-01 2.1134e-02 2.6407e-02 1.1355e-02 6.2943e-02 2.5625e-01 9.0000e-01
3.8158e-03 5.2718e-03 1.6682e+00 1.8273e+00 7.2855e+00 7.0910e-01 2.0884e-02 2.7191e-02 1.1647e-02 6.4621e-02 2.5480e-01 9.0000e-01
4.0526e-03 5.6950e-03 1.6587e+00 1.8145e+00 7.1522e+00 6.9740e-01 2.0641e-02 2.7934e-02 1.1924e-02 6.6209e-02 2.5348e-01 9.0000e-01
4.2895e-03 6.1294e-03 1.6482e+00 1.8002e+00 7.0286e+00 6.8530e-01 2.0407e-02 2.8638e-02 1.2187e-02 6.7713e-02 2.5228e-01 9.0000e-01
4.5263e-03 6.5751e-03 1.6369e+00 1.7849e+00 6.9137e+00 6.7302e-01 2.0181e-02 2.9306e-02 1.2437e-02 6.9140e-02 2.5119e-01 9.0000e-01
4.7632e-03 7.0319e-03 1.6251e+00 1.7688e+00 6.8066e+00 6.6068e-01 1.9962e-02 2.9940e-02 1.2674e-02 7.0495e-02 2.5017e-01 9.0000e-01
5.0000e-03 7.5000e-03 1.6129e+00 1.7521e+00 6.7066e+00 6.4841e-01 1.9751e-02 3.0544e-02 1.2900e-02 7.1783e-02 2.4924e-01 9.0000e-01
