# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 9.2899e-01 9.6844e-01 1.1311e+01 2.6071e-01 1.9425e-02 9.9286e-03 3.0463e-03 2.5444e-02 3.0209e-01 9.0000e-01
7.3684e-04 7.9114e-04 1.1655e+00 1.2313e+00 1.0714e+01 3.6110e-01 1.8783e-02 1.2184e-02 3.6531e-03 3.0826e-02 2.6584e-01 9.0000e-01
9.7368e-04 1.0685e-03 1.3295e+00 1.4192e+00 1.0203e+01 4.3313e-01 1.8156e-02 1.4111e-02 4.1546e-03 3.5339e-02 2.4505e-01 9.0000e-01
1.2105e-03 1.3571e-03 1.4440e+00 1.5539e+00 9.7625e+00 4.8240e-01 1.7555e-02 1.5812e-02 4.5871e-03 3.9274e-02 2.3136e-01 9.0000e-01
1.4474e-03 1.6569e-03 1.5238e+00 1.6501e+00 9.3776e+00 5.1453e-01 1.6986e-02 1.7340e-02 4.9695e-03 4.2783e-02 2.2158e-01 9.0000e-01
1.6842e-03 1.9679e-03 1.5791e+00 1.7181e+00 9.0388e+00 5.3409e-01 1.6452e-02 1.8729e-02 5.3131e-03 4.5958e-02 2.1418e-01 9.0000e-01
1.9211e-03 2.2901e-03 1.6167e+00 1.7651e+00 8.7383e+00 5.4457e-01 1.5954e-02 2.0001e-02 5.6252e-03 4.8860e-02 2.0835e-01 9.0000e-01
2.1579e-03 2.6235e-03 1.6413e+00 1.7964e+00 8.4699e+00 5.4853e-01 1.5491e-02 2.1174e-02 5.9111e-03 5.1534e-02 2.0362e-01 9.0000e-01
2.3947e-03 2.9682e-03 1.6563e+00 1.8158e+00 8.2287e+00 5.4786e-01 1.5061e-02 2.2261e-02 6.1747e-03 5.4013e-02 1.9970e-01 9.0000e-01
2.6316e-03 3.3241e-03 1.6643e+00 1.8262e+00 8.0109e+00 5.4392e-01 1.4662e-02 2.3274e-02 6.4191e-03 5.6321e-02 1.9638e-01 9.0000e-01
2.8684e-03 3.6912e-03 1.6668e+00 1.8298e+00 7.8131e+00 5.3770e-01 1.4293e-02 2.4219e-02 6.6466e-03 5.8478e-02 1.9353e-01 9.0000e-01
3.1053e-03 4.0695e-03 1.6654e+00 1.8280e+00 7.6327e+00 5.2992e-01 1.3949e-02 2.5104e-02 6.8591e-03 6.0501e-02 1.9106e-01 9.0000e-01
3.3421e-03 4.4591e-03 1.6610e+00 1.8223e+00 7.4676e+00 5.2112e-01 1.3631e-02 2.5936e-02 7.0583e-03 6.2402e-02 1.8889e-01 9.0000e-01
3.5789e-03 4.8598e-03 1.6543e+00 1.8134e+00 7.3159e+00 5.1167e-01 1.3335e-02 2.6720e-02 7.2456e-03 6.4194e-02 1.8697e-01 9.0000e-01
3.8158e-03 5.2718e-03 1.6459e+00 1.8022e+00 7.1760e+00 5.0186e-01 1.3060e-02 2.7459e-02 7.4219e-03 6.5885e-02 1.8526e-01 9.0000e-01
4.0526e-03 5.6950e-03 1.6362e+00 1.7891e+00 7.0467e+00 4.9189e-01 1.2804e-02 2.8157e-02 7.5884e-03 6.7484e-02 1.8373e-01 9.0000e-01
4.2895e-03 6.1294e-03 1.6256e+00 1.7748e+00 6.9267e+00 4.8190e-01 1.2566e-02 2.8818e-02 7.7458e-03 6.8998e-02 1.8235e-01 9.0000e-01
4.5263e-03 6.5751e-03 1.6144e+00 1.7594e+00 6.8152e+00 4.7200e-01 1.2343e-02 2.9444e-02 7.8949e-03 7.0433e-02 1.8111e-01 9.0000e-01
4.7632e-03 7.0319e-03 1.6027e+00 1.7434e+00 6.7113e+00 4.6227e-01 1.2135e-02 3.0039e-02 8.0364e-03 7.1794e-02 1.7998e-01 9.0000e-01
5.0000e-03 7.5000e-03 1.5906e+00 1.7269e+00 6.6143e+00 4.5276e-01 1.1940e-02 3.0604e-02 8.1708e-03 7.3088e-02 1.7895e-01 9.0000e-01
