# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.9172e+00 2.0607e+00 1.2562e+01 2.8839e+00 1.5969e-01 3.3044e-02 1.3151e-02 3.2122e-02 7.8463e-01 4.0000e-01
7.3684e-04 7.9114e-04 2.0921e+00 2.2791e+00 1.1080e+01 3.1212e+00 1.5334e-01 4.2180e-02 1.6425e-02 3.9777e-02 7.1312e-01 4.0000e-01
9.7368e-04 1.0685e-03 2.1314e+00 2.3356e+00 1.0041e+01 3.0728e+00 1.4802e-01 4.9790e-02 1.9147e-02 4.5976e-02 6.7638e-01 4.0000e-01
1.2105e-03 1.3571e-03 2.1169e+00 2.3229e+00 9.2836e+00 2.9336e+00 1.4367e-01 5.6188e-02 2.1445e-02 5.1098e-02 6.5461e-01 4.0000e-01
1.4474e-03 1.6569e-03 2.0817e+00 2.2814e+00 8.7107e+00 2.7755e+00 1.4009e-01 6.1640e-02 2.3414e-02 5.5407e-02 6.4049e-01 4.0000e-01
1.6842e-03 1.9679e-03 2.0393e+00 2.2287e+00 8.2623e+00 2.6230e+00 1.3713e-01 6.6352e-02 2.5124e-02 5.9088e-02 6.3076e-01 4.0000e-01
1.9211e-03 2.2901e-03 1.9955e+00 2.1728e+00 7.9017e+00 2.4837e+00 1.3463e-01 7.0474e-02 2.6627e-02 6.2274e-02 6.2374e-01 4.0000e-01
2.1579e-03 2.6235e-03 1.9528e+00 2.1174e+00 7.6051e+00 2.3588e+00 1.3251e-01 7.4118e-02 2.7959e-02 6.5061e-02 6.1852e-01 4.0000e-01
2.3947e-03 2.9682e-03 1.9123e+00 2.0642e+00 7.3566e+00 2.2474e+00 1.3068e-01 7.7368e-02 2.9151e-02 6.7519e-02 6.1453e-01 4.0000e-01
2.6316e-03 3.3241e-03 1.8743e+00 2.0137e+00 7.1452e+00 2.1480e+00 1.2908e-01 8.0287e-02 3.0224e-02 6.9704e-02 6.1143e-01 4.0000e-01
2.8684e-03 3.6912e-03 1.8388e+00 1.9663e+00 6.9633e+00 2.0592e+00 1.2768e-01 8.2924e-02 3.1196e-02 7.1656e-02 6.0899e-01 4.0000e-01
3.1053e-03 4.0695e-03 1.8058e+00 1.9219e+00 6.8049e+00 1.9795e+00 1.2643e-01 8.5319e-02 3.2079e-02 7.3409e-02 6.0704e-01 4.0000e-01
3.3421e-03 4.4591e-03 1.7750e+00 1.8804e+00 6.6659e+00 1.9076e+00 1.2531e-01 8.7504e-02 3.2886e-02 7.4990e-02 6.0548e-01 4.0000e-01
3.5789e-03 4.8598e-03 1.7463e+00 1.8415e+00 6.5429e+00 1.8426e+00 1.2430e-01 8.9504e-02 3.3625e-02 7.6420e-02 6.0421e-01 4.0000e-01
3.8158e-03 5.2718e-03 1.7195e+00 1.8052e+00 6.4334e+00 1.7835e+00 1.2339e-01 9.1341e-02 3.4304e-02 7.7718e-02 6.0319e-01 4.0000e-01
4.0526e-03 5.6950e-03 1.6945e+00 1.7711e+00 6.3353e+00 1.7295e+00 1.2256e-01 9.3032e-02 3.4930e-02 7.8897e-02 6.0236e-01 4.0000e-01
4.2895e-03 6.1294e-03 1.6710e+00 1.7392e+00 6.2470e+00 1.6800e+00 1.2180e-01 9.4592e-02 3.5507e-02 7.9972e-02 6.0170e-01 4.0000e-01
4.5263e-03 6.5751e-03 1.6490e+00 1.7092e+00 6.1673e+00 1.6346e+00 1.2110e-01 9.6034e-02 3.6041e-02 8.0952e-02 6.0116e-01 4.0000e-01
4.7632e-03 7.0319e-03 1.6282e+00 1.6810e+00 6.0949e+00 1.5927e+00 1.2045e-01 9.7369e-02 3.6536e-02 8.1847e-02 6.0073e-01 4.0000e-01
5.0000e-03 7.5000e-03 1.6087e+00 1.6544e+00 6.0290e+00 1.5539e+00 1.1985e-01 9.8607e-02 3.6994e-02 8.2664e-02 6.0040e-01 4.0000e-01
