# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.2722e+00 1.3348e+00 1.3727e+01 1.3690e+00 1.2185e-01 1.8865e-02 1.1567e-02 2.3085e-02 8.4586e-01 6.0000e-01
7.3684e-04 7.9114e-04 1.5670e+00 1.6684e+00 1.2748e+01 1.8704e+00 1.2241e-01 2.3555e-02 1.4022e-02 2.8317e-02 7.6175e-01 6.0000e-01
9.7368e-04 1.0685e-03 1.7561e+00 1.8903e+00 1.1928e+01 2.2084e+00 1.2251e-01 2.7728e-02 1.6118e-02 3.2818e-02 7.1613e-01 6.0000e-01
1.2105e-03 1.3571e-03 1.8750e+00 2.0344e+00 1.1235e+01 2.4177e+00 1.2226e-01 3.1530e-02 1.7979e-02 3.6812e-02 6.8770e-01 6.0000e-01
1.4474e-03 1.6569e-03 1.9469e+00 2.1242e+00 1.0645e+01 2.5333e+00 1.2175e-01 3.5030e-02 1.9666e-02 4.0412e-02 6.6838e-01 6.0000e-01
1.6842e-03 1.9679e-03 1.9870e+00 2.1760e+00 1.0138e+01 2.5838e+00 1.2104e-01 3.8267e-02 2.1211e-02 4.3688e-02 6.5442e-01 6.0000e-01
1.9211e-03 2.2901e-03 2.0057e+00 2.2013e+00 9.6992e+00 2.5901e+00 1.2020e-01 4.1266e-02 2.2636e-02 4.6684e-02 6.4386e-01 6.0000e-01
2.1579e-03 2.6235e-03 2.0098e+00 2.2081e+00 9.3176e+00 2.5674e+00 1.1926e-01 4.4050e-02 2.3956e-02 4.9436e-02 6.3558e-01 6.0000e-01
2.3947e-03 2.9682e-03 2.0042e+00 2.2021e+00 8.9834e+00 2.5263e+00 1.1827e-01 4.6637e-02 2.5181e-02 5.1970e-02 6.2890e-01 6.0000e-01
2.6316e-03 3.3241e-03 1.9921e+00 2.1874e+00 8.6889e+00 2.4739e+00 1.1725e-01 4.9044e-02 2.6322e-02 5.4311e-02 6.2337e-01 6.0000e-01
2.8684e-03 3.6912e-03 1.9757e+00 2.1667e+00 8.4278e+00 2.4151e+00 1.1621e-01 5.1285e-02 2.7385e-02 5.6476e-02 6.1871e-01 6.0000e-01
3.1053e-03 4.0695e-03 1.9565e+00 2.1422e+00 8.1952e+00 2.3532e+00 1.1518e-01 5.3375e-02 2.8378e-02 5.8485e-02 6.1471e-01 6.0000e-01
3.3421e-03 4.4591e-03 1.9357e+00 2.1152e+00 7.9868e+00 2.2903e+00 1.1415e-01 5.5326e-02 2.9307e-02 6.0349e-02 6.1123e-01 6.0000e-01
3.5789e-03 4.8598e-03 1.9140e+00 2.0867e+00 7.7992e+00 2.2280e+00 1.1313e-01 5.7149e-02 3.0177e-02 6.2084e-02 6.0816e-01 6.0000e-01
3.8158e-03 5.2718e-03 1.8919e+00 2.0575e+00 7.6297e+00 2.1670e+00 1.1214e-01 5.8855e-02 3.0993e-02 6.3700e-02 6.0543e-01 6.0000e-01
4.0526e-03 5.6950e-03 1.8697e+00 2.0281e+00 7.4759e+00 2.1079e+00 1.1116e-01 6.0452e-02 3.1758e-02 6.5206e-02 6.0296e-01 6.0000e-01
4.2895e-03 6.1294e-03 1.8478e+00 1.9988e+00 7.3358e+00 2.0510e+00 1.1020e-01 6.1949e-02 3.2478e-02 6.6613e-02 6.0072e-01 6.0000e-01
4.5263e-03 6.5751e-03 1.8262e+00 1.9699e+00 7.2078e+00 1.9965e+00 1.0927e-01 6.3354e-02 3.3156e-02 6.7927e-02 5.9867e-01 6.0000e-01
4.7632e-03 7.0319e-03 1.8051e+00 1.9415e+00 7.0905e+00 1.9445e+00 1.0836e-01 6.4672e-02 3.3793e-02 6.9156e-02 5.9678e-01 6.0000e-01
5.0000e-03 7.5000e-03 1.7845e+00 1.9138e+00 6.9826e+00 1.8949e+00 1.0747e-01 6.5911e-02 3.4394e-02 7.0306e-02 5.9503e-01 6.0000e-01
