# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.4802e+00 1.5932e+00 9.8285e+00 5.4627e-01 2.9626e-02 4.2489e-02 4.2020e-03 3.9514e-02 2.4934e-01 4.5000e-01
7.3684e-04 7.9114e-04 1.6126e+00 1.7553e+00 9.0058e+00 5.8599e-01 2.5981e-02 5.0193e-02 4.9726e-03 4.6810e-02 2.2535e-01 4.5000e-01
9.7368e-04 1.0685e-03 1.6634e+00 1.8202e+00 8.4117e+00 5.8674e-01 2.3457e-02 5.6159e-02 5.5738e-03 5.2512e-02 2.1205e-01 4.5000e-01
1.2105e-03 1.3571e-03 1.6773e+00 1.8389e+00 7.9584e+00 5.7282e-01 2.1613e-02 6.1033e-02 6.0667e-03 5.7184e-02 2.0360e-01 4.5000e-01
1.4474e-03 1.6569e-03 1.6732e+00 1.8340e+00 7.5988e+00 5.5369e-01 2.0209e-02 6.5151e-02 6.4836e-03 6.1125e-02 1.9778e-01 4.5000e-01
1.6842e-03 1.9679e-03 1.6599e+00 1.8167e+00 7.3051e+00 5.3325e-01 1.9105e-02 6.8713e-02 6.8442e-03 6.4518e-02 1.9354e-01 4.5000e-01
1.9211e-03 2.2901e-03 1.6419e+00 1.7928e+00 7.0598e+00 5.1317e-01 1.8216e-02 7.1847e-02 7.1607e-03 6.7482e-02 1.9035e-01 4.5000e-01
2.1579e-03 2.6235e-03 1.6218e+00 1.7656e+00 6.8515e+00 4.9412e-01 1.7486e-02 7.4640e-02 7.4420e-03 7.0101e-02 1.8787e-01 4.5000e-01
2.3947e-03 2.9682e-03 1.6007e+00 1.7369e+00 6.6719e+00 4.7636e-01 1.6876e-02 7.7154e-02 7.6942e-03 7.2435e-02 1.8592e-01 4.5000e-01
2.6316e-03 3.3241e-03 1.5795e+00 1.7078e+00 6.5154e+00 4.5991e-01 1.6360e-02 7.9435e-02 7.9221e-03 7.4529e-02 1.8435e-01 4.5000e-01
2.8684e-03 3.6912e-03 1.5586e+00 1.6790e+00 6.3777e+00 4.4475e-01 1.5919e-02 8.1518e-02 8.1292e-03 7.6419e-02 1.8307e-01 4.5000e-01
3.1053e-03 4.0695e-03 1.5383e+00 1.6509e+00 6.2554e+00 4.3077e-01 1.5537e-02 8.3429e-02 8.3183e-03 7.8133e-02 1.8203e-01 4.5000e-01
3.3421e-03 4.4591e-03 1.5187e+00 1.6237e+00 6.1461e+00 4.1788e-01 1.5204e-02 8.5191e-02 8.4918e-03 7.9692e-02 1.8118e-01 4.5000e-01
3.5789e-03 4.8598e-03 1.4998e+00 1.5974e+00 6.0479e+00 4.0597e-01 1.4913e-02 8.6821e-02 8.6514e-03 8.1116e-02 1.8047e-01 4.5000e-01
3.8158e-03 5.2718e-03 1.4817e+00 1.5721e+00 5.9591e+00 3.9497e-01 1.4655e-02 8.8333e-02 8.7988e-03 8.2420e-02 1.7989e-01 4.5000e-01
4.0526e-03 5.6950e-03 1.4644e+00 1.5479e+00 5.8785e+00 3.8477e-01 1.4427e-02 8.9740e-02 8.9352e-03 8.3616e-02 1.7942e-01 4.5000e-01
4.2895e-03 6.1294e-03 1.4479e+00 1.5248e+00 5.8050e+00 3.7530e-01 1.4224e-02 9.1051e-02 9.0617e-03 8.4716e-02 1.7903e-01 4.5000e-01
4.5263e-03 6.5751e-03 1.4320e+00 1.5026e+00 5.7378e+00 3.6649e-01 1.4042e-02 9.2276e-02 9.1792e-03 8.5728e-02 1.7871e-01 4.5000e-01
4.7632e-03 7.0319e-03 1.4169e+00 1.4814e+00 5.6761e+00 3.5828e-01 1.3879e-02 9.3422e-02 9.2885e-03 8.6662e-02 1.7846e-01 4.5000e-01
5.0000e-03 7.5000e-03 1.4025e+00 1.4611e+00 5.6192e+00 3.5062e-01 1.3732e-02 9.4495e-02 9.3905e-03 8.7523e-02 1.7826e-01 4.5000e-01
