# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 8.9243e-01 9.2955e-01 1.1097e+01 1.0120e-01 4.8370e-03 7.3942e-03 1.0488e-03 2.5556e-02 1.2707e-01 9.5000e-01
7.3684e-04 7.9114e-04 1.1232e+00 1.1855e+00 1.0542e+01 1.3798e-01 4.4483e-03 8.9666e-03 1.2537e-03 3.0934e-02 1.0937e-01 9.5000e-01
9.7368e-04 1.0685e-03 1.2853e+00 1.3707e+00 1.0065e+01 1.6340e-01 4.1123e-03 1.0277e-02 1.4201e-03 3.5438e-02 9.8905e-02 9.5000e-01
1.2105e-03 1.3571e-03 1.4002e+00 1.5053e+00 9.6518e+00 1.8008e-01 3.8215e-03 1.1409e-02 1.5611e-03 3.9362e-02 9.1855e-02 9.5000e-01
1.4474e-03 1.6569e-03 1.4817e+00 1.6031e+00 9.2894e+00 1.9039e-01 3.5692e-03 1.2410e-02 1.6837e-03 4.2861e-02 8.6719e-02 9.5000e-01
1.6842e-03 1.9679e-03 1.5394e+00 1.6736e+00 8.9690e+00 1.9616e-01 3.3494e-03 1.3309e-02 1.7924e-03 4.6028e-02 8.2781e-02 9.5000e-01
1.9211e-03 2.2901e-03 1.5797e+00 1.7237e+00 8.6835e+00 1.9875e-01 3.1572e-03 1.4125e-02 1.8899e-03 4.8926e-02 7.9650e-02 9.5000e-01
2.1579e-03 2.6235e-03 1.6071e+00 1.7583e+00 8.4275e+00 1.9911e-01 2.9882e-03 1.4872e-02 1.9784e-03 5.1598e-02 7.7093e-02 9.5000e-01
2.3947e-03 2.9682e-03 1.6249e+00 1.7812e+00 8.1965e+00 1.9793e-01 2.8391e-03 1.5562e-02 2.0593e-03 5.4077e-02 7.4962e-02 9.5000e-01
2.6316e-03 3.3241e-03 1.6355e+00 1.7949e+00 7.9871e+00 1.9569e-01 2.7068e-03 1.6201e-02 2.1337e-03 5.6388e-02 7.3157e-02 9.5000e-01
2.8684e-03 3.6912e-03 1.6406e+00 1.8017e+00 7.7962e+00 1.9274e-01 2.5890e-03 1.6796e-02 2.2027e-03 5.8551e-02 7.1608e-02 9.5000e-01
3.1053e-03 4.0695e-03 1.6416e+00 1.8029e+00 7.6216e+00 1.8934e-01 2.4837e-03 1.7354e-02 2.2668e-03 6.0582e-02 7.0264e-02 9.5000e-01
3.3421e-03 4.4591e-03 1.6393e+00 1.7999e+00 7.4612e+00 1.8566e-01 2.3891e-03 1.7877e-02 2.3267e-03 6.2494e-02 6.9089e-02 9.5000e-01
3.5789e-03 4.8598e-03 1.6346e+00 1.7936e+00 7.3133e+00 1.8182e-01 2.3039e-03 1.8370e-02 2.3829e-03 6.4297e-02 6.8053e-02 9.5000e-01
3.8158e-03 5.2718e-03 1.6280e+00 1.7848e+00 7.1766e+00 1.7792e-01 2.2269e-03 1.8835e-02 2.4357e-03 6.6002e-02 6.7133e-02 9.5000e-01
4.0526e-03 5.6950e-03 1.6199e+00 1.7739e+00 7.0499e+00 1.7402e-01 2.1570e-03 1.9275e-02 2.4854e-03 6.7616e-02 6.6314e-02 9.5000e-01
4.2895e-03 6.1294e-03 1.6108e+00 1.7615e+00 6.9321e+00 1.7017e-01 2.0934e-03 1.9692e-02 2.5325e-03 6.9146e-02 6.5579e-02 9.5000e-01
4.5263e-03 6.5751e-03 1.6009e+00 1.7480e+00 6.8224e+00 1.6638e-01 2.0354e-03 2.0088e-02 2.5770e-03 7.0598e-02 6.4918e-02 9.5000e-01
4.7632e-03 7.0319e-03 1.5904e+00 1.7336e+00 6.7199e+00 1.6270e-01 1.9823e-03 2.0465e-02 2.6193e-03 7.1978e-02 6.4322e-02 9.5000e-01
5.0000e-03 7.5000e-03 1.5795e+00 1.7186e+00 6.6239e+00 1.5913e-01 1.9336e-03 2.0823e-02 2.6594e-03 7.3290e-02 6.3781e-02 9.5000e-01
