# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.3385e+00 1.4241e+00 1.0667e+01 6.1267e-01 4.3433e-02 3.1658e-02 4.5364e-03 3.3454e-02 3.4197e-01 5.5000e-01
7.3684e-04 7.9114e-04 1.5304e+00 1.6505e+00 9.8220e+00 7.1066e-01 3.9120e-02 3.8255e-02 5.4459e-03 4.0238e-02 3.0342e-01 5.5000e-01
9.7368e-04 1.0685e-03 1.6271e+00 1.7693e+00 9.1816e+00 7.4552e-01 3.5807e-02 4.3546e-02 6.1723e-03 4.5710e-02 2.8161e-01 5.5000e-01
1.2105e-03 1.3571e-03 1.6739e+00 1.8289e+00 8.6779e+00 7.4945e-01 3.3205e-02 4.7961e-02 6.7770e-03 5.0303e-02 2.6747e-01 5.5000e-01
1.4474e-03 1.6569e-03 1.6933e+00 1.8545e+00 8.2699e+00 7.3835e-01 3.1118e-02 5.1745e-02 7.2940e-03 5.4254e-02 2.5752e-01 5.5000e-01
1.6842e-03 1.9679e-03 1.6967e+00 1.8598e+00 7.9318e+00 7.2014e-01 2.9412e-02 5.5052e-02 7.7447e-03 5.7715e-02 2.5014e-01 5.5000e-01
1.9211e-03 2.2901e-03 1.6908e+00 1.8527e+00 7.6464e+00 6.9889e-01 2.7995e-02 5.7985e-02 8.1433e-03 6.0784e-02 2.4446e-01 5.5000e-01
2.1579e-03 2.6235e-03 1.6794e+00 1.8379e+00 7.4016e+00 6.7672e-01 2.6800e-02 6.0616e-02 8.4998e-03 6.3534e-02 2.3995e-01 5.5000e-01
2.3947e-03 2.9682e-03 1.6646e+00 1.8185e+00 7.1891e+00 6.5472e-01 2.5782e-02 6.2998e-02 8.8215e-03 6.6017e-02 2.3629e-01 5.5000e-01
2.6316e-03 3.3241e-03 1.6479e+00 1.7962e+00 7.0027e+00 6.3348e-01 2.4904e-02 6.5169e-02 9.1139e-03 6.8272e-02 2.3328e-01 5.5000e-01
2.8684e-03 3.6912e-03 1.6302e+00 1.7723e+00 6.8377e+00 6.1326e-01 2.4142e-02 6.7162e-02 9.3812e-03 7.0332e-02 2.3077e-01 5.5000e-01
3.1053e-03 4.0695e-03 1.6120e+00 1.7477e+00 6.6905e+00 5.9417e-01 2.3473e-02 6.8999e-02 9.6268e-03 7.2220e-02 2.2865e-01 5.5000e-01
3.3421e-03 4.4591e-03 1.5938e+00 1.7228e+00 6.5583e+00 5.7624e-01 2.2884e-02 7.0700e-02 9.8534e-03 7.3958e-02 2.2685e-01 5.5000e-01
3.5789e-03 4.8598e-03 1.5757e+00 1.6980e+00 6.4390e+00 5.5943e-01 2.2360e-02 7.2280e-02 1.0063e-02 7.5563e-02 2.2531e-01 5.5000e-01
3.8158e-03 5.2718e-03 1.5580e+00 1.6736e+00 6.3307e+00 5.4370e-01 2.1894e-02 7.3753e-02 1.0258e-02 7.7047e-02 2.2398e-01 5.5000e-01
4.0526e-03 5.6950e-03 1.5407e+00 1.6497e+00 6.2320e+00 5.2897e-01 2.1475e-02 7.5129e-02 1.0440e-02 7.8424e-02 2.2283e-01 5.5000e-01
4.2895e-03 6.1294e-03 1.5239e+00 1.6264e+00 6.1416e+00 5.1519e-01 2.1099e-02 7.6418e-02 1.0609e-02 7.9704e-02 2.2184e-01 5.5000e-01
4.5263e-03 6.5751e-03 1.5077e+00 1.6038e+00 6.0587e+00 5.0230e-01 2.0757e-02 7.7624e-02 1.0766e-02 8.0893e-02 2.2098e-01 5.5000e-01
4.7632e-03 7.0319e-03 1.4919e+00 1.5819e+00 5.9822e+00 4.9016e-01 2.0450e-02 7.8762e-02 1.0916e-02 8.2003e-02 2.2022e-01 5.5000e-01
5.0000e-03 7.5000e-03 1.4767e+00 1.5607e+00 5.9116e+00 4.7879e-01 2.0169e-02 7.9831e-02 1.1055e-02 8.3038e-02 2.1957e-01 5.5000e-01
