# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.7033e+00 1.8378e+00 1.0561e+01 1.5045e+00 9.1630e-02 4.1517e-02 9.4813e-03 3.8457e-02 5.1859e-01 4.0000e-01
7.3684e-04 7.9114e-04 1.8159e+00 1.9798e+00 9.4716e+00 1.5653e+00 8.4639e-02 5.0715e-02 1.1515e-02 4.6226e-02 4.7469e-01 4.0000e-01
9.7368e-04 1.0685e-03 1.8394e+00 2.0129e+00 8.7222e+00 1.5282e+00 7.9555e-02 5.7932e-02 1.3125e-02 5.2267e-02 4.5169e-01 4.0000e-01
1.2105e-03 1.3571e-03 1.8284e+00 2.0012e+00 8.1731e+00 1.4634e+00 7.5732e-02 6.3827e-02 1.4450e-02 5.7164e-02 4.3777e-01 4.0000e-01
1.4474e-03 1.6569e-03 1.8035e+00 1.9703e+00 7.7516e+00 1.3941e+00 7.2765e-02 6.8785e-02 1.5571e-02 6.1248e-02 4.2860e-01 4.0000e-01
1.6842e-03 1.9679e-03 1.7735e+00 1.9315e+00 7.4163e+00 1.3279e+00 7.0401e-02 7.3046e-02 1.6537e-02 6.4725e-02 4.2220e-01 4.0000e-01
1.9211e-03 2.2901e-03 1.7420e+00 1.8899e+00 7.1425e+00 1.2671e+00 6.8477e-02 7.6768e-02 1.7383e-02 6.7730e-02 4.1756e-01 4.0000e-01
2.1579e-03 2.6235e-03 1.7108e+00 1.8483e+00 6.9141e+00 1.2120e+00 6.6882e-02 8.0060e-02 1.8132e-02 7.0359e-02 4.1411e-01 4.0000e-01
2.3947e-03 2.9682e-03 1.6807e+00 1.8077e+00 6.7203e+00 1.1624e+00 6.5540e-02 8.3001e-02 1.8802e-02 7.2681e-02 4.1150e-01 4.0000e-01
2.6316e-03 3.3241e-03 1.6521e+00 1.7689e+00 6.5536e+00 1.1177e+00 6.4397e-02 8.5649e-02 1.9404e-02 7.4746e-02 4.0949e-01 4.0000e-01
2.8684e-03 3.6912e-03 1.6251e+00 1.7320e+00 6.4087e+00 1.0773e+00 6.3414e-02 8.8050e-02 1.9949e-02 7.6594e-02 4.0793e-01 4.0000e-01
3.1053e-03 4.0695e-03 1.5996e+00 1.6971e+00 6.2814e+00 1.0407e+00 6.2560e-02 9.0238e-02 2.0445e-02 7.8256e-02 4.0672e-01 4.0000e-01
3.3421e-03 4.4591e-03 1.5756e+00 1.6641e+00 6.1686e+00 1.0074e+00 6.1813e-02 9.2240e-02 2.0898e-02 7.9757e-02 4.0579e-01 4.0000e-01
3.5789e-03 4.8598e-03 1.5531e+00 1.6330e+00 6.0681e+00 9.7705e-01 6.1155e-02 9.4080e-02 2.1313e-02 8.1118e-02 4.0507e-01 4.0000e-01
3.8158e-03 5.2718e-03 1.5318e+00 1.6037e+00 5.9780e+00 9.4925e-01 6.0573e-02 9.5776e-02 2.1694e-02 8.2355e-02 4.0453e-01 4.0000e-01
4.0526e-03 5.6950e-03 1.5119e+00 1.5761e+00 5.8968e+00 9.2371e-01 6.0055e-02 9.7343e-02 2.2046e-02 8.3482e-02 4.0413e-01 4.0000e-01
4.2895e-03 6.1294e-03 1.4930e+00 1.5500e+00 5.8232e+00 9.0018e-01 5.9592e-02 9.8795e-02 2.2371e-02 8.4510e-02 4.0385e-01 4.0000e-01
4.5263e-03 6.5751e-03 1.4752e+00 1.5253e+00 5.7564e+00 8.7843e-01 5.9177e-02 1.0014e-01 2.2671e-02 8.5451e-02 4.0366e-01 4.0000e-01
4.7632e-03 7.0319e-03 1.4583e+00 1.5020e+00 5.6954e+00 8.5826e-01 5.8803e-02 1.0139e-01 2.2950e-02 8.6312e-02 4.0356e-01 4.0000e-01
5.0000e-03 7.5000e-03 1.4424e+00 1.4799e+00 5.6395e+00 8.3952e-01 5.8466e-02 1.0256e-01 2.3208e-02 8.7100e-02 4.0353e-01 4.0000e-01
