# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.1206e+00 1.1792e+00 1.1013e+01 3.7619e-01 3.0023e-02 2.1945e-02 3.1263e-03 2.9150e-02 2.9957e-01 7.0000e-01
7.3684e-04 7.9114e-04 1.3466e+00 1.4371e+00 1.0291e+01 4.7382e-01 2.7299e-02 2.6630e-02 3.7528e-03 3.5229e-02 2.6129e-01 7.0000e-01
9.7368e-04 1.0685e-03 1.4847e+00 1.6003e+00 9.7072e+00 5.2699e-01 2.5063e-02 3.0478e-02 4.2597e-03 4.0247e-02 2.3907e-01 7.0000e-01
1.2105e-03 1.3571e-03 1.5695e+00 1.7035e+00 9.2257e+00 5.5258e-01 2.3213e-02 3.3753e-02 4.6864e-03 4.4552e-02 2.2433e-01 7.0000e-01
1.4474e-03 1.6569e-03 1.6207e+00 1.7676e+00 8.8213e+00 5.6147e-01 2.1669e-02 3.6606e-02 5.0549e-03 4.8329e-02 2.1375e-01 7.0000e-01
1.6842e-03 1.9679e-03 1.6503e+00 1.8054e+00 8.4763e+00 5.6035e-01 2.0366e-02 3.9132e-02 5.3788e-03 5.1696e-02 2.0575e-01 7.0000e-01
1.9211e-03 2.2901e-03 1.6655e+00 1.8253e+00 8.1781e+00 5.5329e-01 1.9257e-02 4.1397e-02 5.6673e-03 5.4732e-02 1.9947e-01 7.0000e-01
2.1579e-03 2.6235e-03 1.6710e+00 1.8328e+00 7.9175e+00 5.4281e-01 1.8304e-02 4.3448e-02 5.9271e-03 5.7492e-02 1.9440e-01 7.0000e-01
2.3947e-03 2.9682e-03 1.6698e+00 1.8317e+00 7.6876e+00 5.3044e-01 1.7478e-02 4.5320e-02 6.1630e-03 6.0019e-02 1.9023e-01 7.0000e-01
2.6316e-03 3.3241e-03 1.6642e+00 1.8244e+00 7.4831e+00 5.1715e-01 1.6757e-02 4.7040e-02 6.3787e-03 6.2345e-02 1.8674e-01 7.0000e-01
2.8684e-03 3.6912e-03 1.6553e+00 1.8128e+00 7.3000e+00 5.0355e-01 1.6124e-02 4.8629e-02 6.5771e-03 6.4495e-02 1.8377e-01 7.0000e-01
3.1053e-03 4.0695e-03 1.6443e+00 1.7982e+00 7.1349e+00 4.9001e-01 1.5563e-02 5.0104e-02 6.7605e-03 6.6491e-02 1.8123e-01 7.0000e-01
3.3421e-03 4.4591e-03 1.6319e+00 1.7815e+00 6.9854e+00 4.7676e-01 1.5065e-02 5.1479e-02 6.9308e-03 6.8348e-02 1.7903e-01 7.0000e-01
3.5789e-03 4.8598e-03 1.6185e+00 1.7634e+00 6.8492e+00 4.6393e-01 1.4620e-02 5.2764e-02 7.0894e-03 7.0081e-02 1.7710e-01 7.0000e-01
3.8158e-03 5.2718e-03 1.6045e+00 1.7444e+00 6.7246e+00 4.5161e-01 1.4220e-02 5.3968e-02 7.2376e-03 7.1702e-02 1.7542e-01 7.0000e-01
4.0526e-03 5.6950e-03 1.5902e+00 1.7248e+00 6.6103e+00 4.3983e-01 1.3860e-02 5.5100e-02 7.3763e-03 7.3221e-02 1.7393e-01 7.0000e-01
4.2895e-03 6.1294e-03 1.5758e+00 1.7049e+00 6.5050e+00 4.2861e-01 1.3534e-02 5.6166e-02 7.5067e-03 7.4647e-02 1.7261e-01 7.0000e-01
4.5263e-03 6.5751e-03 1.5613e+00 1.6850e+00 6.4077e+00 4.1793e-01 1.3238e-02 5.7171e-02 7.6292e-03 7.5987e-02 1.7144e-01 7.0000e-01
4.7632e-03 7.0319e-03 1.5470e+00 1.6652e+00 6.3176e+00 4.0779e-01 1.2968e-02 5.8121e-02 7.7450e-03 7.7249e-02 1.7040e-01 7.0000e-01
5.0000e-03 7.5000e-03 1.5328e+00 1.6456e+00 6.2338e+00 3.9817e-01 1.2722e-02 5.9020e-02 7.8542e-03 7.8437e-02 1.6946e-01 7.0000e-01
