# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 9.6619e-01 1.0077e+00 1.1680e+01 4.2202e-01 3.6924e-02 1.1741e-02 5.5537e-03 2.4890e-02 4.5207e-01 8.5000e-01
7.3684e-04 7.9114e-04 1.2109e+00 1.2801e+00 1.1040e+01 5.9160e-01 3.6622e-02 1.4471e-02 6.6581e-03 3.0188e-02 4.0345e-01 8.5000e-01
9.7368e-04 1.0685e-03 1.3798e+00 1.4740e+00 1.0492e+01 7.1681e-01 3.6239e-02 1.6837e-02 7.5755e-03 3.4645e-02 3.7648e-01 8.5000e-01
1.2105e-03 1.3571e-03 1.4969e+00 1.6120e+00 1.0020e+01 8.0509e-01 3.5802e-02 1.8952e-02 8.3728e-03 3.8539e-02 3.5931e-01 8.5000e-01
1.4474e-03 1.6569e-03 1.5777e+00 1.7096e+00 9.6082e+00 8.6476e-01 3.5332e-02 2.0872e-02 9.0838e-03 4.2017e-02 3.4740e-01 8.5000e-01
1.6842e-03 1.9679e-03 1.6329e+00 1.7777e+00 9.2463e+00 9.0293e-01 3.4844e-02 2.2635e-02 9.7280e-03 4.5170e-02 3.3863e-01 8.5000e-01
1.9211e-03 2.2901e-03 1.6697e+00 1.8238e+00 8.9260e+00 9.2520e-01 3.4349e-02 2.4264e-02 1.0318e-02 4.8055e-02 3.3188e-01 8.5000e-01
2.1579e-03 2.6235e-03 1.6930e+00 1.8536e+00 8.6404e+00 9.3582e-01 3.3855e-02 2.5777e-02 1.0863e-02 5.0714e-02 3.2650e-01 8.5000e-01
2.3947e-03 2.9682e-03 1.7065e+00 1.8712e+00 8.3844e+00 9.3797e-01 3.3368e-02 2.7187e-02 1.1369e-02 5.3180e-02 3.2210e-01 8.5000e-01
2.6316e-03 3.3241e-03 1.7127e+00 1.8794e+00 8.1536e+00 9.3401e-01 3.2892e-02 2.8505e-02 1.1841e-02 5.5476e-02 3.1842e-01 8.5000e-01
2.8684e-03 3.6912e-03 1.7135e+00 1.8807e+00 7.9446e+00 9.2568e-01 3.2430e-02 2.9741e-02 1.2282e-02 5.7622e-02 3.1529e-01 8.5000e-01
3.1053e-03 4.0695e-03 1.7103e+00 1.8767e+00 7.7544e+00 9.1428e-01 3.1983e-02 3.0903e-02 1.2696e-02 5.9633e-02 3.1257e-01 8.5000e-01
3.3421e-03 4.4591e-03 1.7041e+00 1.8686e+00 7.5807e+00 9.0078e-01 3.1551e-02 3.1996e-02 1.3086e-02 6.1523e-02 3.1020e-01 8.5000e-01
3.5789e-03 4.8598e-03 1.6957e+00 1.8575e+00 7.4215e+00 8.8586e-01 3.1136e-02 3.3027e-02 1.3454e-02 6.3303e-02 3.0810e-01 8.5000e-01
3.8158e-03 5.2718e-03 1.6856e+00 1.8441e+00 7.2750e+00 8.7006e-01 3.0738e-02 3.4001e-02 1.3801e-02 6.4981e-02 3.0622e-01 8.5000e-01
4.0526e-03 5.6950e-03 1.6744e+00 1.8291e+00 7.1399e+00 8.5378e-01 3.0355e-02 3.4921e-02 1.4130e-02 6.6567e-02 3.0453e-01 8.5000e-01
4.2895e-03 6.1294e-03 1.6623e+00 1.8128e+00 7.0149e+00 8.3728e-01 2.9988e-02 3.5792e-02 1.4441e-02 6.8066e-02 3.0299e-01 8.5000e-01
4.5263e-03 6.5751e-03 1.6497e+00 1.7956e+00 6.8989e+00 8.2078e-01 2.9637e-02 3.6618e-02 1.4736e-02 6.9487e-02 3.0159e-01 8.5000e-01
4.7632e-03 7.0319e-03 1.6367e+00 1.7779e+00 6.7910e+00 8.0444e-01 2.9299e-02 3.7402e-02 1.5016e-02 7.0834e-02 3.0031e-01 8.5000e-01
5.0000e-03 7.5000e-03 1.6234e+00 1.7597e+00 6.6905e+00 7.8836e-01 2.8976e-02 3.8145e-02 1.5282e-02 7.2111e-02 2.9913e-01 8.5000e-01
