# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 9.6160e-01 1.0026e+00 1.1805e+01 4.4204e-01 3.8814e-02 1.1507e-02 6.6404e-03 2.4467e-02 4.7805e-01 8.5000e-01
7.3684e-04 7.9114e-04 1.2076e+00 1.2761e+00 1.1166e+01 6.2591e-01 3.8861e-02 1.4172e-02 7.9563e-03 2.9666e-02 4.2919e-01 8.5000e-01
9.7368e-04 1.0685e-03 1.3786e+00 1.4721e+00 1.0620e+01 7.6530e-01 3.8802e-02 1.6486e-02 9.0469e-03 3.4039e-02 4.0267e-01 8.5000e-01
1.2105e-03 1.3571e-03 1.4980e+00 1.6126e+00 1.0146e+01 8.6661e-01 3.8662e-02 1.8560e-02 9.9936e-03 3.7861e-02 3.8617e-01 8.5000e-01
1.4474e-03 1.6569e-03 1.5813e+00 1.7129e+00 9.7331e+00 9.3764e-01 3.8459e-02 2.0451e-02 1.0838e-02 4.1279e-02 3.7499e-01 8.5000e-01
1.6842e-03 1.9679e-03 1.6387e+00 1.7835e+00 9.3691e+00 9.8537e-01 3.8209e-02 2.2193e-02 1.1604e-02 4.4378e-02 3.6695e-01 8.5000e-01
1.9211e-03 2.2901e-03 1.6774e+00 1.8320e+00 9.0461e+00 1.0154e+00 3.7924e-02 2.3808e-02 1.2307e-02 4.7217e-02 3.6089e-01 8.5000e-01
2.1579e-03 2.6235e-03 1.7025e+00 1.8639e+00 8.7578e+00 1.0323e+00 3.7615e-02 2.5313e-02 1.2957e-02 4.9837e-02 3.5615e-01 8.5000e-01
2.3947e-03 2.9682e-03 1.7174e+00 1.8832e+00 8.4988e+00 1.0392e+00 3.7288e-02 2.6721e-02 1.3563e-02 5.2268e-02 3.5233e-01 8.5000e-01
2.6316e-03 3.3241e-03 1.7249e+00 1.8931e+00 8.2651e+00 1.0389e+00 3.6950e-02 2.8041e-02 1.4129e-02 5.4534e-02 3.4917e-01 8.5000e-01
2.8684e-03 3.6912e-03 1.7267e+00 1.8957e+00 8.0531e+00 1.0331e+00 3.6606e-02 2.9282e-02 1.4660e-02 5.6654e-02 3.4650e-01 8.5000e-01
3.1053e-03 4.0695e-03 1.7244e+00 1.8928e+00 7.8600e+00 1.0235e+00 3.6259e-02 3.0451e-02 1.5160e-02 5.8643e-02 3.4420e-01 8.5000e-01
3.3421e-03 4.4591e-03 1.7189e+00 1.8856e+00 7.6835e+00 1.0110e+00 3.5912e-02 3.1554e-02 1.5632e-02 6.0513e-02 3.4218e-01 8.5000e-01
3.5789e-03 4.8598e-03 1.7110e+00 1.8753e+00 7.5215e+00 9.9656e-01 3.5568e-02 3.2596e-02 1.6077e-02 6.2275e-02 3.4040e-01 8.5000e-01
3.8158e-03 5.2718e-03 1.7014e+00 1.8625e+00 7.3724e+00 9.8077e-01 3.5227e-02 3.3581e-02 1.6499e-02 6.3938e-02 3.3879e-01 8.5000e-01
4.0526e-03 5.6950e-03 1.6906e+00 1.8479e+00 7.2347e+00 9.6410e-01 3.4891e-02 3.4514e-02 1.6899e-02 6.5511e-02 3.3733e-01 8.5000e-01
4.2895e-03 6.1294e-03 1.6788e+00 1.8319e+00 7.1073e+00 9.4692e-01 3.4560e-02 3.5398e-02 1.7278e-02 6.6999e-02 3.3600e-01 8.5000e-01
4.5263e-03 6.5751e-03 1.6663e+00 1.8150e+00 6.9890e+00 9.2949e-01 3.4236e-02 3.6237e-02 1.7638e-02 6.8409e-02 3.3477e-01 8.5000e-01
4.7632e-03 7.0319e-03 1.6534e+00 1.7975e+00 6.8790e+00 9.1203e-01 3.3919e-02 3.7033e-02 1.7981e-02 6.9746e-02 3.3362e-01 8.5000e-01
5.0000e-03 7.5000e-03 1.6402e+00 1.7795e+00 6.7764e+00 8.9468e-01 3.3608e-02 3.7789e-02 1.8307e-02 7.1016e-02 3.3255e-01 8.5000e-01
