# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 9.2114e-01 9.5942e-01 1.1596e+01 3.3356e-01 2.5522e-02 9.2939e-03 6.1326e-03 2.4479e-02 3.9312e-01 9.0000e-01
7.3684e-04 7.9114e-04 1.1611e+00 1.2254e+00 1.0999e+01 4.7732e-01 2.5662e-02 1.1417e-02 7.3455e-03 2.9641e-02 3.5406e-01 9.0000e-01
9.7368e-04 1.0685e-03 1.3300e+00 1.4183e+00 1.0487e+01 5.8943e-01 2.5735e-02 1.3254e-02 8.3465e-03 3.3973e-02 3.3323e-01 9.0000e-01
1.2105e-03 1.3571e-03 1.4497e+00 1.5587e+00 1.0041e+01 6.7364e-01 2.5752e-02 1.4897e-02 9.2117e-03 3.7753e-02 3.2053e-01 9.0000e-01
1.4474e-03 1.6569e-03 1.5346e+00 1.6605e+00 9.6503e+00 7.3509e-01 2.5724e-02 1.6395e-02 9.9808e-03 4.1128e-02 3.1214e-01 9.0000e-01
1.6842e-03 1.9679e-03 1.5945e+00 1.7337e+00 9.3046e+00 7.7858e-01 2.5659e-02 1.7775e-02 1.0677e-02 4.4188e-02 3.0625e-01 9.0000e-01
1.9211e-03 2.2901e-03 1.6360e+00 1.7854e+00 8.9968e+00 8.0812e-01 2.5564e-02 1.9056e-02 1.1315e-02 4.6991e-02 3.0193e-01 9.0000e-01
2.1579e-03 2.6235e-03 1.6640e+00 1.8208e+00 8.7209e+00 8.2690e-01 2.5445e-02 2.0252e-02 1.1905e-02 4.9579e-02 2.9863e-01 9.0000e-01
2.3947e-03 2.9682e-03 1.6819e+00 1.8438e+00 8.4721e+00 8.3744e-01 2.5306e-02 2.1372e-02 1.2454e-02 5.1981e-02 2.9603e-01 9.0000e-01
2.6316e-03 3.3241e-03 1.6922e+00 1.8572e+00 8.2468e+00 8.4168e-01 2.5153e-02 2.2425e-02 1.2968e-02 5.4223e-02 2.9392e-01 9.0000e-01
2.8684e-03 3.6912e-03 1.6968e+00 1.8632e+00 8.0418e+00 8.4114e-01 2.4989e-02 2.3416e-02 1.3450e-02 5.6322e-02 2.9216e-01 9.0000e-01
3.1053e-03 4.0695e-03 1.6969e+00 1.8635e+00 7.8544e+00 8.3698e-01 2.4815e-02 2.4352e-02 1.3905e-02 5.8293e-02 2.9066e-01 9.0000e-01
3.3421e-03 4.4591e-03 1.6938e+00 1.8593e+00 7.6825e+00 8.3010e-01 2.4635e-02 2.5237e-02 1.4334e-02 6.0149e-02 2.8935e-01 9.0000e-01
3.5789e-03 4.8598e-03 1.6881e+00 1.8518e+00 7.5244e+00 8.2120e-01 2.4450e-02 2.6074e-02 1.4741e-02 6.1901e-02 2.8819e-01 9.0000e-01
3.8158e-03 5.2718e-03 1.6804e+00 1.8416e+00 7.3784e+00 8.1083e-01 2.4261e-02 2.6867e-02 1.5126e-02 6.3557e-02 2.8714e-01 9.0000e-01
4.0526e-03 5.6950e-03 1.6713e+00 1.8293e+00 7.2433e+00 7.9939e-01 2.4071e-02 2.7620e-02 1.5492e-02 6.5124e-02 2.8619e-01 9.0000e-01
4.2895e-03 6.1294e-03 1.6611e+00 1.8155e+00 7.1179e+00 7.8723e-01 2.3879e-02 2.8334e-02 1.5840e-02 6.6610e-02 2.8530e-01 9.0000e-01
4.5263e-03 6.5751e-03 1.6501e+00 1.8006e+00 7.0013e+00 7.7458e-01 2.3686e-02 2.9012e-02 1.6171e-02 6.8020e-02 2.8447e-01 9.0000e-01
4.7632e-03 7.0319e-03 1.6386e+00 1.7848e+00 6.8925e+00 7.6166e-01 2.3494e-02 2.9658e-02 1.6486e-02 6.9359e-02 2.8368e-01 9.0000e-01
5.0000e-03 7.5000e-03 1.6266e+00 1.7684e+00 6.7909e+00 7.4860e-01 2.3303e-02 3.0271e-02 1.6787e-02 7.0633e-02 2.8293e-01 9.0000e-01
