# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.5248e+00 1.6230e+00 1.1847e+01 1.4757e+00 1.0669e-01 2.9323e-02 8.9001e-03 3.1044e-02 6.3475e-01 5.0000e-01
7.3684e-04 7.9114e-04 1.7388e+00 1.8774e+00 1.0732e+01 1.7205e+00 1.0120e-01 3.6685e-02 1.0936e-02 3.7972e-02 5.6903e-01 5.0000e-01
9.7368e-04 1.0685e-03 1.8345e+00 1.9972e+00 9.8939e+00 1.7944e+00 9.6487e-02 4.2856e-02 1.2628e-02 4.3662e-02 5.3319e-01 5.0000e-01
1.2105e-03 1.3571e-03 1.8707e+00 2.0454e+00 9.2477e+00 1.7872e+00 9.2502e-02 4.8126e-02 1.4070e-02 4.8467e-02 5.1074e-01 5.0000e-01
1.4474e-03 1.6569e-03 1.8761e+00 2.0549e+00 8.7355e+00 1.7439e+00 8.9134e-02 5.2694e-02 1.5320e-02 5.2601e-02 4.9544e-01 5.0000e-01
1.6842e-03 1.9679e-03 1.8655e+00 2.0431e+00 8.3198e+00 1.6857e+00 8.6270e-02 5.6705e-02 1.6419e-02 5.6210e-02 4.8439e-01 5.0000e-01
1.9211e-03 2.2901e-03 1.8464e+00 2.0197e+00 7.9756e+00 1.6231e+00 8.3816e-02 6.0264e-02 1.7394e-02 5.9397e-02 4.7608e-01 5.0000e-01
2.1579e-03 2.6235e-03 1.8231e+00 1.9900e+00 7.6855e+00 1.5609e+00 8.1694e-02 6.3453e-02 1.8268e-02 6.2236e-02 4.6962e-01 5.0000e-01
2.3947e-03 2.9682e-03 1.7978e+00 1.9572e+00 7.4375e+00 1.5013e+00 7.9844e-02 6.6331e-02 1.9057e-02 6.4785e-02 4.6450e-01 5.0000e-01
2.6316e-03 3.3241e-03 1.7718e+00 1.9231e+00 7.2230e+00 1.4452e+00 7.8219e-02 6.8947e-02 1.9775e-02 6.7089e-02 4.6035e-01 5.0000e-01
2.8684e-03 3.6912e-03 1.7460e+00 1.8888e+00 7.0355e+00 1.3930e+00 7.6781e-02 7.1336e-02 2.0430e-02 6.9180e-02 4.5694e-01 5.0000e-01
3.1053e-03 4.0695e-03 1.7207e+00 1.8550e+00 6.8700e+00 1.3446e+00 7.5501e-02 7.3529e-02 2.1031e-02 7.1088e-02 4.5411e-01 5.0000e-01
3.3421e-03 4.4591e-03 1.6963e+00 1.8220e+00 6.7230e+00 1.2997e+00 7.4354e-02 7.5550e-02 2.1585e-02 7.2834e-02 4.5173e-01 5.0000e-01
3.5789e-03 4.8598e-03 1.6727e+00 1.7901e+00 6.5915e+00 1.2583e+00 7.3322e-02 7.7419e-02 2.2096e-02 7.4438e-02 4.4972e-01 5.0000e-01
3.8158e-03 5.2718e-03 1.6501e+00 1.7594e+00 6.4731e+00 1.2198e+00 7.2389e-02 7.9152e-02 2.2570e-02 7.5915e-02 4.4800e-01 5.0000e-01
4.0526e-03 5.6950e-03 1.6285e+00 1.7299e+00 6.3660e+00 1.1842e+00 7.1541e-02 8.0763e-02 2.3011e-02 7.7278e-02 4.4654e-01 5.0000e-01
4.2895e-03 6.1294e-03 1.6079e+00 1.7017e+00 6.2686e+00 1.1512e+00 7.0768e-02 8.2264e-02 2.3421e-02 7.8538e-02 4.4528e-01 5.0000e-01
4.5263e-03 6.5751e-03 1.5882e+00 1.6747e+00 6.1799e+00 1.1204e+00 7.0061e-02 8.3666e-02 2.3804e-02 7.9706e-02 4.4420e-01 5.0000e-01
4.7632e-03 7.0319e-03 1.5694e+00 1.6489e+00 6.0986e+00 1.0917e+00 6.9412e-02 8.4976e-02 2.4161e-02 8.0788e-02 4.4327e-01 5.0000e-01
5.0000e-03 7.5000e-03 1.5514e+00 1.6242e+00 6.0239e+00 1.0650e+00 6.8814e-02 8.6203e-02 2.4495e-02 8.1794e-02 4.4247e-01 5.0000e-01
