# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 9.6866e-01 1.0119e+00 1.1196e+01 2.5222e-01 1.9696e-02 1.3284e-02 2.4695e-03 2.6383e-02 2.6880e-01 8.5000e-01
7.3684e-04 7.9114e-04 1.2033e+00 1.2742e+00 1.0573e+01 3.3831e-01 1.8380e-02 1.6203e-02 2.9641e-03 3.1949e-02 2.3365e-01 8.5000e-01
9.7368e-04 1.0685e-03 1.3617e+00 1.4569e+00 1.0048e+01 3.9513e-01 1.7216e-02 1.8653e-02 3.3690e-03 3.6602e-02 2.1310e-01 8.5000e-01
1.2105e-03 1.3571e-03 1.4694e+00 1.5846e+00 9.5991e+00 4.3046e-01 1.6191e-02 2.0778e-02 3.7142e-03 4.0643e-02 1.9937e-01 8.5000e-01
1.4474e-03 1.6569e-03 1.5425e+00 1.6734e+00 9.2112e+00 4.5075e-01 1.5289e-02 2.2660e-02 4.0157e-03 4.4233e-02 1.8943e-01 8.5000e-01
1.6842e-03 1.9679e-03 1.5917e+00 1.7343e+00 8.8725e+00 4.6073e-01 1.4494e-02 2.4348e-02 4.2835e-03 4.7469e-02 1.8186e-01 8.5000e-01
1.9211e-03 2.2901e-03 1.6238e+00 1.7749e+00 8.5740e+00 4.6371e-01 1.3791e-02 2.5880e-02 4.5241e-03 5.0418e-02 1.7586e-01 8.5000e-01
2.1579e-03 2.6235e-03 1.6437e+00 1.8005e+00 8.3089e+00 4.6198e-01 1.3169e-02 2.7280e-02 4.7426e-03 5.3127e-02 1.7099e-01 8.5000e-01
2.3947e-03 2.9682e-03 1.6548e+00 1.8150e+00 8.0718e+00 4.5713e-01 1.2614e-02 2.8569e-02 4.9423e-03 5.5630e-02 1.6693e-01 8.5000e-01
2.6316e-03 3.3241e-03 1.6594e+00 1.8212e+00 7.8584e+00 4.5024e-01 1.2119e-02 2.9762e-02 5.1261e-03 5.7954e-02 1.6351e-01 8.5000e-01
2.8684e-03 3.6912e-03 1.6592e+00 1.8211e+00 7.6654e+00 4.4206e-01 1.1676e-02 3.0870e-02 5.2961e-03 6.0120e-02 1.6058e-01 8.5000e-01
3.1053e-03 4.0695e-03 1.6554e+00 1.8162e+00 7.4898e+00 4.3311e-01 1.1277e-02 3.1905e-02 5.4541e-03 6.2147e-02 1.5804e-01 8.5000e-01
3.3421e-03 4.4591e-03 1.6491e+00 1.8079e+00 7.3295e+00 4.2376e-01 1.0916e-02 3.2873e-02 5.6014e-03 6.4048e-02 1.5582e-01 8.5000e-01
3.5789e-03 4.8598e-03 1.6408e+00 1.7968e+00 7.1824e+00 4.1425e-01 1.0590e-02 3.3783e-02 5.7394e-03 6.5835e-02 1.5388e-01 8.5000e-01
3.8158e-03 5.2718e-03 1.6310e+00 1.7837e+00 7.0471e+00 4.0476e-01 1.0293e-02 3.4639e-02 5.8688e-03 6.7518e-02 1.5215e-01 8.5000e-01
4.0526e-03 5.6950e-03 1.6203e+00 1.7691e+00 6.9222e+00 3.9540e-01 1.0023e-02 3.5447e-02 5.9907e-03 6.9106e-02 1.5061e-01 8.5000e-01
4.2895e-03 6.1294e-03 1.6088e+00 1.7535e+00 6.8065e+00 3.8626e-01 9.7761e-03 3.6211e-02 6.1055e-03 7.0607e-02 1.4924e-01 8.5000e-01
4.5263e-03 6.5751e-03 1.5968e+00 1.7371e+00 6.6991e+00 3.7737e-01 9.5498e-03 3.6934e-02 6.2142e-03 7.2027e-02 1.4800e-01 8.5000e-01
4.7632e-03 7.0319e-03 1.5845e+00 1.7202e+00 6.5992e+00 3.6879e-01 9.3420e-03 3.7620e-02 6.3169e-03 7.3372e-02 1.4689e-01 8.5000e-01
5.0000e-03 7.5000e-03 1.5720e+00 1.7030e+00 6.5059e+00 3.6051e-01 9.1506e-03 3.8271e-02 6.4144e-03 7.4648e-02 1.4588e-01 8.5000e-01
