# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.0671e+00 1.1159e+00 1.2148e+01 6.7788e-01 6.4926e-02 1.5494e-02 7.3040e-03 2.4907e-02 5.9528e-01 7.5000e-01
7.3684e-04 7.9114e-04 1.3248e+00 1.4047e+00 1.1403e+01 9.3307e-01 6.4346e-02 1.9196e-02 8.7990e-03 3.0305e-02 5.3167e-01 7.5000e-01
9.7368e-04 1.0685e-03 1.4964e+00 1.6035e+00 1.0773e+01 1.1114e+00 6.3611e-02 2.2427e-02 1.0055e-02 3.4869e-02 4.9637e-01 7.5000e-01
1.2105e-03 1.3571e-03 1.6104e+00 1.7394e+00 1.0236e+01 1.2289e+00 6.2778e-02 2.5326e-02 1.1154e-02 3.8868e-02 4.7388e-01 7.5000e-01
1.4474e-03 1.6569e-03 1.6851e+00 1.8308e+00 9.7729e+00 1.3013e+00 6.1889e-02 2.7964e-02 1.2139e-02 4.2444e-02 4.5825e-01 7.5000e-01
1.6842e-03 1.9679e-03 1.7328e+00 1.8905e+00 9.3703e+00 1.3414e+00 6.0975e-02 3.0384e-02 1.3033e-02 4.5682e-02 4.4674e-01 7.5000e-01
1.9211e-03 2.2901e-03 1.7615e+00 1.9272e+00 9.0176e+00 1.3587e+00 6.0058e-02 3.2616e-02 1.3853e-02 4.8640e-02 4.3789e-01 7.5000e-01
2.1579e-03 2.6235e-03 1.7769e+00 1.9474e+00 8.7064e+00 1.3603e+00 5.9154e-02 3.4684e-02 1.4610e-02 5.1361e-02 4.3084e-01 7.5000e-01
2.3947e-03 2.9682e-03 1.7828e+00 1.9556e+00 8.4300e+00 1.3510e+00 5.8272e-02 3.6607e-02 1.5311e-02 5.3876e-02 4.2507e-01 7.5000e-01
2.6316e-03 3.3241e-03 1.7819e+00 1.9550e+00 8.1830e+00 1.3344e+00 5.7418e-02 3.8399e-02 1.5963e-02 5.6210e-02 4.2027e-01 7.5000e-01
2.8684e-03 3.6912e-03 1.7762e+00 1.9480e+00 7.9611e+00 1.3131e+00 5.6597e-02 4.0073e-02 1.6573e-02 5.8383e-02 4.1618e-01 7.5000e-01
3.1053e-03 4.0695e-03 1.7672e+00 1.9364e+00 7.7608e+00 1.2887e+00 5.5809e-02 4.1641e-02 1.7143e-02 6.0412e-02 4.1266e-01 7.5000e-01
3.3421e-03 4.4591e-03 1.7557e+00 1.9214e+00 7.5792e+00 1.2625e+00 5.5055e-02 4.3111e-02 1.7678e-02 6.2312e-02 4.0959e-01 7.5000e-01
3.5789e-03 4.8598e-03 1.7425e+00 1.9040e+00 7.4137e+00 1.2354e+00 5.4336e-02 4.4493e-02 1.8180e-02 6.4093e-02 4.0688e-01 7.5000e-01
3.8158e-03 5.2718e-03 1.7282e+00 1.8850e+00 7.2625e+00 1.2080e+00 5.3650e-02 4.5794e-02 1.8654e-02 6.5766e-02 4.0447e-01 7.5000e-01
4.0526e-03 5.6950e-03 1.7132e+00 1.8649e+00 7.1238e+00 1.1807e+00 5.2995e-02 4.7020e-02 1.9100e-02 6.7341e-02 4.0231e-01 7.5000e-01
4.2895e-03 6.1294e-03 1.6977e+00 1.8440e+00 6.9961e+00 1.1539e+00 5.2372e-02 4.8177e-02 1.9522e-02 6.8824e-02 4.0037e-01 7.5000e-01
4.5263e-03 6.5751e-03 1.6820e+00 1.8228e+00 6.8783e+00 1.1277e+00 5.1777e-02 4.9269e-02 1.9921e-02 7.0224e-02 3.9860e-01 7.5000e-01
4.7632e-03 7.0319e-03 1.6663e+00 1.8014e+00 6.7692e+00 1.1022e+00 5.1209e-02 5.0302e-02 2.0298e-02 7.1545e-02 3.9699e-01 7.5000e-01
5.0000e-03 7.5000e-03 1.6506e+00 1.7801e+00 6.6680e+00 1.0776e+00 5.0667e-02 5.1280e-02 2.0656e-02 7.2794e-02 3.9551e-01 7.5000e-01
