# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.2592e+00 1.3203e+00 1.3923e+01 1.3622e+00 1.2245e-01 1.8504e-02 1.2056e-02 2.2501e-02 8.5913e-01 6.0000e-01
7.3684e-04 7.9114e-04 1.5556e+00 1.6550e+00 1.2951e+01 1.8753e+00 1.2338e-01 2.3058e-02 1.4600e-02 2.7581e-02 7.7494e-01 6.0000e-01
9.7368e-04 1.0685e-03 1.7485e+00 1.8807e+00 1.2135e+01 2.2304e+00 1.2386e-01 2.7104e-02 1.6764e-02 3.1950e-02 7.2957e-01 6.0000e-01
1.2105e-03 1.3571e-03 1.8721e+00 2.0300e+00 1.1443e+01 2.4587e+00 1.2396e-01 3.0792e-02 1.8683e-02 3.5832e-02 7.0149e-01 6.0000e-01
1.4474e-03 1.6569e-03 1.9489e+00 2.1254e+00 1.0851e+01 2.5923e+00 1.2378e-01 3.4193e-02 2.0421e-02 3.9338e-02 6.8253e-01 6.0000e-01
1.6842e-03 1.9679e-03 1.9935e+00 2.1826e+00 1.0340e+01 2.6583e+00 1.2337e-01 3.7345e-02 2.2015e-02 4.2534e-02 6.6890e-01 6.0000e-01
1.9211e-03 2.2901e-03 2.0161e+00 2.2127e+00 9.8973e+00 2.6772e+00 1.2279e-01 4.0274e-02 2.3487e-02 4.5464e-02 6.5864e-01 6.0000e-01
2.1579e-03 2.6235e-03 2.0236e+00 2.2237e+00 9.5104e+00 2.6642e+00 1.2208e-01 4.3000e-02 2.4852e-02 4.8161e-02 6.5061e-01 6.0000e-01
2.3947e-03 2.9682e-03 2.0207e+00 2.2212e+00 9.1706e+00 2.6301e+00 1.2128e-01 4.5540e-02 2.6123e-02 5.0651e-02 6.4413e-01 6.0000e-01
2.6316e-03 3.3241e-03 2.0107e+00 2.2093e+00 8.8704e+00 2.5826e+00 1.2042e-01 4.7909e-02 2.7308e-02 5.2954e-02 6.3877e-01 6.0000e-01
2.8684e-03 3.6912e-03 1.9960e+00 2.1909e+00 8.6038e+00 2.5269e+00 1.1952e-01 5.0119e-02 2.8415e-02 5.5089e-02 6.3424e-01 6.0000e-01
3.1053e-03 4.0695e-03 1.9782e+00 2.1681e+00 8.3657e+00 2.4666e+00 1.1859e-01 5.2183e-02 2.9450e-02 5.7071e-02 6.3034e-01 6.0000e-01
3.3421e-03 4.4591e-03 1.9583e+00 2.1425e+00 8.1522e+00 2.4044e+00 1.1764e-01 5.4113e-02 3.0420e-02 5.8914e-02 6.2693e-01 6.0000e-01
3.5789e-03 4.8598e-03 1.9373e+00 2.1150e+00 7.9599e+00 2.3417e+00 1.1669e-01 5.5919e-02 3.1330e-02 6.0629e-02 6.2390e-01 6.0000e-01
3.8158e-03 5.2718e-03 1.9157e+00 2.0866e+00 7.7859e+00 2.2797e+00 1.1573e-01 5.7609e-02 3.2183e-02 6.2228e-02 6.2119e-01 6.0000e-01
4.0526e-03 5.6950e-03 1.8939e+00 2.0577e+00 7.6280e+00 2.2193e+00 1.1479e-01 5.9193e-02 3.2986e-02 6.3719e-02 6.1873e-01 6.0000e-01
4.2895e-03 6.1294e-03 1.8721e+00 2.0287e+00 7.4841e+00 2.1606e+00 1.1385e-01 6.0679e-02 3.3741e-02 6.5112e-02 6.1647e-01 6.0000e-01
4.5263e-03 6.5751e-03 1.8506e+00 2.0000e+00 7.3525e+00 2.1042e+00 1.1292e-01 6.2073e-02 3.4451e-02 6.6414e-02 6.1439e-01 6.0000e-01
4.7632e-03 7.0319e-03 1.8295e+00 1.9717e+00 7.2319e+00 2.0500e+00 1.1200e-01 6.3381e-02 3.5120e-02 6.7631e-02 6.1245e-01 6.0000e-01
5.0000e-03 7.5000e-03 1.8089e+00 1.9441e+00 7.1210e+00 1.9982e+00 1.1110e-01 6.4611e-02 3.5751e-02 6.8771e-02 6.1064e-01 6.0000e-01
