# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 2.2765e+00 2.4606e+00 1.3780e+01 4.6978e+00 2.0464e-01 3.2659e-02 1.6255e-02 3.0697e-02 9.0650e-01 3.5000e-01
7.3684e-04 7.9114e-04 2.4390e+00 2.6731e+00 1.1890e+01 4.9205e+00 1.9882e-01 4.2653e-02 2.0638e-02 3.8760e-02 8.2715e-01 3.5000e-01
9.7368e-04 1.0685e-03 2.4392e+00 2.6861e+00 1.0617e+01 4.6906e+00 1.9388e-01 5.1015e-02 2.4304e-02 4.5266e-02 7.8839e-01 3.5000e-01
1.2105e-03 1.3571e-03 2.3871e+00 2.6283e+00 9.7280e+00 4.3675e+00 1.8989e-01 5.7976e-02 2.7377e-02 5.0558e-02 7.6647e-01 3.5000e-01
1.4474e-03 1.6569e-03 2.3215e+00 2.5489e+00 9.0777e+00 4.0570e+00 1.8666e-01 6.3831e-02 2.9983e-02 5.4929e-02 7.5280e-01 3.5000e-01
1.6842e-03 1.9679e-03 2.2554e+00 2.4661e+00 8.5826e+00 3.7833e+00 1.8401e-01 6.8823e-02 3.2220e-02 5.8598e-02 7.4370e-01 3.5000e-01
1.9211e-03 2.2901e-03 2.1934e+00 2.3866e+00 8.1931e+00 3.5475e+00 1.8180e-01 7.3134e-02 3.4166e-02 6.1719e-02 7.3735e-01 3.5000e-01
2.1579e-03 2.6235e-03 2.1365e+00 2.3127e+00 7.8788e+00 3.3448e+00 1.7992e-01 7.6897e-02 3.5873e-02 6.4404e-02 7.3275e-01 3.5000e-01
2.3947e-03 2.9682e-03 2.0848e+00 2.2447e+00 7.6197e+00 3.1700e+00 1.7830e-01 8.0213e-02 3.7385e-02 6.6734e-02 7.2934e-01 3.5000e-01
2.6316e-03 3.3241e-03 2.0378e+00 2.1825e+00 7.4026e+00 3.0180e+00 1.7687e-01 8.3156e-02 3.8733e-02 6.8772e-02 7.2676e-01 3.5000e-01
2.8684e-03 3.6912e-03 1.9951e+00 2.1256e+00 7.2182e+00 2.8848e+00 1.7561e-01 8.5785e-02 3.9942e-02 7.0563e-02 7.2478e-01 3.5000e-01
3.1053e-03 4.0695e-03 1.9561e+00 2.0736e+00 7.0596e+00 2.7674e+00 1.7448e-01 8.8144e-02 4.1030e-02 7.2146e-02 7.2325e-01 3.5000e-01
3.3421e-03 4.4591e-03 1.9205e+00 2.0258e+00 6.9221e+00 2.6630e+00 1.7345e-01 9.0272e-02 4.2014e-02 7.3548e-02 7.2205e-01 3.5000e-01
3.5789e-03 4.8598e-03 1.8877e+00 1.9818e+00 6.8018e+00 2.5697e+00 1.7251e-01 9.2196e-02 4.2907e-02 7.4795e-02 7.2112e-01 3.5000e-01
3.8158e-03 5.2718e-03 1.8576e+00 1.9412e+00 6.6960e+00 2.4857e+00 1.7164e-01 9.3941e-02 4.3720e-02 7.5905e-02 7.2039e-01 3.5000e-01
4.0526e-03 5.6950e-03 1.8297e+00 1.9037e+00 6.6023e+00 2.4098e+00 1.7084e-01 9.5528e-02 4.4460e-02 7.6895e-02 7.1982e-01 3.5000e-01
4.2895e-03 6.1294e-03 1.8039e+00 1.8689e+00 6.5190e+00 2.3408e+00 1.7008e-01 9.6973e-02 4.5137e-02 7.7778e-02 7.1938e-01 3.5000e-01
4.5263e-03 6.5751e-03 1.7799e+00 1.8365e+00 6.4445e+00 2.2778e+00 1.6937e-01 9.8290e-02 4.5755e-02 7.8566e-02 7.1905e-01 3.5000e-01
4.7632e-03 7.0319e-03 1.7575e+00 1.8063e+00 6.3779e+00 2.2201e+00 1.6869e-01 9.9493e-02 4.6321e-02 7.9268e-02 7.1880e-01 3.5000e-01
5.0000e-03 7.5000e-03 1.7365e+00 1.7781e+00 6.3180e+00 2.1670e+00 1.6805e-01 1.0059e-01 4.6839e-02 7.9893e-02 7.1862e-01 3.5000e-01
