# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 2.2446e+00 2.4283e+00 1.3351e+01 4.4194e+00 1.9721e-01 3.3972e-02 1.6094e-02 3.1859e-02 8.7714e-01 3.5000e-01
7.3684e-04 7.9114e-04 2.3860e+00 2.6148e+00 1.1541e+01 4.5681e+00 1.9096e-01 4.4113e-02 2.0367e-02 3.9985e-02 8.0242e-01 3.5000e-01
9.7368e-04 1.0685e-03 2.3795e+00 2.6186e+00 1.0332e+01 4.3368e+00 1.8582e-01 5.2498e-02 2.3906e-02 4.6482e-02 7.6591e-01 3.5000e-01
1.2105e-03 1.3571e-03 2.3271e+00 2.5593e+00 9.4880e+00 4.0357e+00 1.8174e-01 5.9443e-02 2.6860e-02 5.1749e-02 7.4520e-01 3.5000e-01
1.4474e-03 1.6569e-03 2.2633e+00 2.4815e+00 8.8692e+00 3.7511e+00 1.7847e-01 6.5273e-02 2.9360e-02 5.6096e-02 7.3227e-01 3.5000e-01
1.6842e-03 1.9679e-03 2.1997e+00 2.4013e+00 8.3967e+00 3.5014e+00 1.7580e-01 7.0243e-02 3.1506e-02 5.9745e-02 7.2366e-01 3.5000e-01
1.9211e-03 2.2901e-03 2.1400e+00 2.3245e+00 8.0240e+00 3.2865e+00 1.7359e-01 7.4537e-02 3.3372e-02 6.2852e-02 7.1764e-01 3.5000e-01
2.1579e-03 2.6235e-03 2.0853e+00 2.2531e+00 7.7225e+00 3.1019e+00 1.7172e-01 7.8288e-02 3.5012e-02 6.5528e-02 7.1331e-01 3.5000e-01
2.3947e-03 2.9682e-03 2.0355e+00 2.1875e+00 7.4733e+00 2.9423e+00 1.7011e-01 8.1596e-02 3.6464e-02 6.7853e-02 7.1010e-01 3.5000e-01
2.6316e-03 3.3241e-03 1.9903e+00 2.1274e+00 7.2640e+00 2.8034e+00 1.6872e-01 8.4536e-02 3.7760e-02 6.9889e-02 7.0769e-01 3.5000e-01
2.8684e-03 3.6912e-03 1.9491e+00 2.0724e+00 7.0858e+00 2.6816e+00 1.6748e-01 8.7166e-02 3.8923e-02 7.1682e-02 7.0586e-01 3.5000e-01
3.1053e-03 4.0695e-03 1.9115e+00 2.0220e+00 6.9323e+00 2.5740e+00 1.6638e-01 8.9530e-02 3.9971e-02 7.3268e-02 7.0445e-01 3.5000e-01
3.3421e-03 4.4591e-03 1.8770e+00 1.9757e+00 6.7988e+00 2.4782e+00 1.6539e-01 9.1666e-02 4.0922e-02 7.4679e-02 7.0338e-01 3.5000e-01
3.5789e-03 4.8598e-03 1.8455e+00 1.9331e+00 6.6820e+00 2.3926e+00 1.6449e-01 9.3598e-02 4.1782e-02 7.5932e-02 7.0253e-01 3.5000e-01
3.8158e-03 5.2718e-03 1.8163e+00 1.8937e+00 6.5790e+00 2.3155e+00 1.6367e-01 9.5355e-02 4.2567e-02 7.7052e-02 7.0190e-01 3.5000e-01
4.0526e-03 5.6950e-03 1.7893e+00 1.8573e+00 6.4875e+00 2.2456e+00 1.6290e-01 9.6955e-02 4.3284e-02 7.8053e-02 7.0142e-01 3.5000e-01
4.2895e-03 6.1294e-03 1.7643e+00 1.8234e+00 6.4061e+00 2.1821e+00 1.6220e-01 9.8415e-02 4.3939e-02 7.8949e-02 7.0106e-01 3.5000e-01
4.5263e-03 6.5751e-03 1.7409e+00 1.7919e+00 6.3331e+00 2.1241e+00 1.6153e-01 9.9749e-02 4.4539e-02 7.9750e-02 7.0080e-01 3.5000e-01
4.7632e-03 7.0319e-03 1.7192e+00 1.7625e+00 6.2677e+00 2.0708e+00 1.6091e-01 1.0097e-01 4.5090e-02 8.0467e-02 7.0063e-01 3.5000e-01
5.0000e-03 7.5000e-03 1.6989e+00 1.7350e+00 6.2087e+00 2.0218e+00 1.6032e-01 1.0209e-01 4.5595e-02 8.1108e-02 7.0052e-01 3.5000e-01
