# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.9927e+00 2.1336e+00 1.4113e+01 3.6468e+00 1.9016e-01 2.8349e-02 1.4332e-02 2.7863e-02 9.1834e-01 4.0000e-01
7.3684e-04 7.9114e-04 2.2456e+00 2.4428e+00 1.2420e+01 4.1819e+00 1.8604e-01 3.6789e-02 1.8029e-02 3.5102e-02 8.2927e-01 4.0000e-01
9.7368e-04 1.0685e-03 2.3234e+00 2.5482e+00 1.1178e+01 4.2282e+00 1.8193e-01 4.4186e-02 2.1233e-02 4.1209e-02 7.8324e-01 4.0000e-01
1.2105e-03 1.3571e-03 2.3225e+00 2.5551e+00 1.0259e+01 4.0783e+00 1.7820e-01 5.0594e-02 2.4008e-02 4.6369e-02 7.5608e-01 4.0000e-01
1.4474e-03 1.6569e-03 2.2886e+00 2.5177e+00 9.5631e+00 3.8685e+00 1.7494e-01 5.6143e-02 2.6421e-02 5.0757e-02 7.3858e-01 4.0000e-01
1.6842e-03 1.9679e-03 2.2422e+00 2.4618e+00 9.0207e+00 3.6529e+00 1.7212e-01 6.0975e-02 2.8532e-02 5.4524e-02 7.2657e-01 4.0000e-01
1.9211e-03 2.2901e-03 2.1924e+00 2.3997e+00 8.5874e+00 3.4508e+00 1.6965e-01 6.5216e-02 3.0394e-02 5.7788e-02 7.1794e-01 4.0000e-01
2.1579e-03 2.6235e-03 2.1431e+00 2.3368e+00 8.2338e+00 3.2678e+00 1.6750e-01 6.8967e-02 3.2049e-02 6.0642e-02 7.1149e-01 4.0000e-01
2.3947e-03 2.9682e-03 2.0960e+00 2.2759e+00 7.9399e+00 3.1040e+00 1.6559e-01 7.2310e-02 3.3529e-02 6.3156e-02 7.0656e-01 4.0000e-01
2.6316e-03 3.3241e-03 2.0517e+00 2.2180e+00 7.6918e+00 2.9580e+00 1.6389e-01 7.5306e-02 3.4861e-02 6.5385e-02 7.0268e-01 4.0000e-01
2.8684e-03 3.6912e-03 2.0105e+00 2.1637e+00 7.4796e+00 2.8277e+00 1.6235e-01 7.8007e-02 3.6066e-02 6.7371e-02 6.9958e-01 4.0000e-01
3.1053e-03 4.0695e-03 1.9721e+00 2.1128e+00 7.2962e+00 2.7111e+00 1.6096e-01 8.0453e-02 3.7160e-02 6.9149e-02 6.9707e-01 4.0000e-01
3.3421e-03 4.4591e-03 1.9365e+00 2.0653e+00 7.1362e+00 2.6063e+00 1.5969e-01 8.2677e-02 3.8158e-02 7.0746e-02 6.9501e-01 4.0000e-01
3.5789e-03 4.8598e-03 1.9034e+00 2.0210e+00 6.9954e+00 2.5117e+00 1.5852e-01 8.4705e-02 3.9070e-02 7.2186e-02 6.9330e-01 4.0000e-01
3.8158e-03 5.2718e-03 1.8725e+00 1.9797e+00 6.8708e+00 2.4260e+00 1.5744e-01 8.6561e-02 3.9907e-02 7.3487e-02 6.9187e-01 4.0000e-01
4.0526e-03 5.6950e-03 1.8438e+00 1.9411e+00 6.7599e+00 2.3479e+00 1.5643e-01 8.8262e-02 4.0677e-02 7.4664e-02 6.9066e-01 4.0000e-01
4.2895e-03 6.1294e-03 1.8169e+00 1.9050e+00 6.6605e+00 2.2767e+00 1.5548e-01 8.9825e-02 4.1385e-02 7.5730e-02 6.8964e-01 4.0000e-01
4.5263e-03 6.5751e-03 1.7918e+00 1.8712e+00 6.5712e+00 2.2113e+00 1.5459e-01 9.1263e-02 4.2038e-02 7.6698e-02 6.8876e-01 4.0000e-01
4.7632e-03 7.0319e-03 1.7683e+00 1.8394e+00 6.4906e+00 2.1512e+00 1.5375e-01 9.2587e-02 4.2642e-02 7.7577e-02 6.8801e-01 4.0000e-01
5.0000e-03 7.5000e-03 1.7461e+00 1.8096e+00 6.4177e+00 2.0957e+00 1.5295e-01 9.3809e-02 4.3200e-02 7.8374e-02 6.8736e-01 4.0000e-01
