# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.0041e+00 1.0478e+00 1.2125e+01 5.6938e-01 5.3584e-02 1.3280e-02 7.9477e-03 2.4155e-02 5.6475e-01 8.0000e-01
7.3684e-04 7.9114e-04 1.2574e+00 1.3301e+00 1.1440e+01 8.0275e-01 5.3745e-02 1.6385e-02 9.5394e-03 2.9325e-02 5.0771e-01 8.0000e-01
9.7368e-04 1.0685e-03 1.4318e+00 1.5305e+00 1.0856e+01 9.7752e-01 5.3751e-02 1.9090e-02 1.0864e-02 3.3684e-02 4.7686e-01 8.0000e-01
1.2105e-03 1.3571e-03 1.5521e+00 1.6726e+00 1.0352e+01 1.1027e+00 5.3634e-02 2.1521e-02 1.2018e-02 3.7503e-02 4.5773e-01 8.0000e-01
1.4474e-03 1.6569e-03 1.6347e+00 1.7726e+00 9.9127e+00 1.1887e+00 5.3422e-02 2.3742e-02 1.3049e-02 4.0920e-02 4.4481e-01 8.0000e-01
1.6842e-03 1.9679e-03 1.6907e+00 1.8417e+00 9.5274e+00 1.2450e+00 5.3137e-02 2.5790e-02 1.3987e-02 4.4022e-02 4.3554e-01 8.0000e-01
1.9211e-03 2.2901e-03 1.7275e+00 1.8880e+00 9.1867e+00 1.2789e+00 5.2797e-02 2.7692e-02 1.4848e-02 4.6865e-02 4.2857e-01 8.0000e-01
2.1579e-03 2.6235e-03 1.7503e+00 1.9173e+00 8.8835e+00 1.2963e+00 5.2416e-02 2.9464e-02 1.5646e-02 4.9488e-02 4.2312e-01 8.0000e-01
2.3947e-03 2.9682e-03 1.7630e+00 1.9338e+00 8.6120e+00 1.3014e+00 5.2007e-02 3.1123e-02 1.6390e-02 5.1921e-02 4.1874e-01 8.0000e-01
2.6316e-03 3.3241e-03 1.7681e+00 1.9408e+00 8.3677e+00 1.2977e+00 5.1577e-02 3.2678e-02 1.7085e-02 5.4188e-02 4.1512e-01 8.0000e-01
2.8684e-03 3.6912e-03 1.7677e+00 1.9406e+00 8.1467e+00 1.2876e+00 5.1134e-02 3.4139e-02 1.7737e-02 5.6306e-02 4.1205e-01 8.0000e-01
3.1053e-03 4.0695e-03 1.7632e+00 1.9349e+00 7.9460e+00 1.2728e+00 5.0684e-02 3.5514e-02 1.8351e-02 5.8292e-02 4.0941e-01 8.0000e-01
3.3421e-03 4.4591e-03 1.7557e+00 1.9251e+00 7.7630e+00 1.2549e+00 5.0231e-02 3.6811e-02 1.8929e-02 6.0157e-02 4.0710e-01 8.0000e-01
3.5789e-03 4.8598e-03 1.7459e+00 1.9123e+00 7.5955e+00 1.2347e+00 4.9778e-02 3.8034e-02 1.9476e-02 6.1913e-02 4.0505e-01 8.0000e-01
3.8158e-03 5.2718e-03 1.7346e+00 1.8972e+00 7.4417e+00 1.2132e+00 4.9327e-02 3.9191e-02 1.9992e-02 6.3567e-02 4.0321e-01 8.0000e-01
4.0526e-03 5.6950e-03 1.7221e+00 1.8804e+00 7.3001e+00 1.1907e+00 4.8881e-02 4.0284e-02 2.0482e-02 6.5129e-02 4.0153e-01 8.0000e-01
4.2895e-03 6.1294e-03 1.7088e+00 1.8625e+00 7.1692e+00 1.1679e+00 4.8440e-02 4.1320e-02 2.0946e-02 6.6606e-02 3.9999e-01 8.0000e-01
4.5263e-03 6.5751e-03 1.6949e+00 1.8438e+00 7.0481e+00 1.1450e+00 4.8006e-02 4.2300e-02 2.1386e-02 6.8002e-02 3.9857e-01 8.0000e-01
4.7632e-03 7.0319e-03 1.6807e+00 1.8245e+00 6.9356e+00 1.1222e+00 4.7580e-02 4.3230e-02 2.1805e-02 6.9325e-02 3.9725e-01 8.0000e-01
5.0000e-03 7.5000e-03 1.6664e+00 1.8050e+00 6.8309e+00 1.0996e+00 4.7162e-02 4.4113e-02 2.2202e-02 7.0579e-02 3.9601e-01 8.0000e-01
