# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.9221e+00 2.0419e+00 1.6334e+01 3.9046e+00 2.1041e-01 2.3308e-02 1.4806e-02 2.2236e-02 1.0569e+00 4.0000e-01
7.3684e-04 7.9114e-04 2.2923e+00 2.4790e+00 1.4514e+01 4.9874e+00 2.1061e-01 3.0257e-02 1.8538e-02 2.8438e-02 9.4915e-01 4.0000e-01
9.7368e-04 1.0685e-03 2.4685e+00 2.7009e+00 1.3063e+01 5.4308e+00 2.0956e-01 3.6759e-02 2.1923e-02 3.4032e-02 8.9123e-01 4.0000e-01
1.2105e-03 1.3571e-03 2.5284e+00 2.7845e+00 1.1927e+01 5.4736e+00 2.0781e-01 4.2726e-02 2.4995e-02 3.9008e-02 8.5624e-01 4.0000e-01
1.4474e-03 1.6569e-03 2.5258e+00 2.7893e+00 1.1041e+01 5.3174e+00 2.0579e-01 4.8093e-02 2.7754e-02 4.3373e-02 8.3352e-01 4.0000e-01
1.6842e-03 1.9679e-03 2.4928e+00 2.7535e+00 1.0346e+01 5.0825e+00 2.0371e-01 5.2865e-02 3.0215e-02 4.7174e-02 8.1792e-01 4.0000e-01
1.9211e-03 2.2901e-03 2.4466e+00 2.6985e+00 9.7908e+00 4.8288e+00 2.0169e-01 5.7095e-02 3.2406e-02 5.0486e-02 8.0671e-01 4.0000e-01
2.1579e-03 2.6235e-03 2.3958e+00 2.6359e+00 9.3411e+00 4.5825e+00 1.9977e-01 6.0849e-02 3.4361e-02 5.3378e-02 7.9834e-01 4.0000e-01
2.3947e-03 2.9682e-03 2.3448e+00 2.5716e+00 8.9707e+00 4.3538e+00 1.9795e-01 6.4191e-02 3.6110e-02 5.5916e-02 7.9190e-01 4.0000e-01
2.6316e-03 3.3241e-03 2.2954e+00 2.5086e+00 8.6612e+00 4.1455e+00 1.9624e-01 6.7177e-02 3.7682e-02 5.8153e-02 7.8679e-01 4.0000e-01
2.8684e-03 3.6912e-03 2.2486e+00 2.4482e+00 8.3992e+00 3.9574e+00 1.9462e-01 6.9856e-02 3.9099e-02 6.0131e-02 7.8266e-01 4.0000e-01
3.1053e-03 4.0695e-03 2.2047e+00 2.3911e+00 8.1752e+00 3.7877e+00 1.9309e-01 7.2266e-02 4.0381e-02 6.1886e-02 7.7925e-01 4.0000e-01
3.3421e-03 4.4591e-03 2.1637e+00 2.3375e+00 7.9817e+00 3.6346e+00 1.9162e-01 7.4441e-02 4.1544e-02 6.3447e-02 7.7639e-01 4.0000e-01
3.5789e-03 4.8598e-03 2.1254e+00 2.2872e+00 7.8133e+00 3.4962e+00 1.9022e-01 7.6409e-02 4.2601e-02 6.4839e-02 7.7395e-01 4.0000e-01
3.8158e-03 5.2718e-03 2.0897e+00 2.2402e+00 7.6658e+00 3.3706e+00 1.8887e-01 7.8193e-02 4.3564e-02 6.6081e-02 7.7183e-01 4.0000e-01
4.0526e-03 5.6950e-03 2.0564e+00 2.1963e+00 7.5358e+00 3.2562e+00 1.8757e-01 7.9812e-02 4.4443e-02 6.7189e-02 7.6998e-01 4.0000e-01
4.2895e-03 6.1294e-03 2.0254e+00 2.1552e+00 7.4207e+00 3.1518e+00 1.8630e-01 8.1284e-02 4.5246e-02 6.8180e-02 7.6834e-01 4.0000e-01
4.5263e-03 6.5751e-03 1.9963e+00 2.1167e+00 7.3183e+00 3.0561e+00 1.8507e-01 8.2622e-02 4.5981e-02 6.9063e-02 7.6687e-01 4.0000e-01
4.7632e-03 7.0319e-03 1.9690e+00 2.0806e+00 7.2271e+00 2.9680e+00 1.8387e-01 8.3838e-02 4.6653e-02 6.9850e-02 7.6554e-01 4.0000e-01
5.0000e-03 7.5000e-03 1.9434e+00 2.0467e+00 7.1454e+00 2.8867e+00 1.8269e-01 8.4945e-02 4.7268e-02 7.0551e-02 7.6433e-01 4.0000e-01
