# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.0730e+00 1.1234e+00 1.1776e+01 5.9027e-01 5.5372e-02 1.6461e-02 5.6392e-03 2.6054e-02 5.1268e-01 7.5000e-01
7.3684e-04 7.9114e-04 1.3224e+00 1.4040e+00 1.1036e+01 7.9371e-01 5.3760e-02 2.0360e-02 6.8099e-03 3.1679e-02 4.5386e-01 7.5000e-01
9.7368e-04 1.0685e-03 1.4848e+00 1.5930e+00 1.0417e+01 9.2706e-01 5.2154e-02 2.3725e-02 7.7905e-03 3.6413e-02 4.2050e-01 7.5000e-01
1.2105e-03 1.3571e-03 1.5902e+00 1.7193e+00 9.8940e+00 1.0085e+00 5.0601e-02 2.6707e-02 8.6434e-03 4.0539e-02 3.9879e-01 7.5000e-01
1.4474e-03 1.6569e-03 1.6577e+00 1.8023e+00 9.4464e+00 1.0537e+00 4.9127e-02 2.9388e-02 9.4011e-03 4.4210e-02 3.8343e-01 7.5000e-01
1.6842e-03 1.9679e-03 1.6996e+00 1.8550e+00 9.0599e+00 1.0744e+00 4.7744e-02 3.1821e-02 1.0083e-02 4.7518e-02 3.7194e-01 7.5000e-01
1.9211e-03 2.2901e-03 1.7238e+00 1.8863e+00 8.7230e+00 1.0786e+00 4.6457e-02 3.4044e-02 1.0703e-02 5.0528e-02 3.6298e-01 7.5000e-01
2.1579e-03 2.6235e-03 1.7358e+00 1.9023e+00 8.4269e+00 1.0720e+00 4.5264e-02 3.6087e-02 1.1270e-02 5.3285e-02 3.5579e-01 7.5000e-01
2.3947e-03 2.9682e-03 1.7392e+00 1.9073e+00 8.1648e+00 1.0583e+00 4.4161e-02 3.7973e-02 1.1792e-02 5.5826e-02 3.4987e-01 7.5000e-01
2.6316e-03 3.3241e-03 1.7367e+00 1.9044e+00 7.9311e+00 1.0403e+00 4.3142e-02 3.9720e-02 1.2274e-02 5.8178e-02 3.4491e-01 7.5000e-01
2.8684e-03 3.6912e-03 1.7299e+00 1.8959e+00 7.7215e+00 1.0195e+00 4.2200e-02 4.1345e-02 1.2722e-02 6.0362e-02 3.4069e-01 7.5000e-01
3.1053e-03 4.0695e-03 1.7201e+00 1.8833e+00 7.5325e+00 9.9728e-01 4.1329e-02 4.2861e-02 1.3139e-02 6.2398e-02 3.3705e-01 7.5000e-01
3.3421e-03 4.4591e-03 1.7083e+00 1.8678e+00 7.3613e+00 9.7438e-01 4.0523e-02 4.4278e-02 1.3528e-02 6.4300e-02 3.3389e-01 7.5000e-01
3.5789e-03 4.8598e-03 1.6950e+00 1.8502e+00 7.2054e+00 9.5136e-01 3.9776e-02 4.5606e-02 1.3893e-02 6.6081e-02 3.3112e-01 7.5000e-01
3.8158e-03 5.2718e-03 1.6809e+00 1.8313e+00 7.0629e+00 9.2858e-01 3.9083e-02 4.6854e-02 1.4236e-02 6.7753e-02 3.2866e-01 7.5000e-01
4.0526e-03 5.6950e-03 1.6661e+00 1.8114e+00 6.9322e+00 9.0628e-01 3.8438e-02 4.8028e-02 1.4558e-02 6.9324e-02 3.2648e-01 7.5000e-01
4.2895e-03 6.1294e-03 1.6510e+00 1.7910e+00 6.8118e+00 8.8463e-01 3.7838e-02 4.9135e-02 1.4861e-02 7.0803e-02 3.2452e-01 7.5000e-01
4.5263e-03 6.5751e-03 1.6358e+00 1.7703e+00 6.7007e+00 8.6370e-01 3.7279e-02 5.0179e-02 1.5147e-02 7.2197e-02 3.2277e-01 7.5000e-01
4.7632e-03 7.0319e-03 1.6206e+00 1.7496e+00 6.5979e+00 8.4356e-01 3.6756e-02 5.1166e-02 1.5418e-02 7.3513e-02 3.2119e-01 7.5000e-01
5.0000e-03 7.5000e-03 1.6055e+00 1.7289e+00 6.5024e+00 8.2422e-01 3.6267e-02 5.2100e-02 1.5674e-02 7.4756e-02 3.1975e-01 7.5000e-01
