# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.4240e+00 1.5040e+00 1.2944e+01 1.5705e+00 1.2457e-01 2.3036e-02 1.0048e-02 2.6563e-02 7.7447e-01 5.5000e-01
7.3684e-04 7.9114e-04 1.6972e+00 1.8198e+00 1.1845e+01 1.9959e+00 1.2204e-01 2.9046e-02 1.2323e-02 3.2705e-02 6.9289e-01 5.5000e-01
9.7368e-04 1.0685e-03 1.8472e+00 2.0011e+00 1.0962e+01 2.2111e+00 1.1935e-01 3.4337e-02 1.4279e-02 3.7932e-02 6.4798e-01 5.5000e-01
1.2105e-03 1.3571e-03 1.9242e+00 2.0981e+00 1.0248e+01 2.2944e+00 1.1667e-01 3.9053e-02 1.6003e-02 4.2488e-02 6.1968e-01 5.5000e-01
1.4474e-03 1.6569e-03 1.9580e+00 2.1431e+00 9.6634e+00 2.3014e+00 1.1411e-01 4.3281e-02 1.7540e-02 4.6510e-02 6.0028e-01 5.5000e-01
1.6842e-03 1.9679e-03 1.9662e+00 2.1560e+00 9.1784e+00 2.2664e+00 1.1172e-01 4.7088e-02 1.8921e-02 5.0091e-02 5.8621e-01 5.5000e-01
1.9211e-03 2.2901e-03 1.9594e+00 2.1492e+00 8.7711e+00 2.2097e+00 1.0952e-01 5.0532e-02 2.0170e-02 5.3303e-02 5.7557e-01 5.5000e-01
2.1579e-03 2.6235e-03 1.9436e+00 2.1304e+00 8.4247e+00 2.1429e+00 1.0750e-01 5.3661e-02 2.1305e-02 5.6202e-02 5.6726e-01 5.5000e-01
2.3947e-03 2.9682e-03 1.9228e+00 2.1043e+00 8.1269e+00 2.0726e+00 1.0565e-01 5.6517e-02 2.2341e-02 5.8832e-02 5.6060e-01 5.5000e-01
2.6316e-03 3.3241e-03 1.8992e+00 2.0742e+00 7.8683e+00 2.0024e+00 1.0395e-01 5.9133e-02 2.3292e-02 6.1228e-02 5.5515e-01 5.5000e-01
2.8684e-03 3.6912e-03 1.8742e+00 2.0419e+00 7.6417e+00 1.9342e+00 1.0239e-01 6.1539e-02 2.4166e-02 6.3421e-02 5.5063e-01 5.5000e-01
3.1053e-03 4.0695e-03 1.8489e+00 2.0086e+00 7.4416e+00 1.8691e+00 1.0096e-01 6.3758e-02 2.4974e-02 6.5434e-02 5.4681e-01 5.5000e-01
3.3421e-03 4.4591e-03 1.8236e+00 1.9752e+00 7.2637e+00 1.8076e+00 9.9634e-02 6.5812e-02 2.5723e-02 6.7287e-02 5.4355e-01 5.5000e-01
3.5789e-03 4.8598e-03 1.7988e+00 1.9422e+00 7.1045e+00 1.7496e+00 9.8412e-02 6.7717e-02 2.6418e-02 6.8999e-02 5.4075e-01 5.5000e-01
3.8158e-03 5.2718e-03 1.7746e+00 1.9098e+00 6.9612e+00 1.6953e+00 9.7278e-02 6.9490e-02 2.7064e-02 7.0583e-02 5.3831e-01 5.5000e-01
4.0526e-03 5.6950e-03 1.7513e+00 1.8784e+00 6.8316e+00 1.6444e+00 9.6224e-02 7.1141e-02 2.7668e-02 7.2052e-02 5.3617e-01 5.5000e-01
4.2895e-03 6.1294e-03 1.7288e+00 1.8480e+00 6.7139e+00 1.5968e+00 9.5240e-02 7.2683e-02 2.8232e-02 7.3416e-02 5.3429e-01 5.5000e-01
4.5263e-03 6.5751e-03 1.7071e+00 1.8187e+00 6.6066e+00 1.5522e+00 9.4321e-02 7.4124e-02 2.8760e-02 7.4685e-02 5.3263e-01 5.5000e-01
4.7632e-03 7.0319e-03 1.6863e+00 1.7905e+00 6.5084e+00 1.5104e+00 9.3459e-02 7.5474e-02 2.9255e-02 7.5867e-02 5.3114e-01 5.5000e-01
5.0000e-03 7.5000e-03 1.6664e+00 1.7633e+00 6.4182e+00 1.4712e+00 9.2649e-02 7.6740e-02 2.9719e-02 7.6969e-02 5.2981e-01 5.5000e-01
