# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.6937e+00 1.7918e+00 1.5490e+01 2.8971e+00 1.8581e-01 2.2338e-02 1.3907e-02 2.2531e-02 1.0100e+00 4.5000e-01
7.3684e-04 7.9114e-04 2.0398e+00 2.1941e+00 1.4004e+01 3.7809e+00 1.8626e-01 2.8536e-02 1.7179e-02 2.8292e-02 9.0873e-01 4.5000e-01
9.7368e-04 1.0685e-03 2.2287e+00 2.4249e+00 1.2793e+01 4.2406e+00 1.8577e-01 3.4240e-02 2.0088e-02 3.3414e-02 8.5377e-01 4.5000e-01
1.2105e-03 1.3571e-03 2.3184e+00 2.5410e+00 1.1810e+01 4.4065e+00 1.8464e-01 3.9499e-02 2.2727e-02 3.8007e-02 8.1979e-01 4.5000e-01
1.4474e-03 1.6569e-03 2.3485e+00 2.5843e+00 1.1012e+01 4.3962e+00 1.8315e-01 4.4311e-02 2.5127e-02 4.2118e-02 7.9706e-01 4.5000e-01
1.6842e-03 1.9679e-03 2.3442e+00 2.5837e+00 1.0361e+01 4.2918e+00 1.8147e-01 4.8684e-02 2.7306e-02 4.5787e-02 7.8099e-01 4.5000e-01
1.9211e-03 2.2901e-03 2.3210e+00 2.5579e+00 9.8257e+00 4.1435e+00 1.7973e-01 5.2644e-02 2.9282e-02 4.9059e-02 7.6914e-01 4.5000e-01
2.1579e-03 2.6235e-03 2.2881e+00 2.5183e+00 9.3809e+00 3.9793e+00 1.7799e-01 5.6225e-02 3.1076e-02 5.1981e-02 7.6010e-01 4.5000e-01
2.3947e-03 2.9682e-03 2.2506e+00 2.4717e+00 9.0070e+00 3.8140e+00 1.7630e-01 5.9469e-02 3.2706e-02 5.4596e-02 7.5299e-01 4.5000e-01
2.6316e-03 3.3241e-03 2.2115e+00 2.4223e+00 8.6893e+00 3.6549e+00 1.7467e-01 6.2411e-02 3.4190e-02 5.6943e-02 7.4727e-01 4.5000e-01
2.8684e-03 3.6912e-03 2.1726e+00 2.3723e+00 8.4165e+00 3.5051e+00 1.7310e-01 6.5087e-02 3.5546e-02 5.9055e-02 7.4257e-01 4.5000e-01
3.1053e-03 4.0695e-03 2.1347e+00 2.3231e+00 8.1803e+00 3.3658e+00 1.7159e-01 6.7527e-02 3.6787e-02 6.0962e-02 7.3863e-01 4.5000e-01
3.3421e-03 4.4591e-03 2.0982e+00 2.2755e+00 7.9740e+00 3.2371e+00 1.7015e-01 6.9756e-02 3.7926e-02 6.2686e-02 7.3529e-01 4.5000e-01
3.5789e-03 4.8598e-03 2.0634e+00 2.2299e+00 7.7926e+00 3.1184e+00 1.6876e-01 7.1798e-02 3.8972e-02 6.4250e-02 7.3241e-01 4.5000e-01
3.8158e-03 5.2718e-03 2.0304e+00 2.1864e+00 7.6319e+00 3.0091e+00 1.6742e-01 7.3671e-02 3.9937e-02 6.5670e-02 7.2989e-01 4.5000e-01
4.0526e-03 5.6950e-03 1.9992e+00 2.1450e+00 7.4890e+00 2.9083e+00 1.6614e-01 7.5392e-02 4.0827e-02 6.6962e-02 7.2767e-01 4.5000e-01
4.2895e-03 6.1294e-03 1.9696e+00 2.1058e+00 7.3611e+00 2.8152e+00 1.6489e-01 7.6976e-02 4.1649e-02 6.8137e-02 7.2568e-01 4.5000e-01
4.5263e-03 6.5751e-03 1.9417e+00 2.0686e+00 7.2463e+00 2.7291e+00 1.6369e-01 7.8435e-02 4.2410e-02 6.9208e-02 7.2390e-01 4.5000e-01
4.7632e-03 7.0319e-03 1.9152e+00 2.0334e+00 7.1427e+00 2.6493e+00 1.6252e-01 7.9780e-02 4.3114e-02 7.0185e-02 7.2228e-01 4.5000e-01
5.0000e-03 7.5000e-03 1.8902e+00 2.0001e+00 7.0490e+00 2.5752e+00 1.6138e-01 8.1021e-02 4.3767e-02 7.1074e-02 7.2079e-01 4.5000e-01
