# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.9692e+00 2.0978e+00 1.5603e+01 3.9444e+00 2.0667e-01 2.4795e-02 1.4768e-02 2.4043e-02 1.0172e+00 4.0000e-01
7.3684e-04 7.9114e-04 2.3049e+00 2.4988e+00 1.3801e+01 4.8574e+00 2.0531e-01 3.2273e-02 1.8546e-02 3.0640e-02 9.1432e-01 4.0000e-01
9.7368e-04 1.0685e-03 2.4448e+00 2.6788e+00 1.2404e+01 5.1393e+00 2.0306e-01 3.9144e-02 2.1935e-02 3.6463e-02 8.5985e-01 4.0000e-01
1.2105e-03 1.3571e-03 2.4784e+00 2.7301e+00 1.1334e+01 5.0823e+00 2.0049e-01 4.5322e-02 2.4962e-02 4.1542e-02 8.2737e-01 4.0000e-01
1.4474e-03 1.6569e-03 2.4604e+00 2.7148e+00 1.0512e+01 4.8815e+00 1.9793e-01 5.0794e-02 2.7647e-02 4.5938e-02 8.0641e-01 4.0000e-01
1.6842e-03 1.9679e-03 2.4193e+00 2.6678e+00 9.8690e+00 4.6360e+00 1.9552e-01 5.5616e-02 3.0022e-02 4.9741e-02 7.9206e-01 4.0000e-01
1.9211e-03 2.2901e-03 2.3695e+00 2.6074e+00 9.3572e+00 4.3891e+00 1.9330e-01 5.9872e-02 3.2128e-02 5.3045e-02 7.8176e-01 4.0000e-01
2.1579e-03 2.6235e-03 2.3176e+00 2.5425e+00 8.9418e+00 4.1576e+00 1.9126e-01 6.3642e-02 3.4004e-02 5.5931e-02 7.7407e-01 4.0000e-01
2.3947e-03 2.9682e-03 2.2667e+00 2.4778e+00 8.5987e+00 3.9467e+00 1.8939e-01 6.6999e-02 3.5682e-02 5.8467e-02 7.6815e-01 4.0000e-01
2.6316e-03 3.3241e-03 2.2183e+00 2.4154e+00 8.3110e+00 3.7568e+00 1.8766e-01 7.0002e-02 3.7191e-02 6.0707e-02 7.6348e-01 4.0000e-01
2.8684e-03 3.6912e-03 2.1727e+00 2.3562e+00 8.0667e+00 3.5864e+00 1.8607e-01 7.2700e-02 3.8553e-02 6.2694e-02 7.5972e-01 4.0000e-01
3.1053e-03 4.0695e-03 2.1302e+00 2.3006e+00 7.8569e+00 3.4335e+00 1.8458e-01 7.5134e-02 3.9787e-02 6.4463e-02 7.5663e-01 4.0000e-01
3.3421e-03 4.4591e-03 2.0907e+00 2.2485e+00 7.6751e+00 3.2958e+00 1.8318e-01 7.7338e-02 4.0909e-02 6.6044e-02 7.5405e-01 4.0000e-01
3.5789e-03 4.8598e-03 2.0539e+00 2.1999e+00 7.5163e+00 3.1716e+00 1.8186e-01 7.9337e-02 4.1932e-02 6.7459e-02 7.5187e-01 4.0000e-01
3.8158e-03 5.2718e-03 2.0196e+00 2.1545e+00 7.3766e+00 3.0591e+00 1.8061e-01 8.1156e-02 4.2866e-02 6.8729e-02 7.5000e-01 4.0000e-01
4.0526e-03 5.6950e-03 1.9877e+00 2.1121e+00 7.2530e+00 2.9567e+00 1.7941e-01 8.2814e-02 4.3722e-02 6.9869e-02 7.4838e-01 4.0000e-01
4.2895e-03 6.1294e-03 1.9579e+00 2.0724e+00 7.1431e+00 2.8633e+00 1.7827e-01 8.4328e-02 4.4506e-02 7.0893e-02 7.4697e-01 4.0000e-01
4.5263e-03 6.5751e-03 1.9300e+00 2.0353e+00 7.0450e+00 2.7777e+00 1.7717e-01 8.5711e-02 4.5225e-02 7.1814e-02 7.4572e-01 4.0000e-01
4.7632e-03 7.0319e-03 1.9039e+00 2.0005e+00 6.9570e+00 2.6990e+00 1.7610e-01 8.6975e-02 4.5886e-02 7.2641e-02 7.4460e-01 4.0000e-01
5.0000e-03 7.5000e-03 1.8794e+00 1.9679e+00 6.8780e+00 2.6264e+00 1.7507e-01 8.8132e-02 4.6494e-02 7.3383e-02 7.4360e-01 4.0000e-01
