# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.0086e+00 1.0565e+00 1.0959e+01 1.8400e-01 1.2466e-02 1.7126e-02 1.6525e-03 2.7736e-02 1.8089e-01 8.0000e-01
7.3684e-04 7.9114e-04 1.2374e+00 1.3141e+00 1.0330e+01 2.3840e-01 1.1123e-02 2.0626e-02 1.9713e-03 3.3499e-02 1.5571e-01 8.0000e-01
9.7368e-04 1.0685e-03 1.3874e+00 1.4887e+00 9.8073e+00 2.7118e-01 1.0038e-02 2.3485e-02 2.2271e-03 3.8284e-02 1.4089e-01 8.0000e-01
1.2105e-03 1.3571e-03 1.4868e+00 1.6075e+00 9.3657e+00 2.8944e-01 9.1521e-03 2.5918e-02 2.4415e-03 4.2416e-02 1.3094e-01 8.0000e-01
1.4474e-03 1.6569e-03 1.5525e+00 1.6880e+00 8.9869e+00 2.9824e-01 8.4197e-03 2.8040e-02 2.6262e-03 4.6068e-02 1.2373e-01 8.0000e-01
1.6842e-03 1.9679e-03 1.5954e+00 1.7416e+00 8.6581e+00 3.0095e-01 7.8072e-03 2.9923e-02 2.7884e-03 4.9347e-02 1.1824e-01 8.0000e-01
1.9211e-03 2.2901e-03 1.6224e+00 1.7759e+00 8.3696e+00 2.9979e-01 7.2897e-03 3.1618e-02 2.9330e-03 5.2325e-02 1.1390e-01 8.0000e-01
2.1579e-03 2.6235e-03 1.6381e+00 1.7962e+00 8.1142e+00 2.9617e-01 6.8480e-03 3.3158e-02 3.0632e-03 5.5050e-02 1.1037e-01 8.0000e-01
2.3947e-03 2.9682e-03 1.6457e+00 1.8063e+00 7.8864e+00 2.9103e-01 6.4679e-03 3.4570e-02 3.1817e-03 5.7562e-02 1.0746e-01 8.0000e-01
2.6316e-03 3.3241e-03 1.6475e+00 1.8088e+00 7.6818e+00 2.8500e-01 6.1381e-03 3.5872e-02 3.2902e-03 5.9888e-02 1.0500e-01 8.0000e-01
2.8684e-03 3.6912e-03 1.6451e+00 1.8056e+00 7.4970e+00 2.7849e-01 5.8499e-03 3.7080e-02 3.3902e-03 6.2051e-02 1.0291e-01 8.0000e-01
3.1053e-03 4.0695e-03 1.6395e+00 1.7983e+00 7.3291e+00 2.7176e-01 5.5965e-03 3.8205e-02 3.4829e-03 6.4070e-02 1.0110e-01 8.0000e-01
3.3421e-03 4.4591e-03 1.6317e+00 1.7878e+00 7.1760e+00 2.6500e-01 5.3722e-03 3.9257e-02 3.5691e-03 6.5960e-02 9.9535e-02 8.0000e-01
3.5789e-03 4.8598e-03 1.6222e+00 1.7750e+00 7.0357e+00 2.5831e-01 5.1727e-03 4.0245e-02 3.6497e-03 6.7732e-02 9.8161e-02 8.0000e-01
3.8158e-03 5.2718e-03 1.6115e+00 1.7606e+00 6.9067e+00 2.5178e-01 4.9944e-03 4.1175e-02 3.7252e-03 6.9399e-02 9.6949e-02 8.0000e-01
4.0526e-03 5.6950e-03 1.6001e+00 1.7449e+00 6.7877e+00 2.4546e-01 4.8344e-03 4.2051e-02 3.7961e-03 7.0968e-02 9.5876e-02 8.0000e-01
4.2895e-03 6.1294e-03 1.5880e+00 1.7284e+00 6.6775e+00 2.3937e-01 4.6901e-03 4.2880e-02 3.8629e-03 7.2448e-02 9.4920e-02 8.0000e-01
4.5263e-03 6.5751e-03 1.5756e+00 1.7113e+00 6.5753e+00 2.3352e-01 4.5595e-03 4.3665e-02 3.9260e-03 7.3846e-02 9.4065e-02 8.0000e-01
4.7632e-03 7.0319e-03 1.5630e+00 1.6939e+00 6.4803e+00 2.2792e-01 4.4410e-03 4.4409e-02 3.9856e-03 7.5167e-02 9.3299e-02 8.0000e-01
5.0000e-03 7.5000e-03 1.5503e+00 1.6763e+00 6.3916e+00 2.2258e-01 4.3330e-03 4.5116e-02 4.0421e-03 7.6418e-02 9.2610e-02 8.0000e-01
