# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.1382e+00 1.1940e+00 1.1913e+01 7.2667e-01 6.7671e-02 1.8500e-02 6.3284e-03 2.6467e-02 5.6094e-01 7.0000e-01
7.3684e-04 7.9114e-04 1.3906e+00 1.4797e+00 1.1111e+01 9.6145e-01 6.5584e-02 2.2949e-02 7.6665e-03 3.2235e-02 4.9718e-01 7.0000e-01
9.7368e-04 1.0685e-03 1.5495e+00 1.6660e+00 1.0448e+01 1.1071e+00 6.3526e-02 2.6793e-02 8.7916e-03 3.7091e-02 4.6113e-01 7.0000e-01
1.2105e-03 1.3571e-03 1.6486e+00 1.7859e+00 9.8922e+00 1.1897e+00 6.1556e-02 3.0196e-02 9.7715e-03 4.1320e-02 4.3776e-01 7.0000e-01
1.4474e-03 1.6569e-03 1.7089e+00 1.8609e+00 9.4221e+00 1.2302e+00 5.9708e-02 3.3247e-02 1.0641e-02 4.5072e-02 4.2128e-01 7.0000e-01
1.6842e-03 1.9679e-03 1.7436e+00 1.9053e+00 9.0196e+00 1.2434e+00 5.7992e-02 3.6009e-02 1.1423e-02 4.8445e-02 4.0899e-01 7.0000e-01
1.9211e-03 2.2901e-03 1.7613e+00 1.9287e+00 8.6717e+00 1.2392e+00 5.6410e-02 3.8524e-02 1.2132e-02 5.1504e-02 3.9946e-01 7.0000e-01
2.1579e-03 2.6235e-03 1.7674e+00 1.9374e+00 8.3681e+00 1.2240e+00 5.4957e-02 4.0828e-02 1.2780e-02 5.4297e-02 3.9183e-01 7.0000e-01
2.3947e-03 2.9682e-03 1.7657e+00 1.9359e+00 8.1010e+00 1.2021e+00 5.3623e-02 4.2949e-02 1.3374e-02 5.6862e-02 3.8558e-01 7.0000e-01
2.6316e-03 3.3241e-03 1.7587e+00 1.9273e+00 7.8642e+00 1.1764e+00 5.2399e-02 4.4909e-02 1.3923e-02 5.9229e-02 3.8036e-01 7.0000e-01
2.8684e-03 3.6912e-03 1.7480e+00 1.9137e+00 7.6529e+00 1.1487e+00 5.1275e-02 4.6726e-02 1.4430e-02 6.1420e-02 3.7594e-01 7.0000e-01
3.1053e-03 4.0695e-03 1.7350e+00 1.8967e+00 7.4632e+00 1.1202e+00 5.0242e-02 4.8417e-02 1.4902e-02 6.3456e-02 3.7215e-01 7.0000e-01
3.3421e-03 4.4591e-03 1.7203e+00 1.8774e+00 7.2920e+00 1.0916e+00 4.9289e-02 4.9995e-02 1.5342e-02 6.5353e-02 3.6887e-01 7.0000e-01
3.5789e-03 4.8598e-03 1.7046e+00 1.8566e+00 7.1367e+00 1.0634e+00 4.8411e-02 5.1470e-02 1.5753e-02 6.7125e-02 3.6599e-01 7.0000e-01
3.8158e-03 5.2718e-03 1.6883e+00 1.8348e+00 6.9952e+00 1.0360e+00 4.7598e-02 5.2853e-02 1.6138e-02 6.8782e-02 3.6346e-01 7.0000e-01
4.0526e-03 5.6950e-03 1.6717e+00 1.8125e+00 6.8658e+00 1.0095e+00 4.6845e-02 5.4152e-02 1.6500e-02 7.0337e-02 3.6122e-01 7.0000e-01
4.2895e-03 6.1294e-03 1.6551e+00 1.7899e+00 6.7469e+00 9.8406e-01 4.6146e-02 5.5374e-02 1.6840e-02 7.1796e-02 3.5922e-01 7.0000e-01
4.5263e-03 6.5751e-03 1.6386e+00 1.7674e+00 6.6375e+00 9.5968e-01 4.5496e-02 5.6525e-02 1.7160e-02 7.3168e-02 3.5743e-01 7.0000e-01
4.7632e-03 7.0319e-03 1.6222e+00 1.7451e+00 6.5364e+00 9.3639e-01 4.4891e-02 5.7611e-02 1.7463e-02 7.4459e-02 3.5583e-01 7.0000e-01
5.0000e-03 7.5000e-03 1.6061e+00 1.7231e+00 6.4428e+00 9.1418e-01 4.4325e-02 5.8637e-02 1.7748e-02 7.5676e-02 3.5438e-01 7.0000e-01
