# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.1843e+00 1.2404e+00 1.3277e+01 1.0987e+00 1.0324e-01 1.7593e-02 1.0823e-02 2.3291e-02 7.8331e-01 6.5000e-01
7.3684e-04 7.9114e-04 1.4665e+00 1.5581e+00 1.2395e+01 1.5170e+00 1.0374e-01 2.1876e-02 1.3077e-02 2.8462e-02 7.0536e-01 6.5000e-01
9.7368e-04 1.0685e-03 1.6522e+00 1.7743e+00 1.1652e+01 1.8102e+00 1.0388e-01 2.5660e-02 1.4985e-02 3.2880e-02 6.6318e-01 6.5000e-01
1.2105e-03 1.3571e-03 1.7731e+00 1.9196e+00 1.1020e+01 2.0025e+00 1.0374e-01 2.9095e-02 1.6668e-02 3.6784e-02 6.3695e-01 6.5000e-01
1.4474e-03 1.6569e-03 1.8501e+00 2.0145e+00 1.0477e+01 2.1193e+00 1.0338e-01 3.2250e-02 1.8188e-02 4.0298e-02 6.1917e-01 6.5000e-01
1.6842e-03 1.9679e-03 1.8968e+00 2.0737e+00 1.0007e+01 2.1815e+00 1.0285e-01 3.5169e-02 1.9578e-02 4.3494e-02 6.0635e-01 6.5000e-01
1.9211e-03 2.2901e-03 1.9225e+00 2.1073e+00 9.5981e+00 2.2053e+00 1.0221e-01 3.7879e-02 2.0860e-02 4.6424e-02 5.9666e-01 6.5000e-01
2.1579e-03 2.6235e-03 1.9337e+00 2.1227e+00 9.2389e+00 2.2027e+00 1.0148e-01 4.0400e-02 2.2049e-02 4.9121e-02 5.8907e-01 6.5000e-01
2.3947e-03 2.9682e-03 1.9347e+00 2.1250e+00 8.9218e+00 2.1820e+00 1.0069e-01 4.2752e-02 2.3155e-02 5.1614e-02 5.8293e-01 6.5000e-01
2.6316e-03 3.3241e-03 1.9287e+00 2.1179e+00 8.6402e+00 2.1495e+00 9.9867e-02 4.4947e-02 2.4187e-02 5.3926e-02 5.7785e-01 6.5000e-01
2.8684e-03 3.6912e-03 1.9178e+00 2.1043e+00 8.3889e+00 2.1094e+00 9.9020e-02 4.7000e-02 2.5153e-02 5.6074e-02 5.7355e-01 6.5000e-01
3.1053e-03 4.0695e-03 1.9035e+00 2.0861e+00 8.1635e+00 2.0647e+00 9.8163e-02 4.8921e-02 2.6057e-02 5.8075e-02 5.6984e-01 6.5000e-01
3.3421e-03 4.4591e-03 1.8870e+00 2.0647e+00 7.9604e+00 2.0176e+00 9.7304e-02 5.0722e-02 2.6906e-02 5.9941e-02 5.6661e-01 6.5000e-01
3.5789e-03 4.8598e-03 1.8691e+00 2.0412e+00 7.7766e+00 1.9695e+00 9.6449e-02 5.2411e-02 2.7704e-02 6.1685e-02 5.6374e-01 6.5000e-01
3.8158e-03 5.2718e-03 1.8503e+00 2.0164e+00 7.6096e+00 1.9213e+00 9.5603e-02 5.3998e-02 2.8455e-02 6.3316e-02 5.6118e-01 6.5000e-01
4.0526e-03 5.6950e-03 1.8311e+00 1.9908e+00 7.4573e+00 1.8738e+00 9.4769e-02 5.5489e-02 2.9162e-02 6.4845e-02 5.5886e-01 6.5000e-01
4.2895e-03 6.1294e-03 1.8117e+00 1.9649e+00 7.3180e+00 1.8273e+00 9.3949e-02 5.6891e-02 2.9829e-02 6.6278e-02 5.5674e-01 6.5000e-01
4.5263e-03 6.5751e-03 1.7924e+00 1.9389e+00 7.1902e+00 1.7823e+00 9.3144e-02 5.8212e-02 3.0458e-02 6.7623e-02 5.5479e-01 6.5000e-01
4.7632e-03 7.0319e-03 1.7732e+00 1.9132e+00 7.0725e+00 1.7388e+00 9.2354e-02 5.9456e-02 3.1052e-02 6.8887e-02 5.5298e-01 6.5000e-01
5.0000e-03 7.5000e-03 1.7544e+00 1.8878e+00 6.9640e+00 1.6969e+00 9.1582e-02 6.0628e-02 3.1614e-02 7.0075e-02 5.5130e-01 6.5000e-01
