# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.2099e+00 1.2698e+00 1.2661e+01 1.0421e+00 9.5771e-02 1.8891e-02 8.8599e-03 2.5162e-02 7.1182e-01 6.5000e-01
7.3684e-04 7.9114e-04 1.4816e+00 1.5777e+00 1.1770e+01 1.3970e+00 9.4722e-02 2.3574e-02 1.0746e-02 3.0769e-02 6.3637e-01 6.5000e-01
9.7368e-04 1.0685e-03 1.6524e+00 1.7783e+00 1.1029e+01 1.6233e+00 9.3435e-02 2.7696e-02 1.2351e-02 3.5539e-02 5.9456e-01 6.5000e-01
1.2105e-03 1.3571e-03 1.7577e+00 1.9061e+00 1.0407e+01 1.7547e+00 9.2014e-02 3.1404e-02 1.3767e-02 3.9729e-02 5.6795e-01 6.5000e-01
1.4474e-03 1.6569e-03 1.8203e+00 1.9843e+00 9.8801e+00 1.8208e+00 9.0537e-02 3.4774e-02 1.5039e-02 4.3470e-02 5.4952e-01 6.5000e-01
1.6842e-03 1.9679e-03 1.8547e+00 2.0287e+00 9.4295e+00 1.8437e+00 8.9055e-02 3.7855e-02 1.6195e-02 4.6848e-02 5.3599e-01 6.5000e-01
1.9211e-03 2.2901e-03 1.8703e+00 2.0498e+00 9.0409e+00 1.8386e+00 8.7603e-02 4.0684e-02 1.7252e-02 4.9919e-02 5.2562e-01 6.5000e-01
2.1579e-03 2.6235e-03 1.8734e+00 2.0550e+00 8.7029e+00 1.8159e+00 8.6200e-02 4.3291e-02 1.8223e-02 5.2728e-02 5.1741e-01 6.5000e-01
2.3947e-03 2.9682e-03 1.8682e+00 2.0492e+00 8.4068e+00 1.7826e+00 8.4858e-02 4.5699e-02 1.9120e-02 5.5309e-02 5.1074e-01 6.5000e-01
2.6316e-03 3.3241e-03 1.8574e+00 2.0360e+00 8.1454e+00 1.7430e+00 8.3583e-02 4.7930e-02 1.9951e-02 5.7689e-02 5.0522e-01 6.5000e-01
2.8684e-03 3.6912e-03 1.8430e+00 2.0177e+00 7.9132e+00 1.7002e+00 8.2374e-02 5.0003e-02 2.0722e-02 5.9891e-02 5.0055e-01 6.5000e-01
3.1053e-03 4.0695e-03 1.8263e+00 1.9960e+00 7.7057e+00 1.6562e+00 8.1232e-02 5.1933e-02 2.1441e-02 6.1934e-02 4.9656e-01 6.5000e-01
3.3421e-03 4.4591e-03 1.8081e+00 1.9722e+00 7.5192e+00 1.6121e+00 8.0153e-02 5.3734e-02 2.2112e-02 6.3834e-02 4.9311e-01 6.5000e-01
3.5789e-03 4.8598e-03 1.7891e+00 1.9470e+00 7.3508e+00 1.5687e+00 7.9134e-02 5.5418e-02 2.2740e-02 6.5604e-02 4.9009e-01 6.5000e-01
3.8158e-03 5.2718e-03 1.7697e+00 1.9212e+00 7.1980e+00 1.5265e+00 7.8172e-02 5.6994e-02 2.3328e-02 6.7258e-02 4.8742e-01 6.5000e-01
4.0526e-03 5.6950e-03 1.7502e+00 1.8952e+00 7.0588e+00 1.4859e+00 7.7263e-02 5.8473e-02 2.3881e-02 6.8804e-02 4.8505e-01 6.5000e-01
4.2895e-03 6.1294e-03 1.7309e+00 1.8692e+00 6.9315e+00 1.4469e+00 7.6403e-02 5.9861e-02 2.4400e-02 7.0253e-02 4.8293e-01 6.5000e-01
4.5263e-03 6.5751e-03 1.7119e+00 1.8434e+00 6.8148e+00 1.4096e+00 7.5589e-02 6.1168e-02 2.4890e-02 7.1612e-02 4.8102e-01 6.5000e-01
4.7632e-03 7.0319e-03 1.6932e+00 1.8181e+00 6.7073e+00 1.3741e+00 7.4816e-02 6.2397e-02 2.5351e-02 7.2887e-02 4.7929e-01 6.5000e-01
5.0000e-03 7.5000e-03 1.6750e+00 1.7933e+00 6.6081e+00 1.3403e+00 7.4083e-02 6.3556e-02 2.5786e-02 7.4086e-02 4.7772e-01 6.5000e-01
